Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
372,Christian Bowen,RW,Stuttgart,Germany,Bundesliga,Wide Playmaker
373,Bryan Gonzalez,RW,Brest,England,Ligue 1,Wide Playmaker
374,Leroy Gonzalez,RW,Athletic Club,England,La Liga,Wide Playmaker
375,Leroy Asensio,RW,Manchester City,Italy,Premier League,Winger
376,Ousmane Olise,RW,Stuttgart,Egypt,Bundesliga,Inside Forward
377,Christian Saka,RW,Frankfurt,Cameroon,Bundesliga,Winger
378,Domenico Pulisic,RW,Stuttgart,Italy,Bundesliga,Inside Forward
379,Jarrod Pino,RW,Bayer Leverkusen,Egypt,Bundesliga,Wide Playmaker
380,Takefusa Gnabry,RW,Stuttgart,England,Bundesliga,Winger
381,Ousmane Salah,RW,Atalanta,Egypt,Serie A,Inside Forward
382,Nicolas Kubo,RW,RB Leipzig,Argentina,Bundesliga,Wide Playmaker
383,Ousmane Olise,RW,Lazio,Egypt,Serie A,Inside Forward
384,Nicolas Asensio,RW,Nice,France,Ligue 1,Inside Forward
385,Michael Berardi,RW,Juventus,Ivory Coast,Serie A,Inside Forward
386,Leon Kulusevski,RW,Bayer Leverkusen,Argentina,Bundesliga,Wide Playmaker
387,Leroy Pulisic,RW,Monaco,USA,Ligue 1,Inside Forward
388,Leroy Berardi,RW,Marseille,USA,Ligue 1,Wide Playmaker
389,Federico Raphinha,RW,PSG,Italy,Ligue 1,Inside Forward
390,Serge Bailey,RW,Bayern Munich,Jamaica,Bundesliga,Inside Forward
391,Takefusa Bailey,RW,Brest,Italy,Ligue 1,Wide Playmaker
392,Ousmane Berardi,RW,Inter Milan,England,Serie A,Wide Playmaker
393,Leroy Pulisic,RW,Lyon,Cameroon,Ligue 1,Wide Playmaker
394,Serge Pulisic,RW,AC Milan,Cameroon,Serie A,Wide Playmaker
395,Raphinha Pino,RW,Girona,Italy,La Liga,Winger
396,Angel Saka,RW,Dortmund,Cameroon,Bundesliga,Winger
397,Nicolas Bowen,RW,Manchester City,Italy,Premier League,Winger
398,Domenico Salah,RW,Bayer Leverkusen,Italy,Bundesliga,Winger
399,Angel Gnabry,RW,Stuttgart,USA,Bundesliga,Inside Forward
400,Angel Asensio,RW,Bayer Leverkusen,England,Bundesliga,Winger
401,Angel Bowen,RW,Lazio,France,Serie A,Winger
402,Ousmane Kubo,RW,Aston Villa,Egypt,Premier League,Wide Playmaker
403,Bryan Bowen,RW,Lille,Brazil,Ligue 1,Wide Playmaker
404,Takefusa Sane,RW,Real Betis,Cameroon,La Liga,Wide Playmaker
405,Jarrod Kubo,RW,AS Roma,Cameroon,Serie A,Winger
406,Federico Pino,RW,Lyon,Argentina,Ligue 1,Inside Forward
407,Christian Goes,RW,Bayer Leverkusen,Ivory Coast,Bundesliga,Wide Playmaker
408,Takefusa Gonzalez,RW,AC Milan,England,Serie A,Winger
409,Takefusa Olise,RW,Athletic Club,Cameroon,La Liga,Wide Playmaker
410,Angel Berardi,RW,RB Leipzig,Cameroon,Bundesliga,Inside Forward
411,Angel Dembele,RW,Nice,Egypt,Ligue 1,Wide Playmaker
412,Bukayo Sane,RW,Bayern Munich,England,Bundesliga,Inside Forward
413,Leroy Berardi,RW,PSG,Germany,Ligue 1,Winger
414,Serge Pulisic,RW,Liverpool,Spain,Premier League,Wide Playmaker
415,Leroy Goes,RW,Atalanta,USA,Serie A,Wide Playmaker
416,Christian Di Maria,RW,Atletico Madrid,Jamaica,La Liga,Winger
417,Christian Salah,RW,Manchester City,Argentina,Premier League,Winger
418,Marco Di Maria,RW,Atletico Madrid,Cameroon,La Liga,Inside Forward
419,Federico Gonzalez,RW,Manchester United,England,Premier League,Inside Forward
420,Rodrygo Berardi,RW,Real Madrid,USA,La Liga,Winger
421,Jarrod Salah,RW,Liverpool,Germany,Premier League,Inside Forward
422,Bukayo Kubo,RW,Lyon,France,Ligue 1,Wide Playmaker
423,Nicolas Saka,RW,Frankfurt,Cameroon,Bundesliga,Inside Forward
424,Bryan Dembele,RW,Lyon,Cameroon,Ligue 1,Winger
425,Leroy Gnabry,RW,Lyon,Italy,Ligue 1,Wide Playmaker
426,Christian Asensio,RW,Bayer Leverkusen,USA,Bundesliga,Inside Forward
427,Leroy Pulisic,RW,Atletico Madrid,Jamaica,La Liga,Inside Forward
428,Bukayo Pino,RW,Atletico Madrid,Japan,La Liga,Winger
429,Nicolas Kulusevski,RW,Lazio,England,Serie A,Wide Playmaker
430,Leon Chiesa,RW,AS Roma,USA,Serie A,Inside Forward
431,Yeremy Mbeumo,RW,Brest,England,Ligue 1,Inside Forward
432,Christian Raphinha,RW,Bologna,Sweden,Serie A,Winger
433,Takefusa Kulusevski,RW,Real Madrid,Brazil,La Liga,Winger
434,Takefusa Salah,RW,PSG,Argentina,Ligue 1,Wide Playmaker
435,Yeremy Di Maria,RW,Chelsea,Jamaica,Premier League,Winger
436,Angel Di Maria,RW,Liverpool,England,Premier League,Winger
437,Yeremy Sane,RW,Juventus,Jamaica,Serie A,Wide Playmaker
438,Nicolas Olise,RW,Bayern Munich,Spain,Bundesliga,Inside Forward
439,Mohamed Raphinha,RW,Arsenal,England,Premier League,Winger
440,Jarrod Mbeumo,RW,Brighton,Japan,Premier League,Inside Forward
441,Domenico Pulisic,RW,Barcelona,Cameroon,La Liga,Winger
442,Leon Asensio,RW,Valencia,Spain,La Liga,Wide Playmaker
443,Marco Dembele,RW,Real Madrid,Argentina,La Liga,Wide Playmaker
444,Raphinha Gonzalez,RW,Frankfurt,France,Bundesliga,Wide Playmaker
445,Dejan Kulusevski,RW,Girona,Cameroon,La Liga,Winger
446,Leroy Asensio,RW,West Ham,USA,Premier League,Inside Forward
447,Mohamed Mbeumo,RW,Brighton,Brazil,Premier League,Inside Forward
448,Bryan Pino,RW,Newcastle,Cameroon,Premier League,Inside Forward
449,Dejan Pulisic,RW,Valencia,Japan,La Liga,Winger
450,Nicolas Raphinha,RW,Manchester United,Cameroon,Premier League,Wide Playmaker
451,Domenico Saka,RW,Lyon,France,Ligue 1,Wide Playmaker
452,Takefusa Di Maria,RW,Bayer Leverkusen,USA,Bundesliga,Inside Forward
453,Christian Chiesa,RW,West Ham,Sweden,Premier League,Winger
454,Rodrygo Goes,RW,Bologna,Spain,Serie A,Inside Forward
455,Ousmane Kulusevski,RW,Frankfurt,Egypt,Bundesliga,Wide Playmaker
456,Yeremy Chiesa,RW,Manchester United,England,Premier League,Wide Playmaker
457,Nicolas Pino,RW,Lazio,England,Serie A,Winger
458,Federico Goes,RW,Lille,Brazil,Ligue 1,Wide Playmaker
459,Jarrod Salah,RW,Atalanta,Cameroon,Serie A,Winger
460,Dejan Sane,RW,Bologna,Egypt,Serie A,Inside Forward
461,Yeremy Bowen,RW,Bayer Leverkusen,Brazil,Bundesliga,Winger
462,Dejan Bowen,RW,Girona,USA,La Liga,Winger
463,Raphinha Bailey,RW,Monaco,Brazil,Ligue 1,Wide Playmaker
464,Dejan Salah,RW,Atletico Madrid,Egypt,La Liga,Inside Forward
465,Bryan Dembele,RW,Juventus,Egypt,Serie A,Wide Playmaker
466,Yeremy Gonzalez,RW,Inter Milan,Ivory Coast,Serie A,Winger
467,Rodrygo Kulusevski,RW,Manchester United,Brazil,Premier League,Wide Playmaker
468,Dejan Olise,RW,Lyon,Jamaica,Ligue 1,Inside Forward
469,Rodrygo Sane,RW,Stuttgart,Spain,Bundesliga,Wide Playmaker
470,Domenico Raphinha,RW,Napoli,Germany,Serie A,Winger
471,Raphinha Goes,RW,Atletico Madrid,Egypt,La Liga,Inside Forward
472,Jarrod Asensio,RW,PSG,USA,Ligue 1,Inside Forward
473,Takefusa Mbeumo,RW,Monaco,Sweden,Ligue 1,Wide Playmaker
474,Bryan Raphinha,RW,Dortmund,England,Bundesliga,Inside Forward
475,Nicolas Gnabry,RW,Tottenham,Egypt,Premier League,Wide Playmaker
476,Ousmane Saka,RW,Atalanta,Japan,Serie A,Wide Playmaker
477,Rodrygo Kulusevski,RW,Atletico Madrid,Ivory Coast,La Liga,Winger
478,Marco Mbeumo,RW,Girona,Jamaica,La Liga,Inside Forward
479,Angel Di Maria,RW,Atalanta,England,Serie A,Wide Playmaker
480,Yeremy Kulusevski,RW,Girona,Cameroon,La Liga,Wide Playmaker
481,Angel Asensio,RW,Brest,England,Ligue 1,Inside Forward
482,Domenico Saka,RW,Marseille,Sweden,Ligue 1,Winger
483,Raphinha Berardi,RW,Chelsea,England,Premier League,Inside Forward
484,Angel Mbeumo,RW,Real Madrid,Argentina,La Liga,Wide Playmaker
485,Mohamed Salah,RW,Lazio,England,Serie A,Winger
486,Leon Salah,RW,Atalanta,Italy,Serie A,Inside Forward
487,Michael Pino,RW,Valencia,Ivory Coast,La Liga,Inside Forward
488,Serge Kubo,RW,Girona,Brazil,La Liga,Inside Forward
489,Yeremy Salah,RW,Dortmund,France,Bundesliga,Inside Forward
490,Bryan Kubo,RW,Valencia,USA,La Liga,Inside Forward
491,Takefusa Berardi,RW,PSG,USA,Ligue 1,Winger
492,Dejan Pulisic,RW,PSG,France,Ligue 1,Wide Playmaker
493,Domenico Bowen,RW,Lyon,Brazil,Ligue 1,Inside Forward
494,Yeremy Di Maria,RW,AC Milan,USA,Serie A,Winger
495,Angel Pino,RW,Real Sociedad,Jamaica,La Liga,Inside Forward
496,Michael Kulusevski,RW,Real Sociedad,Spain,La Liga,Winger
497,Christian Saka,RW,Liverpool,Italy,Premier League,Wide Playmaker
498,Jarrod Chiesa,RW,Real Madrid,USA,La Liga,Winger
499,Raphinha Saka,RW,Lyon,Cameroon,Ligue 1,Wide Playmaker
500,Rodrygo Berardi,RW,Manchester United,Japan,Premier League,Wide Playmaker
501,Mohamed Mbeumo,RW,Brighton,Spain,Premier League,Inside Forward
502,Bryan Goes,RW,Barcelona,England,La Liga,Inside Forward
503,Jarrod Sane,RW,Marseille,Japan,Ligue 1,Wide Playmaker
504,Mohamed Mbeumo,RW,Chelsea,Egypt,Premier League,Wide Playmaker
505,Christian Pulisic,RW,Aston Villa,Egypt,Premier League,Winger
506,Ousmane Berardi,RW,Lazio,Italy,Serie A,Winger
507,Federico Dembele,RW,AC Milan,Ivory Coast,Serie A,Wide Playmaker
508,Domenico Goes,RW,Bayer Leverkusen,Brazil,Bundesliga,Wide Playmaker
509,Jarrod Di Maria,RW,Atletico Madrid,Germany,La Liga,Wide Playmaker
510,Nicolas Dembele,RW,Manchester City,Brazil,Premier League,Winger
511,Federico Pino,RW,Stuttgart,Japan,Bundesliga,Winger
512,Bukayo Saka,RW,Chelsea,England,Premier League,Inside Forward
513,Nicolas Kulusevski,RW,Real Sociedad,Spain,La Liga,Wide Playmaker
514,Marco Asensio,RW,Brighton,Ivory Coast,Premier League,Winger
515,Rodrygo Kubo,RW,PSG,Spain,Ligue 1,Winger
516,Rodrygo Dembele,RW,Lyon,USA,Ligue 1,Inside Forward
517,Raphinha Pulisic,RW,Manchester United,Spain,Premier League,Inside Forward
518,Dejan Raphinha,RW,Bayer Leverkusen,France,Bundesliga,Wide Playmaker
519,Federico Olise,RW,Inter Milan,Italy,Serie A,Inside Forward
520,Domenico Bowen,RW,AS Roma,Cameroon,Serie A,Wide Playmaker
521,Marco Kulusevski,RW,PSG,France,Ligue 1,Inside Forward
522,Angel Pino,RW,Liverpool,USA,Premier League,Winger
523,Jarrod Salah,RW,Lyon,Ivory Coast,Ligue 1,Wide Playmaker
524,Leroy Saka,RW,West Ham,Sweden,Premier League,Winger
525,Marco Mbeumo,RW,Dortmund,Japan,Bundesliga,Inside Forward
526,Leroy Kulusevski,RW,Nice,France,Ligue 1,Winger
527,Leroy Gnabry,RW,Real Sociedad,Argentina,La Liga,Wide Playmaker
528,Domenico Olise,RW,Barcelona,France,La Liga,Winger
529,Leon Raphinha,RW,Dortmund,France,Bundesliga,Wide Playmaker
530,Federico Bailey,RW,Barcelona,Sweden,La Liga,Wide Playmaker
531,Dejan Bowen,RW,Frankfurt,Spain,Bundesliga,Inside Forward
532,Mohamed Bowen,RW,Tottenham,Argentina,Premier League,Winger
533,Serge Olise,RW,Manchester United,Argentina,Premier League,Wide Playmaker
534,Bukayo Bowen,RW,Lyon,USA,Ligue 1,Wide Playmaker
535,Marco Saka,RW,Nice,Sweden,Ligue 1,Inside Forward
536,Takefusa Di Maria,RW,Brighton,Spain,Premier League,Winger
537,Christian Bailey,RW,Chelsea,Italy,Premier League,Wide Playmaker
538,Nicolas Di Maria,RW,Dortmund,Cameroon,Bundesliga,Inside Forward
539,Takefusa Chiesa,RW,Atalanta,Cameroon,Serie A,Wide Playmaker
540,Christian Gonzalez,RW,PSG,USA,Ligue 1,Inside Forward
541,Marco Goes,RW,Dortmund,England,Bundesliga,Inside Forward
542,Raphinha Goes,RW,Monaco,Italy,Ligue 1,Winger
543,Leon Kubo,RW,Nice,England,Ligue 1,Winger
544,Bryan Raphinha,RW,AC Milan,England,Serie A,Inside Forward
545,Jarrod Olise,RW,Stuttgart,Egypt,Bundesliga,Winger
546,Bryan Asensio,RW,Bologna,Argentina,Serie A,Inside Forward
547,Leon Gonzalez,RW,Athletic Club,Cameroon,La Liga,Inside Forward
548,Domenico Bailey,RW,West Ham,France,Premier League,Winger
549,Serge Kubo,RW,Lille,Brazil,Ligue 1,Inside Forward
550,Bryan Bowen,RW,Atletico Madrid,Cameroon,La Liga,Wide Playmaker
551,Domenico Gonzalez,RW,Inter Milan,Argentina,Serie A,Wide Playmaker
552,Mohamed Mbeumo,RW,Athletic Club,Spain,La Liga,Inside Forward
553,Mohamed Pulisic,RW,Manchester City,Japan,Premier League,Wide Playmaker
554,Leroy Gnabry,RW,Real Betis,Brazil,La Liga,Winger
555,Federico Gonzalez,RW,Brest,Jamaica,Ligue 1,Wide Playmaker
556,Takefusa Saka,RW,Arsenal,Egypt,Premier League,Wide Playmaker
557,Leroy Saka,RW,Napoli,Japan,Serie A,Winger
558,Leroy Dembele,RW,Stuttgart,France,Bundesliga,Wide Playmaker
559,Angel Raphinha,RW,Liverpool,Sweden,Premier League,Inside Forward
560,Nicolas Bailey,RW,Bayern Munich,France,Bundesliga,Winger
561,Ousmane Saka,RW,Napoli,Sweden,Serie A,Wide Playmaker
562,Federico Kubo,RW,Stuttgart,Germany,Bundesliga,Inside Forward
563,Yeremy Raphinha,RW,Barcelona,Spain,La Liga,Wide Playmaker
564,Takefusa Sane,RW,Real Madrid,Jamaica,La Liga,Inside Forward
565,Leon Bowen,RW,Atletico Madrid,Jamaica,La Liga,Inside Forward
566,Marco Pulisic,RW,Lille,Ivory Coast,Ligue 1,Winger
567,Rodrygo Gnabry,RW,Bologna,Cameroon,Serie A,Wide Playmaker
568,Leroy Bowen,RW,PSG,Italy,Ligue 1,Wide Playmaker
569,Jarrod Kulusevski,RW,Lazio,France,Serie A,Wide Playmaker
570,Federico Chiesa,RW,Lille,Argentina,Ligue 1,Winger
571,Domenico Gnabry,RW,Valencia,Ivory Coast,La Liga,Inside Forward
572,Bukayo Bailey,RW,Lazio,Germany,Serie A,Inside Forward
573,Marco Kulusevski,RW,Chelsea,Egypt,Premier League,Winger
574,Bryan Bowen,RW,Newcastle,England,Premier League,Winger
575,Takefusa Asensio,RW,West Ham,Brazil,Premier League,Winger
576,Domenico Kubo,RW,AC Milan,Germany,Serie A,Inside Forward
577,Leroy Salah,RW,Inter Milan,Japan,Serie A,Wide Playmaker
578,Nicolas Asensio,RW,Manchester United,England,Premier League,Winger
579,Nicolas Mbeumo,RW,Nice,Sweden,Ligue 1,Winger
580,Dejan Olise,RW,Napoli,Germany,Serie A,Winger
581,Yeremy Gnabry,RW,AC Milan,Cameroon,Serie A,Winger
582,Bryan Salah,RW,Inter Milan,Japan,Serie A,Inside Forward
583,Domenico Dembele,RW,Dortmund,USA,Bundesliga,Wide Playmaker
584,Christian Pulisic,RW,Inter Milan,Egypt,Serie A,Inside Forward
585,Serge Dembele,RW,Brest,England,Ligue 1,Winger
586,Yeremy Sane,RW,Chelsea,Brazil,Premier League,Winger
587,Angel Goes,RW,Brighton,Germany,Premier League,Winger
588,Dejan Gnabry,RW,West Ham,USA,Premier League,Winger
589,Yeremy Mbeumo,RW,Monaco,England,Ligue 1,Inside Forward
590,Jarrod Mbeumo,RW,Dortmund,Argentina,Bundesliga,Winger
591,Takefusa Kubo,RW,RB Leipzig,Ivory Coast,Bundesliga,Inside Forward
592,Takefusa Olise,RW,Girona,Jamaica,La Liga,Winger
593,Leon Bailey,RW,Lille,Germany,Ligue 1,Inside Forward
594,Serge Dembele,RW,Lyon,USA,Ligue 1,Inside Forward
595,Mohamed Kubo,RW,Atletico Madrid,England,La Liga,Winger
596,Mohamed Pulisic,RW,Frankfurt,Sweden,Bundesliga,Wide Playmaker
597,Nicolas Gnabry,RW,Arsenal,England,Premier League,Wide Playmaker
598,Rodrygo Olise,RW,Bayer Leverkusen,Cameroon,Bundesliga,Wide Playmaker
599,Marco Di Maria,RW,Chelsea,Jamaica,Premier League,Inside Forward
600,Rodrygo Kulusevski,RW,Liverpool,Italy,Premier League,Inside Forward
601,Domenico Gonzalez,RW,Arsenal,Ivory Coast,Premier League,Winger
602,Nicolas Berardi,RW,Atletico Madrid,Italy,La Liga,Wide Playmaker
603,Serge Gnabry,RW,Atletico Madrid,Egypt,La Liga,Inside Forward
604,Serge Mbeumo,RW,Real Sociedad,England,La Liga,Inside Forward
605,Bukayo Chiesa,RW,RB Leipzig,Cameroon,Bundesliga,Wide Playmaker
606,Takefusa Kubo,RW,RB Leipzig,France,Bundesliga,Winger
607,Domenico Bailey,RW,Barcelona,Jamaica,La Liga,Winger
608,Yeremy Saka,RW,Nice,Japan,Ligue 1,Winger
609,Bryan Di Maria,RW,West Ham,Brazil,Premier League,Inside Forward
610,Federico Berardi,RW,Stuttgart,England,Bundesliga,Wide Playmaker
611,Christian Bailey,RW,Tottenham,Italy,Premier League,Inside Forward
612,Leon Di Maria,RW,AS Roma,USA,Serie A,Inside Forward
613,Dejan Bowen,RW,Inter Milan,Cameroon,Serie A,Winger
614,Domenico Berardi,RW,West Ham,Germany,Premier League,Winger
615,Leon Di Maria,RW,Barcelona,England,La Liga,Wide Playmaker
616,Raphinha Salah,RW,Inter Milan,Italy,Serie A,Winger
617,Serge Berardi,RW,Valencia,Jamaica,La Liga,Inside Forward
618,Nicolas Olise,RW,Girona,Jamaica,La Liga,Winger
619,Jarrod Asensio,RW,Nice,Ivory Coast,Ligue 1,Wide Playmaker
620,Mohamed Kubo,RW,Girona,Egypt,La Liga,Wide Playmaker
621,Ousmane Gonzalez,RW,Brighton,England,Premier League,Wide Playmaker
622,Christian Dembele,RW,Arsenal,Germany,Premier League,Winger
623,Leon Saka,RW,Lille,Italy,Ligue 1,Wide Playmaker
624,Federico Salah,RW,Atalanta,Egypt,Serie A,Wide Playmaker
625,Bukayo Pino,RW,Lyon,Spain,Ligue 1,Inside Forward
626,Bukayo Olise,RW,Girona,USA,La Liga,Winger
627,Serge Gnabry,RW,Nice,Brazil,Ligue 1,Wide Playmaker
628,Nicolas Gonzalez,RW,Stuttgart,Ivory Coast,Bundesliga,Winger
629,Yeremy Dembele,RW,Chelsea,Cameroon,Premier League,Winger
630,Leroy Bailey,RW,Valencia,Ivory Coast,La Liga,Wide Playmaker
631,Bukayo Berardi,RW,Brest,Ivory Coast,Ligue 1,Inside Forward
632,Leon Asensio,RW,Bologna,USA,Serie A,Winger
633,Ousmane Bailey,RW,Newcastle,Ivory Coast,Premier League,Inside Forward
634,Angel Sane,RW,Frankfurt,Cameroon,Bundesliga,Winger
635,Domenico Pino,RW,Monaco,Germany,Ligue 1,Inside Forward
636,Marco Bowen,RW,Lazio,USA,Serie A,Winger
637,Mohamed Berardi,RW,Brest,France,Ligue 1,Wide Playmaker
638,Takefusa Chiesa,RW,Stuttgart,Jamaica,Bundesliga,Inside Forward
639,Leroy Gonzalez,RW,Manchester United,Jamaica,Premier League,Inside Forward
640,Domenico Gonzalez,RW,Stuttgart,Cameroon,Bundesliga,Wide Playmaker
641,Nicolas Salah,RW,West Ham,Ivory Coast,Premier League,Wide Playmaker
642,Christian Olise,RW,Marseille,England,Ligue 1,Winger
643,Jarrod Mbeumo,RW,Bayer Leverkusen,USA,Bundesliga,Winger
644,Bukayo Kubo,RW,West Ham,Brazil,Premier League,Wide Playmaker
645,Christian Pino,RW,Brest,Cameroon,Ligue 1,Wide Playmaker
646,Leon Mbeumo,RW,Bayern Munich,England,Bundesliga,Wide Playmaker
647,Domenico Chiesa,RW,Bayern Munich,Egypt,Bundesliga,Winger
648,Jarrod Kubo,RW,AS Roma,Cameroon,Serie A,Winger
649,Federico Pino,RW,PSG,Egypt,Ligue 1,Wide Playmaker
650,Marco Chiesa,RW,Lille,Ivory Coast,Ligue 1,Winger
651,Leroy Olise,RW,AS Roma,Japan,Serie A,Winger
652,Mohamed Gnabry,RW,Nice,Spain,Ligue 1,Winger
653,Marco Kubo,RW,Valencia,Japan,La Liga,Inside Forward
654,Federico Pino,RW,Marseille,Ivory Coast,Ligue 1,Wide Playmaker
655,Yeremy Kulusevski,RW,Valencia,Germany,La Liga,Winger
656,Bukayo Di Maria,RW,West Ham,Italy,Premier League,Wide Playmaker
657,Angel Raphinha,RW,Newcastle,Cameroon,Premier League,Winger
658,Michael Pino,RW,AS Roma,England,Serie A,Inside Forward
659,Ousmane Gnabry,RW,Inter Milan,England,Serie A,Inside Forward
660,Leon Bowen,RW,West Ham,USA,Premier League,Winger
661,Rodrygo Mbeumo,RW,Real Sociedad,Cameroon,La Liga,Inside Forward
662,Serge Kulusevski,RW,Brighton,Ivory Coast,Premier League,Wide Playmaker
663,Federico Di Maria,RW,Real Madrid,Germany,La Liga,Wide Playmaker
664,Marco Gonzalez,RW,Real Sociedad,Sweden,La Liga,Winger
665,Leroy Sane,RW,Atalanta,Spain,Serie A,Inside Forward
666,Mohamed Mbeumo,RW,Tottenham,England,Premier League,Winger
667,Yeremy Gonzalez,RW,Bayer Leverkusen,Germany,Bundesliga,Inside Forward
668,Nicolas Gonzalez,RW,Dortmund,Ivory Coast,Bundesliga,Inside Forward
669,Bukayo Gnabry,RW,Atalanta,Spain,Serie A,Wide Playmaker
670,Mohamed Sane,RW,Arsenal,Italy,Premier League,Inside Forward
671,Raphinha Asensio,RW,Barcelona,Egypt,La Liga,Inside Forward
672,Federico Kulusevski,RW,Nice,France,Ligue 1,Inside Forward
673,Takefusa Di Maria,RW,Valencia,Argentina,La Liga,Winger
674,Yeremy Pulisic,RW,Monaco,England,Ligue 1,Inside Forward
675,Federico Berardi,RW,Valencia,Brazil,La Liga,Inside Forward
676,Nicolas Pulisic,RW,Marseille,Sweden,Ligue 1,Wide Playmaker
677,Angel Salah,RW,RB Leipzig,Italy,Bundesliga,Wide Playmaker
678,Ousmane Berardi,RW,Stuttgart,Jamaica,Bundesliga,Winger
679,Mohamed Kulusevski,RW,Aston Villa,Argentina,Premier League,Winger
680,Bukayo Gonzalez,RW,Arsenal,Ivory Coast,Premier League,Inside Forward
681,Federico Sane,RW,Chelsea,Ivory Coast,Premier League,Wide Playmaker
682,Domenico Saka,RW,Bologna,England,Serie A,Winger
683,Serge Salah,RW,Barcelona,Brazil,La Liga,Wide Playmaker
684,Yeremy Chiesa,RW,Barcelona,Sweden,La Liga,Wide Playmaker
685,Rodrygo Kulusevski,RW,Lyon,Japan,Ligue 1,Inside Forward
686,Angel Bowen,RW,RB Leipzig,Brazil,Bundesliga,Winger
687,Leon Kubo,RW,Frankfurt,Ivory Coast,Bundesliga,Inside Forward
688,Marco Goes,RW,Atletico Madrid,Germany,La Liga,Winger
689,Takefusa Di Maria,RW,Stuttgart,Germany,Bundesliga,Wide Playmaker
690,Nicolas Gnabry,RW,Real Sociedad,Sweden,La Liga,Winger
691,Michael Raphinha,RW,Brighton,Brazil,Premier League,Winger
692,Michael Kulusevski,RW,Marseille,Brazil,Ligue 1,Wide Playmaker
693,Angel Gnabry,RW,PSG,USA,Ligue 1,Wide Playmaker
694,Christian Gnabry,RW,Arsenal,Japan,Premier League,Wide Playmaker
695,Michael Chiesa,RW,Liverpool,Ivory Coast,Premier League,Winger
696,Leroy Gonzalez,RW,Napoli,USA,Serie A,Inside Forward
697,Leroy Pulisic,RW,Napoli,Brazil,Serie A,Winger
698,Jarrod Saka,RW,Marseille,Japan,Ligue 1,Inside Forward
699,Bukayo Kulusevski,RW,Napoli,Cameroon,Serie A,Inside Forward
700,Dejan Di Maria,RW,RB Leipzig,Ivory Coast,Bundesliga,Wide Playmaker
701,Christian Kulusevski,RW,Stuttgart,Ivory Coast,Bundesliga,Wide Playmaker
702,Yeremy Gonzalez,RW,Valencia,Argentina,La Liga,Winger
703,Leon Mbeumo,RW,Aston Villa,Jamaica,Premier League,Winger
704,Yeremy Salah,RW,Bayern Munich,Jamaica,Bundesliga,Wide Playmaker
705,Yeremy Sane,RW,Manchester United,Spain,Premier League,Inside Forward
706,Yeremy Dembele,RW,Real Madrid,Cameroon,La Liga,Wide Playmaker
707,Yeremy Bailey,RW,Manchester City,Argentina,Premier League,Inside Forward
708,Michael Salah,RW,Aston Villa,Germany,Premier League,Wide Playmaker
709,Rodrygo Kulusevski,RW,Valencia,England,La Liga,Wide Playmaker
710,Nicolas Kubo,RW,Frankfurt,England,Bundesliga,Wide Playmaker
711,Domenico Raphinha,RW,Arsenal,Argentina,Premier League,Winger
712,Bryan Bailey,RW,AS Roma,France,Serie A,Winger
713,Domenico Sane,RW,Girona,Japan,La Liga,Inside Forward
714,Ousmane Olise,RW,Athletic Club,USA,La Liga,Inside Forward
715,Nicolas Di Maria,RW,AC Milan,Egypt,Serie A,Inside Forward
716,Nicolas Olise,RW,Brest,Sweden,Ligue 1,Inside Forward
717,Marco Gnabry,RW,Bayer Leverkusen,Ivory Coast,Bundesliga,Winger
718,Rodrygo Bailey,RW,Nice,Cameroon,Ligue 1,Inside Forward
719,Angel Gnabry,RW,Lazio,Argentina,Serie A,Winger
720,Serge Gnabry,RW,Inter Milan,Spain,Serie A,Winger
721,Marco Kubo,RW,Stuttgart,Germany,Bundesliga,Winger
722,Christian Goes,RW,Bologna,England,Serie A,Wide Playmaker
723,Serge Asensio,RW,Bayern Munich,Sweden,Bundesliga,Wide Playmaker
724,Leroy Salah,RW,Lyon,Sweden,Ligue 1,Wide Playmaker
725,Christian Asensio,RW,West Ham,Brazil,Premier League,Winger
726,Federico Pino,RW,Newcastle,Japan,Premier League,Wide Playmaker
727,Marco Olise,RW,Real Madrid,Germany,La Liga,Wide Playmaker
728,Takefusa Bowen,RW,Marseille,Ivory Coast,Ligue 1,Inside Forward
729,Bryan Sane,RW,Tottenham,France,Premier League,Winger
730,Marco Goes,RW,Nice,Cameroon,Ligue 1,Wide Playmaker
731,Yeremy Mbeumo,RW,West Ham,Ivory Coast,Premier League,Wide Playmaker
732,Bukayo Saka,RW,Tottenham,Cameroon,Premier League,Wide Playmaker
733,Domenico Berardi,RW,Brighton,Spain,Premier League,Inside Forward
734,Domenico Olise,RW,Lille,Italy,Ligue 1,Inside Forward
735,Bukayo Gnabry,RW,Brest,USA,Ligue 1,Inside Forward
736,Nicolas Saka,RW,Monaco,USA,Ligue 1,Wide Playmaker
737,Domenico Kubo,RW,Aston Villa,Egypt,Premier League,Wide Playmaker
738,Bryan Kulusevski,RW,Monaco,Spain,Ligue 1,Winger
739,Jarrod Dembele,RW,Tottenham,Ivory Coast,Premier League,Inside Forward
740,Leroy Chiesa,RW,Manchester United,Sweden,Premier League,Winger
741,Serge Asensio,RW,RB Leipzig,Ivory Coast,Bundesliga,Winger
742,Ousmane Di Maria,RW,West Ham,Spain,Premier League,Winger
743,Dejan Bailey,RW,Liverpool,Jamaica,Premier League,Winger
744,Raphinha Chiesa,RW,Valencia,Spain,La Liga,Inside Forward
