Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
366,Jude Gallagher,CM,Lyon,Mali,Ligue 1,Box to Box
367,Houssem Kovacic,CM,Real Sociedad,Belgium,La Liga,Deep Lying Playmaker
368,Nicolo Fernandez,CM,West Ham,Spain,Premier League,Half Winger
369,Leon Aouar,CM,Valencia,Algeria,La Liga,Deep Lying Playmaker
370,Conor De Bruyne,CM,Liverpool,Netherlands,Premier League,Box to Box
371,Ilkay De Paul,CM,PSG,Algeria,Ligue 1,Deep Lying Playmaker
372,Gavi De Bruyne,CM,Arsenal,Netherlands,Premier League,Playmaker
373,Toni Kroos,CM,Chelsea,Argentina,Premier League,Deep Lying Playmaker
374,Kevin Zaire-Emery,CM,Aston Villa,Belgium,Premier League,Box to Box
375,Toni Bissouma,CM,Marseille,Portugal,Ligue 1,Holding
376,Mateo Szoboszlai,CM,Monaco,Portugal,Ligue 1,Playmaker
377,Luka Tielemans,CM,Liverpool,Spain,Premier League,Playmaker
378,Toni Locatelli,CM,Nice,Netherlands,Ligue 1,Playmaker
379,Lucas Aouar,CM,Aston Villa,Spain,Premier League,Box to Box
380,Gavi Gundogan,CM,Lazio,Brazil,Serie A,Holding
381,Eduardo Camavinga,CM,Juventus,Switzerland,Serie A,Playmaker
382,Granit Locatelli,CM,Nice,Brazil,Ligue 1,Playmaker
383,Rodrigo Gallagher,CM,Juventus,Croatia,Serie A,Deep Lying Playmaker
384,Vitinha Mac Allister,CM,Real Sociedad,Spain,La Liga,Playmaker
385,Yves Locatelli,CM,Atletico Madrid,France,La Liga,Holding
386,Gavi Bellingham,CM,Inter Milan,Belgium,Serie A,Box to Box
387,Jude Zaire-Emery,CM,Lille,Algeria,Ligue 1,Deep Lying Playmaker
388,Conor Locatelli,CM,RB Leipzig,Croatia,Bundesliga,Playmaker
389,Rodrigo Bellingham,CM,AC Milan,Germany,Serie A,Deep Lying Playmaker
390,Ilkay Fernandez,CM,Chelsea,Belgium,Premier League,Playmaker
391,Yves De Jong,CM,Valencia,Portugal,La Liga,Playmaker
392,Adrien Kroos,CM,Lazio,Brazil,Serie A,Deep Lying Playmaker
393,Manuel De Jong,CM,Frankfurt,Italy,Bundesliga,Deep Lying Playmaker
394,Jude Modric,CM,Real Betis,Switzerland,La Liga,Half Winger
395,Vitinha Gundogan,CM,Athletic Club,Spain,La Liga,Deep Lying Playmaker
396,Lucas Kovacic,CM,Brest,Croatia,Ligue 1,Deep Lying Playmaker
397,Toni Kroos,CM,AC Milan,Germany,Serie A,Box to Box
398,Leon Koopmeiners,CM,Athletic Club,Croatia,La Liga,Playmaker
399,Granit Zaire-Emery,CM,Nice,Germany,Ligue 1,Deep Lying Playmaker
400,Warren Kroos,CM,Frankfurt,Algeria,Bundesliga,Playmaker
401,Dominik Zaire-Emery,CM,Dortmund,Mali,Bundesliga,Holding
402,Lucas Koopmeiners,CM,AS Roma,Brazil,Serie A,Half Winger
403,Mateo Paqueta,CM,Real Betis,England,La Liga,Half Winger
404,Adrien Barella,CM,Monaco,Portugal,Ligue 1,Playmaker
405,Kevin Goretzka,CM,Valencia,Belgium,La Liga,Playmaker
406,Frenkie De Jong,CM,Brest,Switzerland,Ligue 1,Half Winger
407,Manuel Modric,CM,Tottenham,Italy,Premier League,Half Winger
408,Granit Fernandez,CM,Atalanta,Switzerland,Serie A,Box to Box
409,Kevin Bissouma,CM,Juventus,France,Serie A,Half Winger
410,Frenkie Paqueta,CM,RB Leipzig,Croatia,Bundesliga,Deep Lying Playmaker
411,Eduardo Kovacic,CM,Brest,Algeria,Ligue 1,Deep Lying Playmaker
412,Pedri Kroos,CM,Barcelona,Croatia,La Liga,Playmaker
413,Luka Paqueta,CM,Stuttgart,Hungary,Bundesliga,Playmaker
414,Vitinha Bellingham,CM,RB Leipzig,Brazil,Bundesliga,Deep Lying Playmaker
415,Jude Barella,CM,Barcelona,Spain,La Liga,Half Winger
416,Jude Locatelli,CM,Frankfurt,England,Bundesliga,Holding
417,Gavi Gonzalez,CM,AS Roma,Switzerland,Serie A,Playmaker
418,Conor Kroos,CM,Real Sociedad,Argentina,La Liga,Box to Box
419,Kevin Gallagher,CM,Lille,Argentina,Ligue 1,Holding
420,Mateo Szoboszlai,CM,Atletico Madrid,Croatia,La Liga,Playmaker
421,Gavi Mac Allister,CM,Real Madrid,Argentina,La Liga,Half Winger
422,Granit Goretzka,CM,Manchester United,Portugal,Premier League,Box to Box
423,Warren Modric,CM,Bayern Munich,Portugal,Bundesliga,Box to Box
424,Gavi Barella,CM,Valencia,Belgium,La Liga,Deep Lying Playmaker
425,Mateo Mac Allister,CM,Dortmund,France,Bundesliga,Half Winger
426,Yves Gonzalez,CM,Real Sociedad,Belgium,La Liga,Deep Lying Playmaker
427,Granit Modric,CM,Frankfurt,Spain,Bundesliga,Box to Box
428,Kevin Fernandez,CM,RB Leipzig,Algeria,Bundesliga,Half Winger
429,Ilkay Kovacic,CM,Lille,Croatia,Ligue 1,Deep Lying Playmaker
430,Pedri De Jong,CM,Bayern Munich,France,Bundesliga,Deep Lying Playmaker
431,Adrien Gallagher,CM,Lazio,Portugal,Serie A,Holding
432,Warren Rabiot,CM,Lazio,Algeria,Serie A,Deep Lying Playmaker
433,Rodrigo Bellingham,CM,AS Roma,Mali,Serie A,Deep Lying Playmaker
434,Nicolo Bellingham,CM,Dortmund,Algeria,Bundesliga,Playmaker
435,Rodrigo Kovacic,CM,Frankfurt,Argentina,Bundesliga,Deep Lying Playmaker
436,Warren Modric,CM,Brighton,Brazil,Premier League,Holding
437,Alexis Rabiot,CM,Bayern Munich,Brazil,Bundesliga,Holding
438,Ilkay Tielemans,CM,Marseille,Croatia,Ligue 1,Half Winger
439,Conor Xhaka,CM,Chelsea,Spain,Premier League,Half Winger
440,Frenkie De Jong,CM,Inter Milan,England,Serie A,Half Winger
441,Luka Locatelli,CM,AS Roma,Italy,Serie A,Holding
442,Rodrigo Zaire-Emery,CM,Brest,Spain,Ligue 1,Deep Lying Playmaker
443,Gavi Goretzka,CM,Marseille,Algeria,Ligue 1,Half Winger
444,Conor Rabiot,CM,Dortmund,Germany,Bundesliga,Playmaker
445,Nicolo Koopmeiners,CM,Bayern Munich,Netherlands,Bundesliga,Playmaker
446,Luka Modric,CM,Lazio,Germany,Serie A,Playmaker
447,Warren Koopmeiners,CM,Manchester United,Hungary,Premier League,Box to Box
448,Manuel Szoboszlai,CM,Real Betis,Hungary,La Liga,Playmaker
449,Alexis Mac Allister,CM,Monaco,Hungary,Ligue 1,Half Winger
450,Gavi Goretzka,CM,West Ham,Brazil,Premier League,Box to Box
451,Jude De Bruyne,CM,Atletico Madrid,Mali,La Liga,Box to Box
452,Adrien Camavinga,CM,Stuttgart,Italy,Bundesliga,Deep Lying Playmaker
453,Rodrigo De Paul,CM,Juventus,Portugal,Serie A,Half Winger
454,Gavi Kroos,CM,Athletic Club,Mali,La Liga,Playmaker
455,Toni Gonzalez,CM,Tottenham,Hungary,Premier League,Box to Box
456,Jude Gonzalez,CM,Bologna,Argentina,Serie A,Half Winger
457,Vitinha De Jong,CM,Girona,Germany,La Liga,Half Winger
458,Alexis Modric,CM,RB Leipzig,Algeria,Bundesliga,Holding
459,Pedri Barella,CM,Athletic Club,Mali,La Liga,Holding
460,Pedri Koopmeiners,CM,Nice,England,Ligue 1,Deep Lying Playmaker
461,Eduardo Fernandez,CM,Frankfurt,Italy,Bundesliga,Box to Box
462,Gavi Tielemans,CM,RB Leipzig,Mali,Bundesliga,Half Winger
463,Kevin Szoboszlai,CM,Valencia,Switzerland,La Liga,Half Winger
464,Toni Rabiot,CM,Brighton,Spain,Premier League,Box to Box
465,Eduardo Gallagher,CM,Juventus,Switzerland,Serie A,Half Winger
466,Rodrigo Rabiot,CM,Valencia,Belgium,La Liga,Half Winger
467,Manuel Zaire-Emery,CM,Valencia,Hungary,La Liga,Half Winger
468,Rodrigo Szoboszlai,CM,Nice,Argentina,Ligue 1,Half Winger
469,Warren Fernandez,CM,Frankfurt,Netherlands,Bundesliga,Playmaker
470,Frenkie Goretzka,CM,Dortmund,Brazil,Bundesliga,Deep Lying Playmaker
471,Frenkie Gundogan,CM,Atalanta,Spain,Serie A,Half Winger
472,Eduardo Locatelli,CM,Real Betis,France,La Liga,Deep Lying Playmaker
473,Eduardo Gundogan,CM,Manchester City,Switzerland,Premier League,Playmaker
474,Luka Kovacic,CM,Marseille,Netherlands,Ligue 1,Half Winger
475,Houssem Kroos,CM,Athletic Club,Brazil,La Liga,Deep Lying Playmaker
476,Dominik Koopmeiners,CM,Lille,Italy,Ligue 1,Box to Box
477,Lucas Bellingham,CM,Marseille,Belgium,Ligue 1,Box to Box
478,Yves Aouar,CM,Liverpool,Croatia,Premier League,Deep Lying Playmaker
479,Nicolo Fernandez,CM,Atalanta,France,Serie A,Half Winger
480,Kevin Paqueta,CM,Aston Villa,England,Premier League,Playmaker
481,Frenkie De Paul,CM,Valencia,England,La Liga,Playmaker
482,Luka De Paul,CM,Inter Milan,Netherlands,Serie A,Half Winger
483,Nicolo Zaire-Emery,CM,Napoli,Spain,Serie A,Half Winger
484,Nicolo Modric,CM,Real Betis,Portugal,La Liga,Box to Box
485,Mateo Tielemans,CM,Liverpool,Italy,Premier League,Half Winger
486,Alexis Locatelli,CM,Lazio,France,Serie A,Playmaker
487,Leon Paqueta,CM,Atletico Madrid,Algeria,La Liga,Deep Lying Playmaker
488,Frenkie Rabiot,CM,Brighton,France,Premier League,Holding
489,Dominik Szoboszlai,CM,Nice,Spain,Ligue 1,Box to Box
490,Eduardo Locatelli,CM,Dortmund,Netherlands,Bundesliga,Box to Box
491,Toni Bellingham,CM,Brighton,Hungary,Premier League,Deep Lying Playmaker
492,Houssem Gallagher,CM,Girona,Mali,La Liga,Box to Box
493,Manuel Locatelli,CM,Lyon,Mali,Ligue 1,Holding
494,Luka Modric,CM,AS Roma,Mali,Serie A,Box to Box
495,Leon Modric,CM,Dortmund,Algeria,Bundesliga,Holding
496,Houssem Rabiot,CM,Stuttgart,Spain,Bundesliga,Box to Box
497,Ilkay Locatelli,CM,Lille,Hungary,Ligue 1,Holding
498,Kevin De Jong,CM,Bologna,England,Serie A,Holding
499,Conor Xhaka,CM,Valencia,Croatia,La Liga,Holding
500,Kevin Gundogan,CM,Manchester City,Netherlands,Premier League,Playmaker
501,Manuel Kovacic,CM,Manchester United,England,Premier League,Box to Box
502,Houssem Gonzalez,CM,Liverpool,Switzerland,Premier League,Playmaker
503,Luka De Bruyne,CM,Stuttgart,Portugal,Bundesliga,Playmaker
504,Warren Gonzalez,CM,Bayern Munich,Algeria,Bundesliga,Half Winger
505,Dominik De Paul,CM,Valencia,England,La Liga,Holding
506,Conor Kovacic,CM,Athletic Club,Hungary,La Liga,Half Winger
507,Granit Gonzalez,CM,Lazio,France,Serie A,Playmaker
508,Vitinha Gundogan,CM,Barcelona,Spain,La Liga,Half Winger
509,Rodrigo De Bruyne,CM,RB Leipzig,Argentina,Bundesliga,Playmaker
510,Alexis Gundogan,CM,Dortmund,Spain,Bundesliga,Box to Box
511,Pedri Gonzalez,CM,Marseille,Germany,Ligue 1,Half Winger
512,Ilkay Mac Allister,CM,Bologna,France,Serie A,Box to Box
513,Rodrigo Rabiot,CM,AS Roma,France,Serie A,Box to Box
514,Leon Rabiot,CM,Valencia,Argentina,La Liga,Holding
515,Yves Bellingham,CM,Lille,Mali,Ligue 1,Playmaker
516,Nicolo Camavinga,CM,Aston Villa,Mali,Premier League,Half Winger
517,Rodrigo Gallagher,CM,Real Betis,Germany,La Liga,Deep Lying Playmaker
518,Manuel De Bruyne,CM,AS Roma,Belgium,Serie A,Box to Box
519,Luka Xhaka,CM,Lille,Croatia,Ligue 1,Half Winger
520,Mateo Szoboszlai,CM,Juventus,Brazil,Serie A,Box to Box
521,Frenkie Camavinga,CM,Brighton,Germany,Premier League,Playmaker
522,Rodrigo Kroos,CM,Girona,Netherlands,La Liga,Deep Lying Playmaker
523,Eduardo De Jong,CM,Real Madrid,Switzerland,La Liga,Deep Lying Playmaker
524,Enzo Goretzka,CM,Bayern Munich,Argentina,Bundesliga,Playmaker
525,Lucas Xhaka,CM,Monaco,Hungary,Ligue 1,Half Winger
526,Conor De Paul,CM,Manchester United,Hungary,Premier League,Half Winger
527,Luka Xhaka,CM,AC Milan,Hungary,Serie A,Playmaker
528,Leon Gallagher,CM,Aston Villa,Belgium,Premier League,Half Winger
529,Adrien Bellingham,CM,RB Leipzig,Switzerland,Bundesliga,Half Winger
530,Rodrigo Paqueta,CM,Juventus,Italy,Serie A,Half Winger
531,Rodrigo Szoboszlai,CM,Nice,Argentina,Ligue 1,Half Winger
532,Nicolo Gonzalez,CM,Girona,England,La Liga,Holding
533,Conor Kovacic,CM,Atletico Madrid,Italy,La Liga,Deep Lying Playmaker
534,Kevin De Paul,CM,Arsenal,Hungary,Premier League,Box to Box
535,Houssem Fernandez,CM,Frankfurt,Spain,Bundesliga,Half Winger
536,Frenkie Aouar,CM,AC Milan,Croatia,Serie A,Deep Lying Playmaker
537,Manuel Aouar,CM,Bayer Leverkusen,Netherlands,Bundesliga,Box to Box
538,Enzo De Jong,CM,Atalanta,Croatia,Serie A,Box to Box
539,Conor De Bruyne,CM,Lyon,Germany,Ligue 1,Deep Lying Playmaker
540,Toni Xhaka,CM,Stuttgart,Italy,Bundesliga,Playmaker
541,Leon Koopmeiners,CM,Bayer Leverkusen,Germany,Bundesliga,Box to Box
542,Gavi Gallagher,CM,Athletic Club,Brazil,La Liga,Playmaker
543,Nicolo Paqueta,CM,Liverpool,Hungary,Premier League,Deep Lying Playmaker
544,Rodrigo Mac Allister,CM,Athletic Club,Croatia,La Liga,Deep Lying Playmaker
545,Enzo Kovacic,CM,RB Leipzig,Portugal,Bundesliga,Deep Lying Playmaker
546,Lucas Locatelli,CM,Athletic Club,Germany,La Liga,Holding
547,Enzo Kroos,CM,West Ham,Portugal,Premier League,Deep Lying Playmaker
548,Rodrigo Bellingham,CM,PSG,Croatia,Ligue 1,Half Winger
549,Enzo Barella,CM,Marseille,Portugal,Ligue 1,Playmaker
550,Nicolo Kroos,CM,West Ham,England,Premier League,Playmaker
551,Toni Koopmeiners,CM,Lille,France,Ligue 1,Deep Lying Playmaker
552,Kevin De Paul,CM,Real Madrid,Netherlands,La Liga,Half Winger
553,Lucas Aouar,CM,Bologna,Portugal,Serie A,Deep Lying Playmaker
554,Eduardo Xhaka,CM,AC Milan,Portugal,Serie A,Playmaker
555,Jude Paqueta,CM,Real Betis,Germany,La Liga,Half Winger
556,Adrien Modric,CM,Dortmund,Netherlands,Bundesliga,Box to Box
557,Alexis Rabiot,CM,Aston Villa,Germany,Premier League,Playmaker
558,Manuel De Jong,CM,Dortmund,Portugal,Bundesliga,Half Winger
559,Houssem Gonzalez,CM,Inter Milan,Belgium,Serie A,Half Winger
560,Gavi Fernandez,CM,Real Betis,Mali,La Liga,Half Winger
561,Rodrigo Paqueta,CM,Marseille,Brazil,Ligue 1,Holding
562,Enzo Fernandez,CM,Frankfurt,Italy,Bundesliga,Deep Lying Playmaker
563,Toni De Bruyne,CM,Lyon,Netherlands,Ligue 1,Half Winger
564,Warren Goretzka,CM,PSG,Italy,Ligue 1,Holding
565,Mateo Zaire-Emery,CM,Brest,Spain,Ligue 1,Deep Lying Playmaker
566,Nicolo Tielemans,CM,Brighton,Portugal,Premier League,Deep Lying Playmaker
567,Kevin Gonzalez,CM,Arsenal,Algeria,Premier League,Playmaker
568,Jude De Bruyne,CM,RB Leipzig,Brazil,Bundesliga,Playmaker
569,Leon Xhaka,CM,Bayern Munich,Germany,Bundesliga,Half Winger
570,Granit Paqueta,CM,Bayern Munich,Argentina,Bundesliga,Half Winger
571,Frenkie Barella,CM,Lille,Germany,Ligue 1,Half Winger
572,Vitinha Kroos,CM,Monaco,Spain,Ligue 1,Playmaker
573,Gavi Tielemans,CM,Manchester City,Brazil,Premier League,Playmaker
574,Gavi Goretzka,CM,Valencia,Italy,La Liga,Box to Box
575,Ilkay Fernandez,CM,Atalanta,Italy,Serie A,Playmaker
576,Toni De Paul,CM,Atletico Madrid,Italy,La Liga,Deep Lying Playmaker
577,Ilkay Aouar,CM,Valencia,Switzerland,La Liga,Box to Box
578,Kevin Bellingham,CM,Inter Milan,Argentina,Serie A,Deep Lying Playmaker
579,Enzo Gundogan,CM,Bayern Munich,Belgium,Bundesliga,Deep Lying Playmaker
580,Luka Bissouma,CM,RB Leipzig,Croatia,Bundesliga,Deep Lying Playmaker
581,Granit Bissouma,CM,Dortmund,Germany,Bundesliga,Box to Box
582,Vitinha Zaire-Emery,CM,Frankfurt,Netherlands,Bundesliga,Playmaker
583,Pedri Zaire-Emery,CM,Barcelona,Netherlands,La Liga,Playmaker
584,Pedri De Jong,CM,Real Sociedad,Portugal,La Liga,Half Winger
585,Frenkie Barella,CM,Lyon,Hungary,Ligue 1,Holding
586,Rodrigo Szoboszlai,CM,Atalanta,Mali,Serie A,Box to Box
587,Toni Kroos,CM,Brest,Spain,Ligue 1,Half Winger
588,Nicolo Paqueta,CM,Dortmund,Germany,Bundesliga,Deep Lying Playmaker
589,Leon Szoboszlai,CM,Liverpool,Brazil,Premier League,Box to Box
590,Eduardo Camavinga,CM,Stuttgart,France,Bundesliga,Playmaker
591,Jude Tielemans,CM,Real Sociedad,Netherlands,La Liga,Box to Box
592,Vitinha Rabiot,CM,Manchester United,Mali,Premier League,Holding
593,Ilkay Bissouma,CM,Chelsea,Italy,Premier League,Half Winger
594,Lucas Rabiot,CM,RB Leipzig,England,Bundesliga,Half Winger
595,Dominik Barella,CM,Brest,Algeria,Ligue 1,Holding
596,Mateo Fernandez,CM,Napoli,Belgium,Serie A,Holding
597,Toni Zaire-Emery,CM,Bayer Leverkusen,Netherlands,Bundesliga,Box to Box
598,Luka Gonzalez,CM,Manchester City,Belgium,Premier League,Playmaker
599,Adrien Gundogan,CM,Marseille,Algeria,Ligue 1,Playmaker
600,Rodrigo De Bruyne,CM,AC Milan,Germany,Serie A,Half Winger
601,Manuel Zaire-Emery,CM,Atletico Madrid,France,La Liga,Box to Box
602,Enzo Zaire-Emery,CM,Juventus,Argentina,Serie A,Playmaker
603,Dominik Tielemans,CM,Chelsea,Belgium,Premier League,Playmaker
604,Kevin Koopmeiners,CM,RB Leipzig,Algeria,Bundesliga,Playmaker
605,Houssem Modric,CM,AS Roma,Spain,Serie A,Half Winger
606,Eduardo Zaire-Emery,CM,AC Milan,Belgium,Serie A,Box to Box
607,Alexis Fernandez,CM,Frankfurt,Mali,Bundesliga,Playmaker
608,Luka Modric,CM,Real Betis,Germany,La Liga,Holding
609,Lucas Aouar,CM,AC Milan,France,Serie A,Deep Lying Playmaker
610,Mateo De Paul,CM,Chelsea,England,Premier League,Box to Box
611,Vitinha Szoboszlai,CM,Juventus,Mali,Serie A,Half Winger
612,Granit Szoboszlai,CM,Brest,France,Ligue 1,Half Winger
613,Frenkie Bissouma,CM,Barcelona,Spain,La Liga,Half Winger
614,Leon Modric,CM,Brest,Brazil,Ligue 1,Deep Lying Playmaker
615,Ilkay Xhaka,CM,Real Madrid,France,La Liga,Playmaker
616,Jude Szoboszlai,CM,RB Leipzig,France,Bundesliga,Deep Lying Playmaker
617,Alexis Bellingham,CM,PSG,Italy,Ligue 1,Playmaker
618,Adrien Bissouma,CM,Brest,Netherlands,Ligue 1,Deep Lying Playmaker
619,Gavi Modric,CM,AC Milan,Croatia,Serie A,Holding
620,Vitinha Paqueta,CM,Chelsea,Brazil,Premier League,Deep Lying Playmaker
621,Vitinha De Paul,CM,Brest,England,Ligue 1,Box to Box
622,Adrien Koopmeiners,CM,Lazio,Argentina,Serie A,Half Winger
623,Leon Aouar,CM,Aston Villa,Belgium,Premier League,Playmaker
624,Mateo De Jong,CM,Arsenal,Hungary,Premier League,Holding
625,Mateo Rabiot,CM,Juventus,Portugal,Serie A,Playmaker
626,Gavi Kovacic,CM,Barcelona,Algeria,La Liga,Half Winger
627,Rodrigo Camavinga,CM,West Ham,Italy,Premier League,Half Winger
628,Eduardo Kroos,CM,Bayer Leverkusen,Portugal,Bundesliga,Half Winger
629,Vitinha Paqueta,CM,Brighton,Belgium,Premier League,Holding
630,Ilkay Gonzalez,CM,Tottenham,Croatia,Premier League,Deep Lying Playmaker
631,Toni Paqueta,CM,Atalanta,France,Serie A,Half Winger
632,Lucas Koopmeiners,CM,Lyon,Belgium,Ligue 1,Half Winger
633,Conor Bissouma,CM,Brest,France,Ligue 1,Half Winger
634,Luka Gundogan,CM,Barcelona,Croatia,La Liga,Playmaker
635,Alexis Bellingham,CM,AS Roma,Brazil,Serie A,Box to Box
636,Pedri Bissouma,CM,RB Leipzig,Mali,Bundesliga,Box to Box
637,Mateo Gundogan,CM,Newcastle,Argentina,Premier League,Deep Lying Playmaker
638,Pedri Barella,CM,Nice,Germany,Ligue 1,Box to Box
639,Dominik Szoboszlai,CM,Lille,Hungary,Ligue 1,Deep Lying Playmaker
640,Alexis Zaire-Emery,CM,Athletic Club,Germany,La Liga,Playmaker
641,Manuel Koopmeiners,CM,West Ham,Brazil,Premier League,Playmaker
642,Mateo Modric,CM,RB Leipzig,Argentina,Bundesliga,Half Winger
643,Conor Kroos,CM,Stuttgart,Netherlands,Bundesliga,Box to Box
644,Houssem Fernandez,CM,Manchester City,Croatia,Premier League,Half Winger
645,Rodrigo Paqueta,CM,Atletico Madrid,Switzerland,La Liga,Box to Box
646,Eduardo Zaire-Emery,CM,Monaco,Netherlands,Ligue 1,Box to Box
647,Gavi Zaire-Emery,CM,Barcelona,France,La Liga,Half Winger
648,Rodrigo Gundogan,CM,Napoli,Portugal,Serie A,Holding
649,Ilkay Camavinga,CM,Juventus,Brazil,Serie A,Box to Box
650,Conor Xhaka,CM,RB Leipzig,England,Bundesliga,Playmaker
651,Jude Goretzka,CM,Aston Villa,France,Premier League,Deep Lying Playmaker
652,Conor Mac Allister,CM,AS Roma,Germany,Serie A,Box to Box
653,Adrien Gonzalez,CM,Juventus,Argentina,Serie A,Deep Lying Playmaker
654,Eduardo Zaire-Emery,CM,Juventus,England,Serie A,Holding
655,Dominik De Paul,CM,West Ham,England,Premier League,Deep Lying Playmaker
656,Conor Bissouma,CM,Bologna,Portugal,Serie A,Deep Lying Playmaker
657,Rodrigo Paqueta,CM,Monaco,Switzerland,Ligue 1,Playmaker
658,Granit Rabiot,CM,RB Leipzig,Switzerland,Bundesliga,Half Winger
659,Luka Gundogan,CM,Valencia,Brazil,La Liga,Box to Box
660,Enzo Gallagher,CM,Lille,Netherlands,Ligue 1,Deep Lying Playmaker
661,Rodrigo Tielemans,CM,Napoli,France,Serie A,Box to Box
662,Leon Fernandez,CM,Monaco,Spain,Ligue 1,Playmaker
663,Warren Tielemans,CM,Girona,Brazil,La Liga,Deep Lying Playmaker
664,Nicolo Kroos,CM,Newcastle,Algeria,Premier League,Playmaker
665,Warren Aouar,CM,Real Madrid,Belgium,La Liga,Playmaker
666,Kevin Gallagher,CM,Bayer Leverkusen,Belgium,Bundesliga,Box to Box
667,Toni Gundogan,CM,Real Betis,France,La Liga,Deep Lying Playmaker
668,Eduardo Locatelli,CM,Real Betis,Brazil,La Liga,Deep Lying Playmaker
669,Frenkie Goretzka,CM,Brighton,Italy,Premier League,Box to Box
670,Adrien Barella,CM,RB Leipzig,Spain,Bundesliga,Playmaker
671,Frenkie Bissouma,CM,PSG,Algeria,Ligue 1,Half Winger
672,Rodrigo De Jong,CM,Liverpool,Netherlands,Premier League,Holding
673,Manuel Bissouma,CM,Monaco,England,Ligue 1,Holding
674,Luka Gonzalez,CM,Juventus,Brazil,Serie A,Deep Lying Playmaker
675,Jude Bellingham,CM,Athletic Club,Germany,La Liga,Holding
676,Conor Camavinga,CM,Athletic Club,Netherlands,La Liga,Holding
677,Manuel Mac Allister,CM,Bologna,Italy,Serie A,Box to Box
678,Adrien Kroos,CM,Bayer Leverkusen,Algeria,Bundesliga,Box to Box
679,Kevin Gonzalez,CM,Inter Milan,Netherlands,Serie A,Box to Box
680,Manuel Locatelli,CM,Manchester United,Switzerland,Premier League,Deep Lying Playmaker
681,Dominik Fernandez,CM,Monaco,Switzerland,Ligue 1,Holding
682,Dominik Paqueta,CM,PSG,Algeria,Ligue 1,Box to Box
683,Mateo Gundogan,CM,Real Sociedad,Italy,La Liga,Box to Box
684,Kevin Paqueta,CM,Atletico Madrid,Portugal,La Liga,Deep Lying Playmaker
685,Vitinha Gundogan,CM,Monaco,France,Ligue 1,Half Winger
686,Warren Bellingham,CM,Lyon,France,Ligue 1,Playmaker
687,Frenkie Paqueta,CM,Dortmund,Brazil,Bundesliga,Holding
688,Alexis Kroos,CM,Bayer Leverkusen,England,Bundesliga,Box to Box
689,Mateo Fernandez,CM,Dortmund,Algeria,Bundesliga,Deep Lying Playmaker
690,Yves Aouar,CM,Newcastle,England,Premier League,Playmaker
691,Granit Koopmeiners,CM,Dortmund,Spain,Bundesliga,Playmaker
692,Luka Mac Allister,CM,West Ham,Hungary,Premier League,Holding
693,Kevin Locatelli,CM,Bologna,England,Serie A,Box to Box
694,Houssem Bellingham,CM,West Ham,Argentina,Premier League,Holding
695,Nicolo Camavinga,CM,Barcelona,Switzerland,La Liga,Playmaker
696,Enzo Rabiot,CM,Atletico Madrid,Portugal,La Liga,Playmaker
697,Ilkay Kovacic,CM,Girona,Germany,La Liga,Half Winger
698,Granit Xhaka,CM,Bologna,Switzerland,Serie A,Box to Box
699,Nicolo Kovacic,CM,Lille,France,Ligue 1,Box to Box
700,Granit Szoboszlai,CM,Monaco,Belgium,Ligue 1,Box to Box
701,Jude Modric,CM,Liverpool,Belgium,Premier League,Deep Lying Playmaker
702,Warren Kroos,CM,Bayern Munich,Germany,Bundesliga,Holding
703,Conor Bissouma,CM,PSG,Spain,Ligue 1,Playmaker
704,Granit Camavinga,CM,Frankfurt,Croatia,Bundesliga,Holding
705,Nicolo De Bruyne,CM,Marseille,Algeria,Ligue 1,Half Winger
706,Enzo Modric,CM,Dortmund,Netherlands,Bundesliga,Box to Box
707,Mateo Modric,CM,Atalanta,Belgium,Serie A,Playmaker
708,Manuel Gallagher,CM,Real Sociedad,Brazil,La Liga,Deep Lying Playmaker
709,Alexis Szoboszlai,CM,AC Milan,Spain,Serie A,Deep Lying Playmaker
710,Nicolo Rabiot,CM,Inter Milan,Argentina,Serie A,Deep Lying Playmaker
711,Granit De Jong,CM,Bayer Leverkusen,Algeria,Bundesliga,Playmaker
712,Ilkay Szoboszlai,CM,West Ham,Italy,Premier League,Holding
713,Eduardo Goretzka,CM,Bayer Leverkusen,Brazil,Bundesliga,Playmaker
714,Kevin Koopmeiners,CM,Real Madrid,Belgium,La Liga,Deep Lying Playmaker
715,Conor Gonzalez,CM,Nice,Italy,Ligue 1,Holding
716,Toni De Bruyne,CM,Bayern Munich,Croatia,Bundesliga,Holding
717,Warren Gundogan,CM,Marseille,Switzerland,Ligue 1,Playmaker
718,Toni Gundogan,CM,Inter Milan,France,Serie A,Playmaker
719,Granit Fernandez,CM,Bologna,France,Serie A,Holding
720,Vitinha Bellingham,CM,Tottenham,Brazil,Premier League,Box to Box
721,Yves Aouar,CM,Napoli,Switzerland,Serie A,Half Winger
722,Frenkie De Bruyne,CM,Athletic Club,Portugal,La Liga,Box to Box
723,Granit Kovacic,CM,Bologna,Mali,Serie A,Deep Lying Playmaker
724,Dominik Locatelli,CM,AC Milan,Italy,Serie A,Holding
725,Alexis De Bruyne,CM,Bologna,Netherlands,Serie A,Half Winger
726,Frenkie Paqueta,CM,Manchester United,England,Premier League,Deep Lying Playmaker
727,Kevin Zaire-Emery,CM,PSG,Spain,Ligue 1,Deep Lying Playmaker
