Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
381,Malo Alexander-Arnold,RB,RB Leipzig,England,Bundesliga,Wingback
382,Rico White,RB,Manchester City,Argentina,Premier League,Wingback
383,Rico Trippier,RB,Lazio,Belgium,Serie A,Falseback
384,Denzel Carvajal,RB,Arsenal,Japan,Premier League,Attacking Wing Back
385,Diogo Carvajal,RB,Dortmund,Japan,Bundesliga,Wingback
386,Diogo Porro,RB,Juventus,Turkey,Serie A,Falseback
387,Giovanni Lewis,RB,Marseille,Belgium,Ligue 1,Fullback
388,Benjamin Di Lorenzo,RB,Marseille,Italy,Ligue 1,Attacking Wing Back
389,Dani Gusto,RB,AS Roma,Belgium,Serie A,Wingback
390,Reece Hakimi,RB,Real Betis,Spain,La Liga,Attacking Wing Back
391,Giovanni Carvajal,RB,Lyon,Poland,Ligue 1,Falseback
392,Pedro Gusto,RB,PSG,Brazil,Ligue 1,Wingback
393,Achraf Carvajal,RB,Inter Milan,Japan,Serie A,Wingback
394,Nahuel Lewis,RB,Liverpool,Portugal,Premier League,Fullback
395,Kieran Trippier,RB,Arsenal,USA,Premier League,Wingback
396,Nahuel Pavard,RB,Brighton,Poland,Premier League,Attacking Wing Back
397,Nahuel Cancelo,RB,Tottenham,Turkey,Premier League,Wingback
398,Takehiro Frimpong,RB,Juventus,Japan,Serie A,Fullback
399,Dani James,RB,Nice,Argentina,Ligue 1,Attacking Wing Back
400,Reece Pavard,RB,Lazio,Japan,Serie A,Fullback
401,Ben Molina,RB,AC Milan,Turkey,Serie A,Fullback
402,Kieran Frimpong,RB,Bayern Munich,Turkey,Bundesliga,Wingback
403,Reece Wan-Bissaka,RB,Aston Villa,Portugal,Premier League,Wingback
404,Timothy Pavard,RB,Real Madrid,Argentina,La Liga,Falseback
405,Dani Dalot,RB,AC Milan,Turkey,Serie A,Falseback
406,Rico Carvajal,RB,Lazio,England,Serie A,Wingback
407,Rico Walker,RB,Chelsea,Morocco,Premier League,Attacking Wing Back
408,Benjamin Tomiyasu,RB,Bologna,Netherlands,Serie A,Fullback
409,Jeremie Carvajal,RB,PSG,Morocco,Ligue 1,Falseback
410,Dani Frimpong,RB,Real Sociedad,Turkey,La Liga,Falseback
411,Giovanni Dalot,RB,Real Betis,Belgium,La Liga,Wingback
412,Timothy Hakimi,RB,Valencia,Japan,La Liga,Attacking Wing Back
413,Diogo Frimpong,RB,Bayer Leverkusen,England,Bundesliga,Wingback
414,Trent Di Lorenzo,RB,Marseille,England,Ligue 1,Attacking Wing Back
415,Jeremie Gusto,RB,Athletic Club,Brazil,La Liga,Wingback
416,Benjamin Porro,RB,Atalanta,Germany,Serie A,Wingback
417,Kyle Trippier,RB,Napoli,Morocco,Serie A,Wingback
418,Rico Tomiyasu,RB,Real Betis,Portugal,La Liga,Fullback
419,Denzel Dalot,RB,Athletic Club,Netherlands,La Liga,Fullback
420,Reece Gusto,RB,Manchester City,England,Premier League,Fullback
421,Trent James,RB,Real Madrid,Germany,La Liga,Fullback
422,Trent Dalot,RB,Manchester United,Turkey,Premier League,Wingback
423,Nahuel Dumfries,RB,Atalanta,France,Serie A,Falseback
424,Rico Pavard,RB,Juventus,France,Serie A,Falseback
425,Nahuel Lewis,RB,Liverpool,Spain,Premier League,Attacking Wing Back
426,Diogo White,RB,Arsenal,England,Premier League,Fullback
427,Giovanni Carvajal,RB,Juventus,Japan,Serie A,Attacking Wing Back
428,Takehiro Cancelo,RB,Lyon,Brazil,Ligue 1,Wingback
429,Nahuel Carvajal,RB,Bayern Munich,Belgium,Bundesliga,Falseback
430,Kyle Tomiyasu,RB,AS Roma,Spain,Serie A,Fullback
431,Pedro Castagne,RB,Dortmund,Portugal,Bundesliga,Attacking Wing Back
432,Jeremie Pavard,RB,Manchester City,Turkey,Premier League,Falseback
433,Benjamin Trippier,RB,AS Roma,England,Serie A,Fullback
434,Trent Dalot,RB,Athletic Club,USA,La Liga,Fullback
435,Rico Di Lorenzo,RB,AS Roma,Poland,Serie A,Attacking Wing Back
436,Pedro Porro,RB,Aston Villa,Netherlands,Premier League,Fullback
437,Malo Frimpong,RB,PSG,Belgium,Ligue 1,Fullback
438,Diogo Lewis,RB,Valencia,Morocco,La Liga,Attacking Wing Back
439,Pedro Frimpong,RB,Juventus,France,Serie A,Falseback
440,Diogo Tomiyasu,RB,Valencia,Italy,La Liga,Fullback
441,Pedro Castagne,RB,Newcastle,Belgium,Premier League,Wingback
442,Timothy Tomiyasu,RB,Tottenham,France,Premier League,Attacking Wing Back
443,Achraf Pavard,RB,Barcelona,England,La Liga,Fullback
444,Ben Cancelo,RB,Bayern Munich,Turkey,Bundesliga,Fullback
445,Reece Porro,RB,AC Milan,Turkey,Serie A,Fullback
446,Denzel Tomiyasu,RB,Athletic Club,France,La Liga,Wingback
447,Diogo Dumfries,RB,Liverpool,Spain,Premier League,Wingback
448,Diogo Cancelo,RB,Real Betis,Poland,La Liga,Falseback
449,Pedro Carvajal,RB,Tottenham,Brazil,Premier League,Fullback
450,Benjamin Hakimi,RB,Barcelona,Morocco,La Liga,Wingback
451,Benjamin Hakimi,RB,Tottenham,Portugal,Premier League,Attacking Wing Back
452,Diogo Gusto,RB,Bologna,Belgium,Serie A,Wingback
453,Trent Lewis,RB,Brest,Brazil,Ligue 1,Attacking Wing Back
454,Diogo Castagne,RB,AC Milan,Turkey,Serie A,Wingback
455,Giovanni James,RB,Valencia,Poland,La Liga,Attacking Wing Back
456,Denzel Di Lorenzo,RB,Inter Milan,Italy,Serie A,Fullback
457,Achraf Cancelo,RB,Dortmund,USA,Bundesliga,Attacking Wing Back
458,Nahuel Lewis,RB,AS Roma,USA,Serie A,Falseback
459,Joao Castagne,RB,Girona,USA,La Liga,Falseback
460,Kyle Porro,RB,Lille,Italy,Ligue 1,Fullback
461,Takehiro Gusto,RB,Manchester City,Brazil,Premier League,Wingback
462,Jeremie Trippier,RB,Real Sociedad,Germany,La Liga,Fullback
463,Kyle Lewis,RB,West Ham,Argentina,Premier League,Fullback
464,Malo Trippier,RB,RB Leipzig,Belgium,Bundesliga,Falseback
465,Achraf Walker,RB,West Ham,Argentina,Premier League,Falseback
466,Joao Frimpong,RB,Frankfurt,Japan,Bundesliga,Attacking Wing Back
467,Diogo Trippier,RB,AC Milan,Morocco,Serie A,Fullback
468,Pedro Wan-Bissaka,RB,Nice,Turkey,Ligue 1,Attacking Wing Back
469,Benjamin Cancelo,RB,Real Sociedad,France,La Liga,Falseback
470,Dani Wan-Bissaka,RB,Girona,Japan,La Liga,Fullback
471,Joao Molina,RB,Inter Milan,Portugal,Serie A,Falseback
472,Takehiro Gusto,RB,PSG,Spain,Ligue 1,Fullback
473,Jeremie Pavard,RB,Dortmund,Italy,Bundesliga,Fullback
474,Takehiro Di Lorenzo,RB,Nice,Portugal,Ligue 1,Falseback
475,Giovanni Molina,RB,Brest,USA,Ligue 1,Wingback
476,Denzel Dumfries,RB,Real Madrid,Morocco,La Liga,Falseback
477,Diogo Alexander-Arnold,RB,Dortmund,Poland,Bundesliga,Falseback
478,Timothy Walker,RB,Real Madrid,USA,La Liga,Wingback
479,Malo Frimpong,RB,Arsenal,USA,Premier League,Fullback
480,Joao Frimpong,RB,Marseille,Spain,Ligue 1,Attacking Wing Back
481,Ben Pavard,RB,AS Roma,Brazil,Serie A,Wingback
482,Denzel Di Lorenzo,RB,Atletico Madrid,Netherlands,La Liga,Attacking Wing Back
483,Ben Tomiyasu,RB,Aston Villa,Germany,Premier League,Wingback
484,Kieran Molina,RB,Chelsea,Brazil,Premier League,Attacking Wing Back
485,Achraf Hakimi,RB,Girona,Spain,La Liga,Falseback
486,Trent Carvajal,RB,Lille,Portugal,Ligue 1,Falseback
487,Ben Lewis,RB,Lyon,Italy,Ligue 1,Wingback
488,Reece Pavard,RB,Inter Milan,Morocco,Serie A,Fullback
489,Ben Lewis,RB,Arsenal,USA,Premier League,Fullback
490,Aaron Walker,RB,Newcastle,France,Premier League,Wingback
491,Ben Castagne,RB,Napoli,France,Serie A,Wingback
492,Reece James,RB,RB Leipzig,Turkey,Bundesliga,Fullback
493,Takehiro Dumfries,RB,Bologna,Morocco,Serie A,Falseback
494,Nahuel Lewis,RB,Chelsea,Japan,Premier League,Wingback
495,Reece White,RB,Lille,Turkey,Ligue 1,Attacking Wing Back
496,Kyle Molina,RB,RB Leipzig,Portugal,Bundesliga,Wingback
497,Dani Tomiyasu,RB,Marseille,Poland,Ligue 1,Falseback
498,Kieran Alexander-Arnold,RB,Atletico Madrid,Morocco,La Liga,Attacking Wing Back
499,Joao Tomiyasu,RB,AS Roma,France,Serie A,Falseback
500,Benjamin Di Lorenzo,RB,Bologna,Morocco,Serie A,Fullback
501,Nahuel Alexander-Arnold,RB,Bayern Munich,Italy,Bundesliga,Falseback
502,Kieran Trippier,RB,Bologna,Belgium,Serie A,Wingback
503,Jeremie Gusto,RB,Lille,France,Ligue 1,Wingback
504,Jeremie James,RB,Dortmund,Italy,Bundesliga,Falseback
505,Achraf Di Lorenzo,RB,Lazio,Japan,Serie A,Attacking Wing Back
506,Aaron Wan-Bissaka,RB,Barcelona,England,La Liga,Wingback
507,Denzel Walker,RB,Napoli,Japan,Serie A,Fullback
508,Timothy Alexander-Arnold,RB,AC Milan,Spain,Serie A,Attacking Wing Back
509,Timothy Carvajal,RB,Lazio,Morocco,Serie A,Wingback
510,Denzel James,RB,Barcelona,Poland,La Liga,Falseback
511,Joao Gusto,RB,Real Sociedad,Turkey,La Liga,Wingback
512,Takehiro Frimpong,RB,RB Leipzig,Turkey,Bundesliga,Attacking Wing Back
513,Timothy Gusto,RB,Dortmund,Argentina,Bundesliga,Falseback
514,Joao Gusto,RB,Lyon,Belgium,Ligue 1,Wingback
515,Reece Dumfries,RB,Barcelona,Poland,La Liga,Attacking Wing Back
516,Kieran Hakimi,RB,Nice,Morocco,Ligue 1,Attacking Wing Back
517,Denzel Tomiyasu,RB,Monaco,Portugal,Ligue 1,Fullback
518,Kieran Dalot,RB,Bologna,Belgium,Serie A,Attacking Wing Back
519,Dani Gusto,RB,Dortmund,Belgium,Bundesliga,Wingback
520,Pedro Hakimi,RB,Frankfurt,Germany,Bundesliga,Wingback
521,Rico Hakimi,RB,Valencia,Brazil,La Liga,Attacking Wing Back
522,Nahuel Pavard,RB,Valencia,Spain,La Liga,Wingback
523,Denzel Cancelo,RB,West Ham,Brazil,Premier League,Attacking Wing Back
524,Diogo Molina,RB,Bologna,Argentina,Serie A,Attacking Wing Back
525,Ben Hakimi,RB,Real Sociedad,France,La Liga,Wingback
526,Dani Di Lorenzo,RB,Lazio,Portugal,Serie A,Wingback
527,Jeremie Cancelo,RB,Real Madrid,Spain,La Liga,Attacking Wing Back
528,Reece Tomiyasu,RB,Athletic Club,Belgium,La Liga,Fullback
529,Jeremie Frimpong,RB,Monaco,Morocco,Ligue 1,Wingback
530,Takehiro Frimpong,RB,Valencia,Poland,La Liga,Fullback
531,Trent Wan-Bissaka,RB,Manchester United,Belgium,Premier League,Fullback
532,Kyle Cancelo,RB,Athletic Club,Belgium,La Liga,Falseback
533,Achraf Lewis,RB,Juventus,Belgium,Serie A,Falseback
534,Reece Lewis,RB,Newcastle,Germany,Premier League,Falseback
535,Kieran Porro,RB,Real Betis,France,La Liga,Falseback
536,Denzel Lewis,RB,Real Sociedad,Portugal,La Liga,Fullback
537,Benjamin Molina,RB,Valencia,Brazil,La Liga,Fullback
538,Nahuel Tomiyasu,RB,Stuttgart,Brazil,Bundesliga,Falseback
539,Timothy Wan-Bissaka,RB,Barcelona,Germany,La Liga,Wingback
540,Malo Tomiyasu,RB,Lazio,Belgium,Serie A,Falseback
541,Kieran Hakimi,RB,Atletico Madrid,Turkey,La Liga,Fullback
542,Benjamin Trippier,RB,Monaco,Argentina,Ligue 1,Attacking Wing Back
543,Trent Di Lorenzo,RB,Monaco,Germany,Ligue 1,Attacking Wing Back
544,Takehiro Di Lorenzo,RB,Tottenham,Portugal,Premier League,Wingback
545,Rico Molina,RB,Aston Villa,Japan,Premier League,Fullback
546,Kyle Castagne,RB,Chelsea,Belgium,Premier League,Attacking Wing Back
547,Denzel Carvajal,RB,Nice,Netherlands,Ligue 1,Attacking Wing Back
548,Reece Cancelo,RB,Bayern Munich,Netherlands,Bundesliga,Attacking Wing Back
549,Ben Hakimi,RB,Barcelona,England,La Liga,Wingback
550,Denzel White,RB,Aston Villa,Belgium,Premier League,Fullback
551,Achraf Porro,RB,Bologna,Argentina,Serie A,Wingback
552,Giovanni Hakimi,RB,Bologna,Germany,Serie A,Falseback
553,Jeremie Dumfries,RB,Nice,Poland,Ligue 1,Attacking Wing Back
554,Achraf Frimpong,RB,Real Madrid,Japan,La Liga,Fullback
555,Denzel Molina,RB,Tottenham,Argentina,Premier League,Attacking Wing Back
556,Takehiro Dumfries,RB,Arsenal,Poland,Premier League,Falseback
557,Ben Gusto,RB,Napoli,Morocco,Serie A,Wingback
558,Kieran Tomiyasu,RB,Bayer Leverkusen,France,Bundesliga,Falseback
559,Diogo Molina,RB,Atletico Madrid,England,La Liga,Attacking Wing Back
560,Kyle Walker,RB,Newcastle,Italy,Premier League,Fullback
561,Jeremie Pavard,RB,Brighton,Germany,Premier League,Wingback
562,Reece Molina,RB,Barcelona,USA,La Liga,Wingback
563,Joao Alexander-Arnold,RB,Dortmund,France,Bundesliga,Attacking Wing Back
564,Pedro Pavard,RB,Bayer Leverkusen,France,Bundesliga,Attacking Wing Back
565,Nahuel Di Lorenzo,RB,West Ham,France,Premier League,Falseback
566,Dani Trippier,RB,AS Roma,Brazil,Serie A,Attacking Wing Back
567,Timothy Di Lorenzo,RB,Liverpool,USA,Premier League,Falseback
568,Malo Di Lorenzo,RB,Bayer Leverkusen,Belgium,Bundesliga,Fullback
569,Joao Trippier,RB,PSG,Portugal,Ligue 1,Attacking Wing Back
570,Aaron Molina,RB,AC Milan,Brazil,Serie A,Fullback
571,Jeremie Carvajal,RB,PSG,USA,Ligue 1,Fullback
572,Ben Gusto,RB,Juventus,Japan,Serie A,Fullback
573,Trent Castagne,RB,Dortmund,Morocco,Bundesliga,Wingback
574,Takehiro Trippier,RB,Aston Villa,USA,Premier League,Falseback
575,Benjamin Walker,RB,Real Sociedad,France,La Liga,Attacking Wing Back
576,Aaron Castagne,RB,Tottenham,Belgium,Premier League,Attacking Wing Back
577,Dani Porro,RB,Nice,Germany,Ligue 1,Falseback
578,Aaron Castagne,RB,Monaco,USA,Ligue 1,Falseback
579,Dani Hakimi,RB,Manchester United,Germany,Premier League,Attacking Wing Back
580,Giovanni Alexander-Arnold,RB,Athletic Club,Turkey,La Liga,Attacking Wing Back
581,Trent James,RB,Stuttgart,Japan,Bundesliga,Attacking Wing Back
582,Dani Trippier,RB,Real Madrid,USA,La Liga,Wingback
583,Timothy Molina,RB,Manchester City,England,Premier League,Falseback
584,Jeremie Tomiyasu,RB,Lazio,Morocco,Serie A,Falseback
585,Giovanni Tomiyasu,RB,Stuttgart,Poland,Bundesliga,Attacking Wing Back
586,Denzel Hakimi,RB,Athletic Club,Argentina,La Liga,Fullback
587,Takehiro Wan-Bissaka,RB,Manchester City,Morocco,Premier League,Wingback
588,Diogo James,RB,AC Milan,USA,Serie A,Fullback
589,Benjamin Tomiyasu,RB,Dortmund,Morocco,Bundesliga,Falseback
590,Timothy Porro,RB,AS Roma,France,Serie A,Falseback
591,Diogo Dalot,RB,AS Roma,Argentina,Serie A,Falseback
592,Kieran Porro,RB,West Ham,Japan,Premier League,Wingback
593,Diogo Tomiyasu,RB,Nice,Brazil,Ligue 1,Falseback
594,Malo Trippier,RB,Bayern Munich,Belgium,Bundesliga,Falseback
595,Dani Carvajal,RB,Frankfurt,Spain,Bundesliga,Fullback
596,Achraf Di Lorenzo,RB,Dortmund,Argentina,Bundesliga,Wingback
597,Benjamin James,RB,West Ham,Morocco,Premier League,Fullback
598,Malo Cancelo,RB,Manchester United,Netherlands,Premier League,Attacking Wing Back
599,Aaron Walker,RB,Napoli,Turkey,Serie A,Wingback
600,Kieran Di Lorenzo,RB,Real Sociedad,Belgium,La Liga,Falseback
601,Benjamin Alexander-Arnold,RB,Nice,Belgium,Ligue 1,Wingback
602,Denzel Molina,RB,Frankfurt,Morocco,Bundesliga,Fullback
603,Kyle Pavard,RB,Monaco,Portugal,Ligue 1,Wingback
604,Ben Di Lorenzo,RB,Real Sociedad,USA,La Liga,Falseback
605,Ben Trippier,RB,Bologna,Spain,Serie A,Wingback
606,Aaron Hakimi,RB,Frankfurt,Japan,Bundesliga,Wingback
607,Joao Alexander-Arnold,RB,Arsenal,Argentina,Premier League,Falseback
608,Pedro Lewis,RB,Atalanta,Turkey,Serie A,Falseback
609,Denzel James,RB,Real Betis,Germany,La Liga,Falseback
610,Pedro Tomiyasu,RB,Barcelona,Belgium,La Liga,Falseback
611,Giovanni Porro,RB,Chelsea,Belgium,Premier League,Fullback
612,Ben Castagne,RB,Dortmund,Brazil,Bundesliga,Fullback
613,Malo Di Lorenzo,RB,Marseille,Argentina,Ligue 1,Falseback
614,Diogo Porro,RB,Lille,Italy,Ligue 1,Fullback
615,Denzel Hakimi,RB,PSG,Netherlands,Ligue 1,Fullback
616,Kyle Dumfries,RB,AS Roma,Poland,Serie A,Attacking Wing Back
617,Pedro Hakimi,RB,Real Betis,Portugal,La Liga,Wingback
618,Malo Di Lorenzo,RB,Lille,Germany,Ligue 1,Falseback
619,Aaron Dalot,RB,Brighton,Argentina,Premier League,Fullback
620,Timothy White,RB,Dortmund,Brazil,Bundesliga,Falseback
621,Kieran Tomiyasu,RB,Brest,France,Ligue 1,Wingback
622,Denzel Carvajal,RB,Stuttgart,England,Bundesliga,Wingback
623,Malo Di Lorenzo,RB,Lille,Argentina,Ligue 1,Wingback
624,Dani Hakimi,RB,Marseille,Argentina,Ligue 1,Attacking Wing Back
625,Diogo White,RB,Bayern Munich,Italy,Bundesliga,Attacking Wing Back
626,Trent Wan-Bissaka,RB,Bologna,Japan,Serie A,Attacking Wing Back
627,Trent Trippier,RB,Lyon,Spain,Ligue 1,Wingback
628,Kieran Wan-Bissaka,RB,Napoli,England,Serie A,Fullback
629,Nahuel Pavard,RB,Athletic Club,France,La Liga,Wingback
630,Joao Gusto,RB,Dortmund,Poland,Bundesliga,Attacking Wing Back
631,Malo James,RB,Girona,Portugal,La Liga,Falseback
632,Reece Dalot,RB,Liverpool,Germany,Premier League,Fullback
633,Aaron Pavard,RB,Dortmund,Turkey,Bundesliga,Falseback
634,Reece Pavard,RB,AC Milan,France,Serie A,Falseback
635,Ben Frimpong,RB,Dortmund,Brazil,Bundesliga,Falseback
636,Dani Alexander-Arnold,RB,Chelsea,Japan,Premier League,Attacking Wing Back
637,Dani Gusto,RB,Barcelona,England,La Liga,Falseback
638,Benjamin Dumfries,RB,Liverpool,Spain,Premier League,Wingback
639,Aaron James,RB,Brest,USA,Ligue 1,Fullback
640,Jeremie Frimpong,RB,Stuttgart,Brazil,Bundesliga,Falseback
641,Rico Walker,RB,Marseille,Brazil,Ligue 1,Attacking Wing Back
642,Pedro Hakimi,RB,Aston Villa,Netherlands,Premier League,Falseback
643,Trent Wan-Bissaka,RB,AC Milan,Poland,Serie A,Wingback
644,Diogo Dumfries,RB,Real Betis,Morocco,La Liga,Wingback
645,Benjamin Carvajal,RB,Marseille,USA,Ligue 1,Attacking Wing Back
646,Jeremie Molina,RB,Lille,England,Ligue 1,Fullback
647,Ben Gusto,RB,Lazio,USA,Serie A,Falseback
648,Ben Alexander-Arnold,RB,Dortmund,Argentina,Bundesliga,Fullback
649,Benjamin Hakimi,RB,Real Betis,France,La Liga,Falseback
650,Joao Dumfries,RB,Frankfurt,Japan,Bundesliga,Fullback
651,Ben Walker,RB,Atletico Madrid,Belgium,La Liga,Fullback
652,Diogo Lewis,RB,Bologna,Turkey,Serie A,Attacking Wing Back
653,Giovanni Trippier,RB,Inter Milan,Belgium,Serie A,Attacking Wing Back
654,Rico Molina,RB,Real Madrid,Portugal,La Liga,Fullback
655,Achraf Wan-Bissaka,RB,Atalanta,Brazil,Serie A,Fullback
656,Takehiro James,RB,Stuttgart,Japan,Bundesliga,Wingback
657,Kyle Di Lorenzo,RB,Atalanta,Netherlands,Serie A,Falseback
658,Joao Hakimi,RB,AS Roma,Brazil,Serie A,Fullback
659,Malo Lewis,RB,PSG,Belgium,Ligue 1,Attacking Wing Back
660,Benjamin Alexander-Arnold,RB,Dortmund,Japan,Bundesliga,Wingback
661,Reece White,RB,Frankfurt,Spain,Bundesliga,Falseback
662,Dani Alexander-Arnold,RB,Stuttgart,Germany,Bundesliga,Wingback
663,Achraf James,RB,Real Betis,Germany,La Liga,Attacking Wing Back
664,Trent Hakimi,RB,Liverpool,Japan,Premier League,Fullback
665,Kieran Trippier,RB,Athletic Club,Japan,La Liga,Falseback
666,Benjamin James,RB,Arsenal,Belgium,Premier League,Falseback
667,Jeremie Pavard,RB,Dortmund,England,Bundesliga,Falseback
668,Aaron Carvajal,RB,Manchester City,Netherlands,Premier League,Attacking Wing Back
669,Kyle Wan-Bissaka,RB,Inter Milan,Spain,Serie A,Falseback
670,Benjamin White,RB,Real Sociedad,Belgium,La Liga,Fullback
671,Giovanni Frimpong,RB,RB Leipzig,Portugal,Bundesliga,Fullback
672,Malo Pavard,RB,Bayern Munich,USA,Bundesliga,Fullback
673,Jeremie Frimpong,RB,Newcastle,Turkey,Premier League,Fullback
674,Denzel James,RB,Tottenham,Japan,Premier League,Fullback
675,Ben Lewis,RB,Real Betis,Morocco,La Liga,Fullback
676,Diogo Frimpong,RB,Valencia,Netherlands,La Liga,Fullback
677,Joao Tomiyasu,RB,Chelsea,Japan,Premier League,Fullback
678,Giovanni Molina,RB,Marseille,Morocco,Ligue 1,Fullback
679,Timothy Tomiyasu,RB,Barcelona,Belgium,La Liga,Falseback
680,Joao Dalot,RB,Liverpool,Spain,Premier League,Falseback
681,Ben Pavard,RB,West Ham,Netherlands,Premier League,Wingback
682,Denzel Porro,RB,Bayer Leverkusen,Argentina,Bundesliga,Wingback
683,Achraf Di Lorenzo,RB,Valencia,Turkey,La Liga,Falseback
684,Reece Frimpong,RB,Bayern Munich,Belgium,Bundesliga,Attacking Wing Back
685,Timothy Dumfries,RB,Marseille,Morocco,Ligue 1,Attacking Wing Back
686,Takehiro Walker,RB,Atletico Madrid,Morocco,La Liga,Falseback
687,Dani Gusto,RB,Real Madrid,Poland,La Liga,Wingback
688,Rico Porro,RB,Marseille,Germany,Ligue 1,Attacking Wing Back
689,Benjamin Alexander-Arnold,RB,Manchester United,Netherlands,Premier League,Falseback
690,Denzel Carvajal,RB,Stuttgart,Portugal,Bundesliga,Fullback
691,Kyle Molina,RB,Newcastle,Morocco,Premier League,Fullback
692,Diogo Lewis,RB,Tottenham,Argentina,Premier League,Falseback
693,Reece Frimpong,RB,Athletic Club,Morocco,La Liga,Fullback
694,Reece Porro,RB,Arsenal,England,Premier League,Wingback
695,Jeremie Cancelo,RB,Tottenham,Belgium,Premier League,Fullback
696,Joao Pavard,RB,Atalanta,Japan,Serie A,Falseback
697,Achraf Castagne,RB,Real Sociedad,Netherlands,La Liga,Falseback
698,Jeremie Tomiyasu,RB,Manchester United,Germany,Premier League,Falseback
699,Kieran Porro,RB,Atletico Madrid,Germany,La Liga,Attacking Wing Back
700,Kyle Castagne,RB,Manchester United,Argentina,Premier League,Falseback
701,Diogo Lewis,RB,Juventus,Argentina,Serie A,Attacking Wing Back
702,Jeremie Dumfries,RB,Real Madrid,Italy,La Liga,Fullback
703,Diogo Carvajal,RB,Newcastle,Germany,Premier League,Wingback
704,Timothy Pavard,RB,Stuttgart,Germany,Bundesliga,Falseback
705,Giovanni Castagne,RB,Inter Milan,Germany,Serie A,Attacking Wing Back
706,Jeremie Alexander-Arnold,RB,Bayer Leverkusen,France,Bundesliga,Wingback
707,Denzel Molina,RB,Brighton,Belgium,Premier League,Falseback
708,Kieran Trippier,RB,Brest,Argentina,Ligue 1,Fullback
709,Joao Molina,RB,Real Sociedad,France,La Liga,Wingback
710,Nahuel Cancelo,RB,Girona,Poland,La Liga,Attacking Wing Back
711,Jeremie Lewis,RB,Barcelona,Spain,La Liga,Attacking Wing Back
712,Dani Tomiyasu,RB,Bologna,Turkey,Serie A,Falseback
713,Aaron Tomiyasu,RB,Aston Villa,Brazil,Premier League,Fullback
714,Ben Wan-Bissaka,RB,Real Betis,Turkey,La Liga,Falseback
715,Jeremie Dalot,RB,Inter Milan,Brazil,Serie A,Attacking Wing Back
716,Benjamin Cancelo,RB,Girona,Belgium,La Liga,Attacking Wing Back
717,Giovanni Porro,RB,Stuttgart,Brazil,Bundesliga,Wingback
718,Takehiro Tomiyasu,RB,Lazio,Belgium,Serie A,Attacking Wing Back
719,Denzel Cancelo,RB,RB Leipzig,Poland,Bundesliga,Wingback
720,Joao Lewis,RB,Juventus,Morocco,Serie A,Falseback
721,Benjamin Lewis,RB,Monaco,Morocco,Ligue 1,Falseback
722,Diogo Porro,RB,Juventus,Japan,Serie A,Wingback
723,Benjamin Di Lorenzo,RB,Athletic Club,Netherlands,La Liga,Attacking Wing Back
724,Takehiro Molina,RB,Manchester City,England,Premier League,Attacking Wing Back
725,Benjamin Frimpong,RB,Frankfurt,Germany,Bundesliga,Fullback
726,Pedro Castagne,RB,Bayern Munich,Belgium,Bundesliga,Fullback
727,Rico Castagne,RB,Frankfurt,Poland,Bundesliga,Falseback
728,Takehiro Pavard,RB,Juventus,France,Serie A,Attacking Wing Back
729,Pedro Castagne,RB,AC Milan,Argentina,Serie A,Wingback
730,Rico Walker,RB,AC Milan,Portugal,Serie A,Fullback
731,Reece Hakimi,RB,AC Milan,Morocco,Serie A,Attacking Wing Back
732,Jeremie Di Lorenzo,RB,Nice,Spain,Ligue 1,Wingback
733,Benjamin Cancelo,RB,Liverpool,England,Premier League,Wingback
734,Achraf Dalot,RB,Bologna,Japan,Serie A,Wingback
735,Nahuel Castagne,RB,Manchester City,Japan,Premier League,Wingback
736,Trent Porro,RB,Atletico Madrid,USA,La Liga,Fullback
737,Aaron James,RB,Napoli,France,Serie A,Wingback
738,Benjamin White,RB,Atletico Madrid,France,La Liga,Attacking Wing Back
739,Denzel Frimpong,RB,Girona,Japan,La Liga,Fullback
740,Achraf Carvajal,RB,Lille,Italy,Ligue 1,Falseback
741,Aaron Dumfries,RB,Lazio,Italy,Serie A,Falseback
742,Giovanni Alexander-Arnold,RB,Brest,Belgium,Ligue 1,Wingback
743,Takehiro Cancelo,RB,Barcelona,Portugal,La Liga,Fullback
744,Reece Dumfries,RB,Bayer Leverkusen,Morocco,Bundesliga,Wingback
745,Trent Hakimi,RB,Marseille,Morocco,Ligue 1,Wingback
746,Nahuel Porro,RB,Marseille,Japan,Ligue 1,Attacking Wing Back
747,Pedro Dalot,RB,Bayer Leverkusen,Belgium,Bundesliga,Falseback
748,Denzel James,RB,Stuttgart,Germany,Bundesliga,Falseback
749,Kyle White,RB,Lyon,Germany,Ligue 1,Wingback
750,Giovanni Hakimi,RB,Liverpool,USA,Premier League,Falseback
751,Dani Frimpong,RB,Napoli,Poland,Serie A,Falseback
752,Trent James,RB,Monaco,Germany,Ligue 1,Wingback
753,Pedro Hakimi,RB,Bayern Munich,Germany,Bundesliga,Wingback
754,Diogo Pavard,RB,Brighton,Germany,Premier League,Wingback
755,Nahuel Molina,RB,Bayer Leverkusen,Belgium,Bundesliga,Attacking Wing Back
756,Denzel Gusto,RB,Monaco,Portugal,Ligue 1,Wingback
757,Ben Pavard,RB,Inter Milan,England,Serie A,Attacking Wing Back
758,Achraf Walker,RB,Lazio,Netherlands,Serie A,Fullback
759,Rico Dalot,RB,Bayern Munich,England,Bundesliga,Wingback
