Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
349,Declan Partey,CDM,AS Roma,Belgium,Serie A,Deep Lying Playmaker
350,Joshua Lavia,CDM,Brest,Portugal,Ligue 1,Centre Half
351,Romeo Zakaria,CDM,Girona,Mali,La Liga,Deep Lying Playmaker
352,Rodri Casemiro,CDM,Atletico Madrid,Mexico,La Liga,Centre Half
353,Casemiro Bissouma,CDM,Brighton,Germany,Premier League,Holding
354,Denis Palhinha,CDM,Stuttgart,Ecuador,Bundesliga,Deep Lying Playmaker
355,Bruno Hernandez,CDM,Manchester City,Uruguay,Premier League,Holding
356,Joao Zakaria,CDM,Tottenham,Denmark,Premier League,Holding
357,Casemiro Tavares,CDM,Atalanta,Portugal,Serie A,Centre Half
358,Amadou Rice,CDM,Valencia,Portugal,La Liga,Holding
359,Sofyan Alvarez,CDM,Real Sociedad,Denmark,La Liga,Deep Lying Playmaker
360,Joao Kimmich,CDM,Manchester United,Ecuador,Premier League,Deep Lying Playmaker
361,Fabinho Caicedo,CDM,Lyon,England,Ligue 1,Centre Half
362,Joshua Rice,CDM,Valencia,Brazil,La Liga,Deep Lying Playmaker
363,Thomas Tchouameni,CDM,RB Leipzig,Uruguay,Bundesliga,Holding
364,Romeo Zakaria,CDM,Real Betis,England,La Liga,Holding
365,Edson Ugarte,CDM,Brighton,Serbia,Premier League,Centre Half
366,Rodri Bajcetic,CDM,AS Roma,Ecuador,Serie A,Deep Lying Playmaker
367,Boubacar Alvarez,CDM,AC Milan,Uruguay,Serie A,Holding
368,Fabinho Zakaria,CDM,Real Sociedad,Denmark,La Liga,Holding
369,Joao Palhinha,CDM,Real Betis,Germany,La Liga,Centre Half
370,Moises Bajcetic,CDM,West Ham,England,Premier League,Centre Half
371,Boubacar Lavia,CDM,Brest,Ecuador,Ligue 1,Deep Lying Playmaker
372,Thomas Amrabat,CDM,Arsenal,Serbia,Premier League,Deep Lying Playmaker
373,Casemiro Bissouma,CDM,Manchester United,England,Premier League,Holding
374,Joshua Zakaria,CDM,Barcelona,France,La Liga,Deep Lying Playmaker
375,Declan Lavia,CDM,Brighton,Mali,Premier League,Deep Lying Playmaker
376,Pierre-Emile Ugarte,CDM,Bologna,Morocco,Serie A,Centre Half
377,Amadou Lavia,CDM,Dortmund,Portugal,Bundesliga,Centre Half
378,Boubacar Hernandez,CDM,Nice,Mexico,Ligue 1,Holding
379,Aurelien Kimmich,CDM,Girona,Mexico,La Liga,Centre Half
380,Sofyan Palhinha,CDM,AS Roma,Belgium,Serie A,Holding
381,Casemiro Bissouma,CDM,Brest,Mali,Ligue 1,Holding
382,Stefan Kimmich,CDM,Brest,Mexico,Ligue 1,Centre Half
383,Yves Ugarte,CDM,AS Roma,Mexico,Serie A,Holding
384,Edson Caicedo,CDM,Marseille,Mali,Ligue 1,Holding
385,Joshua Partey,CDM,Dortmund,Morocco,Bundesliga,Deep Lying Playmaker
386,Rodri Hojbjerg,CDM,RB Leipzig,Portugal,Bundesliga,Centre Half
387,Declan Ugarte,CDM,Valencia,Morocco,La Liga,Centre Half
388,Sofyan Bajcetic,CDM,Lille,Ghana,Ligue 1,Holding
389,Joshua Bissouma,CDM,AS Roma,Brazil,Serie A,Deep Lying Playmaker
390,Casemiro Lavia,CDM,Brighton,Ecuador,Premier League,Deep Lying Playmaker
391,Amadou Ugarte,CDM,RB Leipzig,Mexico,Bundesliga,Centre Half
392,Amadou Kamara,CDM,Monaco,Germany,Ligue 1,Holding
393,Declan Alvarez,CDM,Lille,Morocco,Ligue 1,Holding
394,Bruno Palhinha,CDM,Bayer Leverkusen,Ghana,Bundesliga,Centre Half
395,Amadou Amrabat,CDM,Inter Milan,France,Serie A,Holding
396,Stefan Caicedo,CDM,Valencia,Ecuador,La Liga,Centre Half
397,Manuel Palhinha,CDM,Frankfurt,Uruguay,Bundesliga,Centre Half
398,Casemiro Casemiro,CDM,Juventus,Serbia,Serie A,Deep Lying Playmaker
399,Fabinho Rice,CDM,Bologna,Switzerland,Serie A,Centre Half
400,Moises Guimaraes,CDM,Nice,Morocco,Ligue 1,Holding
401,Stefan Lavia,CDM,Lille,Portugal,Ligue 1,Deep Lying Playmaker
402,Manuel Tchouameni,CDM,Atalanta,Switzerland,Serie A,Holding
403,Romeo Kimmich,CDM,Stuttgart,Ghana,Bundesliga,Holding
404,Stefan Amrabat,CDM,Brighton,Brazil,Premier League,Deep Lying Playmaker
405,Joshua Tchouameni,CDM,Atletico Madrid,Ghana,La Liga,Centre Half
406,Thomas Hojbjerg,CDM,Frankfurt,England,Bundesliga,Deep Lying Playmaker
407,Boubacar Palhinha,CDM,Stuttgart,Uruguay,Bundesliga,Holding
408,Casemiro Tchouameni,CDM,Atalanta,Morocco,Serie A,Centre Half
409,Declan Guimaraes,CDM,Atletico Madrid,England,La Liga,Holding
410,Casemiro Caicedo,CDM,Real Sociedad,Spain,La Liga,Centre Half
411,Joshua Alvarez,CDM,RB Leipzig,Portugal,Bundesliga,Holding
412,Fabinho Bissouma,CDM,Dortmund,Switzerland,Bundesliga,Centre Half
413,Joao Casemiro,CDM,Newcastle,Switzerland,Premier League,Deep Lying Playmaker
414,Manuel Kimmich,CDM,Monaco,Uruguay,Ligue 1,Deep Lying Playmaker
415,Amadou Palhinha,CDM,AC Milan,Mali,Serie A,Holding
416,Amadou Onana,CDM,Nice,England,Ligue 1,Centre Half
417,Stefan Hojbjerg,CDM,Lyon,Denmark,Ligue 1,Holding
418,Edson Guimaraes,CDM,Chelsea,Ecuador,Premier League,Deep Lying Playmaker
419,Rodri Hojbjerg,CDM,Monaco,Spain,Ligue 1,Centre Half
420,Rodri Casemiro,CDM,Juventus,Uruguay,Serie A,Deep Lying Playmaker
421,Denis Ugarte,CDM,Girona,Morocco,La Liga,Centre Half
422,Joshua Kamara,CDM,Real Sociedad,Denmark,La Liga,Holding
423,Pierre-Emile Amrabat,CDM,Frankfurt,Ghana,Bundesliga,Centre Half
424,Casemiro Caicedo,CDM,Athletic Club,Brazil,La Liga,Centre Half
425,Declan Ugarte,CDM,Lazio,France,Serie A,Holding
426,Edson Palhinha,CDM,Real Sociedad,England,La Liga,Centre Half
427,Declan Hernandez,CDM,Lazio,Serbia,Serie A,Holding
428,Sofyan Caicedo,CDM,Nice,Uruguay,Ligue 1,Holding
429,Edson Amrabat,CDM,West Ham,Germany,Premier League,Centre Half
430,Thomas Alvarez,CDM,PSG,Mexico,Ligue 1,Centre Half
431,Boubacar Alvarez,CDM,Monaco,Uruguay,Ligue 1,Deep Lying Playmaker
432,Stefan Tchouameni,CDM,Nice,Spain,Ligue 1,Deep Lying Playmaker
433,Yves Tchouameni,CDM,Brest,Brazil,Ligue 1,Deep Lying Playmaker
434,Boubacar Rice,CDM,Monaco,Denmark,Ligue 1,Centre Half
435,Rodri Amrabat,CDM,Girona,Mexico,La Liga,Deep Lying Playmaker
436,Declan Onana,CDM,RB Leipzig,France,Bundesliga,Holding
437,Declan Zakaria,CDM,Lazio,Mali,Serie A,Deep Lying Playmaker
438,Edson Kamara,CDM,Lyon,Germany,Ligue 1,Centre Half
439,Boubacar Hojbjerg,CDM,Valencia,Belgium,La Liga,Holding
440,Edson Alvarez,CDM,Manchester United,England,Premier League,Centre Half
441,Yves Tchouameni,CDM,Valencia,France,La Liga,Centre Half
442,Pierre-Emile Ugarte,CDM,Atalanta,Brazil,Serie A,Holding
443,Rodri Casemiro,CDM,Real Sociedad,Mali,La Liga,Deep Lying Playmaker
444,Stefan Caicedo,CDM,Napoli,Ghana,Serie A,Deep Lying Playmaker
445,Declan Onana,CDM,Girona,Belgium,La Liga,Centre Half
446,Boubacar Zakaria,CDM,Brest,Spain,Ligue 1,Holding
447,Moises Onana,CDM,Real Betis,Uruguay,La Liga,Holding
448,Joao Amrabat,CDM,Lille,Germany,Ligue 1,Deep Lying Playmaker
449,Edson Kimmich,CDM,Manchester City,Morocco,Premier League,Centre Half
450,Stefan Onana,CDM,Marseille,Ecuador,Ligue 1,Deep Lying Playmaker
451,Stefan Kimmich,CDM,Lyon,Germany,Ligue 1,Deep Lying Playmaker
452,Thomas Caicedo,CDM,Brest,France,Ligue 1,Deep Lying Playmaker
453,Pierre-Emile Alvarez,CDM,Girona,Spain,La Liga,Holding
454,Yves Alvarez,CDM,Monaco,Ecuador,Ligue 1,Deep Lying Playmaker
455,Aurelien Casemiro,CDM,Real Betis,Ecuador,La Liga,Holding
456,Pierre-Emile Onana,CDM,RB Leipzig,Germany,Bundesliga,Centre Half
457,Thomas Alvarez,CDM,Inter Milan,Ecuador,Serie A,Centre Half
458,Aurelien Palhinha,CDM,Bayern Munich,Germany,Bundesliga,Deep Lying Playmaker
459,Bruno Onana,CDM,Bologna,France,Serie A,Deep Lying Playmaker
460,Thomas Hojbjerg,CDM,Lille,England,Ligue 1,Deep Lying Playmaker
461,Declan Bissouma,CDM,Inter Milan,Denmark,Serie A,Deep Lying Playmaker
462,Thomas Amrabat,CDM,Chelsea,Spain,Premier League,Holding
463,Aurelien Bissouma,CDM,Napoli,Morocco,Serie A,Holding
464,Stefan Casemiro,CDM,Liverpool,France,Premier League,Centre Half
465,Edson Ugarte,CDM,Real Madrid,Ecuador,La Liga,Deep Lying Playmaker
466,Fabinho Hernandez,CDM,Liverpool,Uruguay,Premier League,Centre Half
467,Edson Ugarte,CDM,Marseille,France,Ligue 1,Deep Lying Playmaker
468,Rodri Partey,CDM,Real Sociedad,Mexico,La Liga,Centre Half
469,Bruno Casemiro,CDM,Chelsea,Serbia,Premier League,Deep Lying Playmaker
470,Declan Ugarte,CDM,Girona,Uruguay,La Liga,Holding
471,Bruno Caicedo,CDM,Monaco,Germany,Ligue 1,Holding
472,Romeo Tchouameni,CDM,Real Betis,Mali,La Liga,Deep Lying Playmaker
473,Edson Ugarte,CDM,Real Sociedad,Morocco,La Liga,Deep Lying Playmaker
474,Declan Ugarte,CDM,Girona,Brazil,La Liga,Centre Half
475,Stefan Hernandez,CDM,Bologna,England,Serie A,Deep Lying Playmaker
476,Declan Lavia,CDM,Valencia,Switzerland,La Liga,Centre Half
477,Amadou Amrabat,CDM,Real Madrid,Uruguay,La Liga,Holding
478,Moises Amrabat,CDM,Bayern Munich,Denmark,Bundesliga,Deep Lying Playmaker
479,Stefan Amrabat,CDM,Napoli,Denmark,Serie A,Holding
480,Sofyan Guimaraes,CDM,Bayer Leverkusen,Spain,Bundesliga,Centre Half
481,Amadou Bajcetic,CDM,Liverpool,Mexico,Premier League,Centre Half
482,Stefan Casemiro,CDM,Napoli,Portugal,Serie A,Holding
483,Fabinho Zakaria,CDM,Atletico Madrid,France,La Liga,Deep Lying Playmaker
484,Thomas Rice,CDM,Napoli,England,Serie A,Holding
485,Rodri Alvarez,CDM,Tottenham,Germany,Premier League,Holding
486,Moises Bajcetic,CDM,AC Milan,Ecuador,Serie A,Centre Half
487,Declan Kamara,CDM,Liverpool,Ecuador,Premier League,Centre Half
488,Moises Lavia,CDM,Lazio,France,Serie A,Holding
489,Rodri Ugarte,CDM,Juventus,England,Serie A,Centre Half
490,Aurelien Partey,CDM,Athletic Club,Ghana,La Liga,Centre Half
491,Declan Kimmich,CDM,Atletico Madrid,Switzerland,La Liga,Centre Half
492,Casemiro Kamara,CDM,Frankfurt,Spain,Bundesliga,Centre Half
493,Declan Palhinha,CDM,Real Sociedad,Brazil,La Liga,Holding
494,Boubacar Bissouma,CDM,Marseille,Ghana,Ligue 1,Centre Half
495,Yves Hojbjerg,CDM,Dortmund,Denmark,Bundesliga,Holding
496,Joshua Onana,CDM,Inter Milan,Uruguay,Serie A,Centre Half
497,Romeo Palhinha,CDM,Bologna,Morocco,Serie A,Deep Lying Playmaker
498,Joao Bajcetic,CDM,Atalanta,France,Serie A,Centre Half
499,Joao Tavares,CDM,Lazio,Serbia,Serie A,Holding
500,Romeo Tchouameni,CDM,Juventus,Belgium,Serie A,Deep Lying Playmaker
501,Declan Amrabat,CDM,Tottenham,Portugal,Premier League,Deep Lying Playmaker
502,Boubacar Casemiro,CDM,Bayern Munich,Spain,Bundesliga,Deep Lying Playmaker
503,Bruno Rice,CDM,AC Milan,Ghana,Serie A,Centre Half
504,Moises Bissouma,CDM,Monaco,Mexico,Ligue 1,Deep Lying Playmaker
505,Joao Palhinha,CDM,Brest,Ghana,Ligue 1,Holding
506,Pierre-Emile Guimaraes,CDM,RB Leipzig,Brazil,Bundesliga,Holding
507,Stefan Onana,CDM,Brest,Germany,Ligue 1,Deep Lying Playmaker
508,Romeo Hernandez,CDM,Real Sociedad,Spain,La Liga,Deep Lying Playmaker
509,Romeo Caicedo,CDM,Bayern Munich,Ecuador,Bundesliga,Deep Lying Playmaker
510,Aurelien Tchouameni,CDM,Nice,Brazil,Ligue 1,Centre Half
511,Stefan Onana,CDM,Newcastle,Belgium,Premier League,Holding
512,Edson Amrabat,CDM,Real Betis,Switzerland,La Liga,Holding
513,Amadou Tavares,CDM,Liverpool,Spain,Premier League,Centre Half
514,Stefan Onana,CDM,Tottenham,Ecuador,Premier League,Deep Lying Playmaker
515,Boubacar Tchouameni,CDM,Marseille,France,Ligue 1,Holding
516,Thomas Bajcetic,CDM,Real Sociedad,Mali,La Liga,Centre Half
517,Aurelien Onana,CDM,AC Milan,Morocco,Serie A,Deep Lying Playmaker
518,Edson Hojbjerg,CDM,West Ham,Mali,Premier League,Centre Half
519,Declan Onana,CDM,Girona,Belgium,La Liga,Centre Half
520,Joshua Tavares,CDM,RB Leipzig,Portugal,Bundesliga,Centre Half
521,Edson Casemiro,CDM,PSG,France,Ligue 1,Centre Half
522,Denis Kamara,CDM,Aston Villa,Serbia,Premier League,Holding
523,Aurelien Rice,CDM,Athletic Club,Belgium,La Liga,Holding
524,Thomas Palhinha,CDM,RB Leipzig,Morocco,Bundesliga,Holding
525,Pierre-Emile Kimmich,CDM,Marseille,Ecuador,Ligue 1,Holding
526,Thomas Partey,CDM,Brighton,Mali,Premier League,Holding
527,Stefan Zakaria,CDM,RB Leipzig,Portugal,Bundesliga,Centre Half
528,Amadou Tchouameni,CDM,Liverpool,Switzerland,Premier League,Centre Half
529,Denis Partey,CDM,AC Milan,Ecuador,Serie A,Deep Lying Playmaker
530,Edson Lavia,CDM,Napoli,Brazil,Serie A,Centre Half
531,Moises Hojbjerg,CDM,Chelsea,Belgium,Premier League,Centre Half
532,Thomas Hojbjerg,CDM,Bologna,Belgium,Serie A,Holding
533,Fabinho Lavia,CDM,Juventus,France,Serie A,Holding
534,Sofyan Kamara,CDM,Bayern Munich,Switzerland,Bundesliga,Holding
535,Amadou Partey,CDM,Lazio,England,Serie A,Holding
536,Thomas Kamara,CDM,Juventus,Uruguay,Serie A,Holding
537,Casemiro Hernandez,CDM,Liverpool,Morocco,Premier League,Deep Lying Playmaker
538,Edson Lavia,CDM,Lazio,France,Serie A,Deep Lying Playmaker
539,Declan Amrabat,CDM,Tottenham,Spain,Premier League,Centre Half
540,Stefan Palhinha,CDM,Aston Villa,Switzerland,Premier League,Holding
541,Bruno Casemiro,CDM,Bayer Leverkusen,Uruguay,Bundesliga,Deep Lying Playmaker
542,Manuel Hojbjerg,CDM,Dortmund,Serbia,Bundesliga,Deep Lying Playmaker
543,Bruno Lavia,CDM,Liverpool,England,Premier League,Centre Half
544,Fabinho Bajcetic,CDM,Frankfurt,Serbia,Bundesliga,Deep Lying Playmaker
545,Fabinho Lavia,CDM,Juventus,Morocco,Serie A,Centre Half
546,Casemiro Onana,CDM,Monaco,Switzerland,Ligue 1,Deep Lying Playmaker
547,Thomas Tchouameni,CDM,Athletic Club,Uruguay,La Liga,Centre Half
548,Fabinho Ugarte,CDM,Bologna,Spain,Serie A,Holding
549,Amadou Rice,CDM,Valencia,Denmark,La Liga,Deep Lying Playmaker
550,Aurelien Amrabat,CDM,Nice,France,Ligue 1,Holding
551,Sofyan Tchouameni,CDM,PSG,Ghana,Ligue 1,Centre Half
552,Pierre-Emile Ugarte,CDM,Nice,Mexico,Ligue 1,Centre Half
553,Yves Ugarte,CDM,Arsenal,Ghana,Premier League,Deep Lying Playmaker
554,Aurelien Kamara,CDM,Lille,Portugal,Ligue 1,Deep Lying Playmaker
555,Stefan Palhinha,CDM,Atalanta,Denmark,Serie A,Holding
556,Thomas Ugarte,CDM,Athletic Club,Brazil,La Liga,Holding
557,Yves Partey,CDM,Dortmund,Switzerland,Bundesliga,Deep Lying Playmaker
558,Rodri Partey,CDM,Juventus,France,Serie A,Centre Half
559,Moises Alvarez,CDM,Bayer Leverkusen,Morocco,Bundesliga,Centre Half
560,Amadou Kimmich,CDM,PSG,Serbia,Ligue 1,Deep Lying Playmaker
561,Bruno Kamara,CDM,Barcelona,Serbia,La Liga,Centre Half
562,Bruno Kamara,CDM,Real Sociedad,Portugal,La Liga,Deep Lying Playmaker
563,Aurelien Tavares,CDM,Liverpool,Spain,Premier League,Centre Half
564,Denis Ugarte,CDM,Atletico Madrid,Portugal,La Liga,Centre Half
565,Romeo Hojbjerg,CDM,PSG,Germany,Ligue 1,Centre Half
566,Yves Hernandez,CDM,Real Sociedad,Denmark,La Liga,Centre Half
567,Rodri Tavares,CDM,Frankfurt,Switzerland,Bundesliga,Deep Lying Playmaker
568,Thomas Tchouameni,CDM,Stuttgart,Ghana,Bundesliga,Deep Lying Playmaker
569,Boubacar Bajcetic,CDM,PSG,Brazil,Ligue 1,Centre Half
570,Aurelien Tavares,CDM,Bologna,Switzerland,Serie A,Centre Half
571,Thomas Partey,CDM,Bologna,France,Serie A,Centre Half
572,Joshua Guimaraes,CDM,Marseille,Morocco,Ligue 1,Centre Half
573,Sofyan Palhinha,CDM,RB Leipzig,England,Bundesliga,Centre Half
574,Boubacar Hojbjerg,CDM,Stuttgart,Serbia,Bundesliga,Deep Lying Playmaker
575,Edson Ugarte,CDM,RB Leipzig,Uruguay,Bundesliga,Deep Lying Playmaker
576,Pierre-Emile Amrabat,CDM,Nice,Switzerland,Ligue 1,Centre Half
577,Joao Palhinha,CDM,Atalanta,Brazil,Serie A,Deep Lying Playmaker
578,Joshua Palhinha,CDM,AS Roma,Serbia,Serie A,Deep Lying Playmaker
579,Fabinho Zakaria,CDM,Lyon,France,Ligue 1,Deep Lying Playmaker
580,Sofyan Caicedo,CDM,Real Madrid,Portugal,La Liga,Deep Lying Playmaker
581,Joshua Caicedo,CDM,Tottenham,Brazil,Premier League,Deep Lying Playmaker
582,Joao Amrabat,CDM,Girona,England,La Liga,Centre Half
583,Aurelien Bajcetic,CDM,Chelsea,Uruguay,Premier League,Holding
584,Pierre-Emile Partey,CDM,Valencia,Uruguay,La Liga,Holding
585,Bruno Hernandez,CDM,Manchester City,Uruguay,Premier League,Holding
586,Yves Zakaria,CDM,Arsenal,Switzerland,Premier League,Deep Lying Playmaker
587,Edson Partey,CDM,AS Roma,Spain,Serie A,Deep Lying Playmaker
588,Edson Amrabat,CDM,Monaco,Ecuador,Ligue 1,Deep Lying Playmaker
589,Fabinho Rice,CDM,Atletico Madrid,Ecuador,La Liga,Centre Half
590,Manuel Bajcetic,CDM,AS Roma,Spain,Serie A,Centre Half
591,Denis Hernandez,CDM,Lyon,Brazil,Ligue 1,Holding
592,Sofyan Alvarez,CDM,Lyon,Germany,Ligue 1,Centre Half
593,Bruno Alvarez,CDM,Frankfurt,Germany,Bundesliga,Centre Half
594,Yves Hojbjerg,CDM,Newcastle,Uruguay,Premier League,Centre Half
595,Romeo Ugarte,CDM,Tottenham,Mexico,Premier League,Centre Half
596,Moises Caicedo,CDM,Lille,Denmark,Ligue 1,Deep Lying Playmaker
597,Thomas Partey,CDM,Marseille,Portugal,Ligue 1,Holding
598,Edson Ugarte,CDM,Manchester United,Ecuador,Premier League,Centre Half
599,Thomas Lavia,CDM,AC Milan,Portugal,Serie A,Deep Lying Playmaker
600,Romeo Tavares,CDM,Lazio,Spain,Serie A,Centre Half
601,Stefan Tchouameni,CDM,Newcastle,Morocco,Premier League,Centre Half
602,Boubacar Bissouma,CDM,Inter Milan,France,Serie A,Centre Half
603,Edson Guimaraes,CDM,Bayer Leverkusen,Brazil,Bundesliga,Holding
604,Casemiro Tavares,CDM,Marseille,Brazil,Ligue 1,Holding
605,Sofyan Hernandez,CDM,Bayern Munich,Switzerland,Bundesliga,Deep Lying Playmaker
606,Casemiro Ugarte,CDM,Atletico Madrid,Mexico,La Liga,Centre Half
607,Joshua Kamara,CDM,PSG,Uruguay,Ligue 1,Centre Half
608,Romeo Hernandez,CDM,Lille,Uruguay,Ligue 1,Deep Lying Playmaker
609,Moises Hojbjerg,CDM,Lazio,Ecuador,Serie A,Deep Lying Playmaker
610,Amadou Tchouameni,CDM,Chelsea,Portugal,Premier League,Centre Half
611,Stefan Hernandez,CDM,Arsenal,Mali,Premier League,Centre Half
612,Fabinho Partey,CDM,Atletico Madrid,Mexico,La Liga,Centre Half
613,Thomas Zakaria,CDM,Girona,England,La Liga,Deep Lying Playmaker
614,Fabinho Bajcetic,CDM,Arsenal,Mexico,Premier League,Holding
615,Thomas Bajcetic,CDM,Atletico Madrid,Spain,La Liga,Deep Lying Playmaker
616,Joshua Partey,CDM,West Ham,Serbia,Premier League,Centre Half
617,Bruno Bissouma,CDM,Stuttgart,Germany,Bundesliga,Deep Lying Playmaker
618,Bruno Tchouameni,CDM,Lazio,Switzerland,Serie A,Deep Lying Playmaker
619,Bruno Lavia,CDM,Lille,Ghana,Ligue 1,Deep Lying Playmaker
620,Amadou Casemiro,CDM,Real Sociedad,Mali,La Liga,Deep Lying Playmaker
621,Romeo Hernandez,CDM,Girona,Serbia,La Liga,Deep Lying Playmaker
622,Bruno Casemiro,CDM,Atalanta,Switzerland,Serie A,Deep Lying Playmaker
623,Aurelien Ugarte,CDM,Dortmund,Morocco,Bundesliga,Deep Lying Playmaker
624,Amadou Zakaria,CDM,Frankfurt,Mali,Bundesliga,Holding
625,Casemiro Partey,CDM,Bayern Munich,Spain,Bundesliga,Centre Half
626,Romeo Guimaraes,CDM,Marseille,Germany,Ligue 1,Holding
627,Boubacar Hernandez,CDM,Dortmund,Serbia,Bundesliga,Centre Half
628,Moises Guimaraes,CDM,Manchester United,Uruguay,Premier League,Holding
629,Casemiro Alvarez,CDM,Bologna,Mali,Serie A,Deep Lying Playmaker
630,Romeo Onana,CDM,Girona,Ghana,La Liga,Deep Lying Playmaker
631,Romeo Rice,CDM,Bologna,Portugal,Serie A,Centre Half
632,Romeo Palhinha,CDM,West Ham,Switzerland,Premier League,Centre Half
633,Rodri Partey,CDM,Atletico Madrid,England,La Liga,Holding
634,Joao Ugarte,CDM,Nice,Denmark,Ligue 1,Holding
635,Aurelien Hojbjerg,CDM,RB Leipzig,Switzerland,Bundesliga,Holding
636,Yves Kamara,CDM,Nice,Germany,Ligue 1,Deep Lying Playmaker
637,Thomas Hernandez,CDM,Monaco,Ghana,Ligue 1,Deep Lying Playmaker
638,Stefan Partey,CDM,Real Sociedad,Belgium,La Liga,Deep Lying Playmaker
639,Edson Onana,CDM,Liverpool,Switzerland,Premier League,Holding
640,Declan Kamara,CDM,Nice,Denmark,Ligue 1,Deep Lying Playmaker
641,Joao Caicedo,CDM,Athletic Club,France,La Liga,Deep Lying Playmaker
642,Pierre-Emile Guimaraes,CDM,Girona,Serbia,La Liga,Holding
643,Pierre-Emile Rice,CDM,PSG,Mexico,Ligue 1,Holding
644,Amadou Kamara,CDM,Juventus,Mexico,Serie A,Centre Half
645,Rodri Alvarez,CDM,Inter Milan,Denmark,Serie A,Centre Half
646,Romeo Rice,CDM,RB Leipzig,Portugal,Bundesliga,Deep Lying Playmaker
647,Yves Bajcetic,CDM,Newcastle,Brazil,Premier League,Deep Lying Playmaker
648,Romeo Zakaria,CDM,Bayer Leverkusen,England,Bundesliga,Deep Lying Playmaker
649,Amadou Rice,CDM,Atalanta,Mexico,Serie A,Centre Half
650,Manuel Zakaria,CDM,Valencia,Morocco,La Liga,Holding
651,Sofyan Ugarte,CDM,Inter Milan,Mexico,Serie A,Holding
652,Declan Bajcetic,CDM,Stuttgart,Ghana,Bundesliga,Holding
653,Romeo Guimaraes,CDM,West Ham,Spain,Premier League,Centre Half
654,Casemiro Bajcetic,CDM,Atletico Madrid,Brazil,La Liga,Holding
655,Manuel Rice,CDM,Inter Milan,Portugal,Serie A,Holding
656,Declan Guimaraes,CDM,West Ham,Mexico,Premier League,Centre Half
657,Moises Kimmich,CDM,Aston Villa,Uruguay,Premier League,Deep Lying Playmaker
658,Rodri Casemiro,CDM,Frankfurt,Portugal,Bundesliga,Deep Lying Playmaker
659,Moises Casemiro,CDM,Inter Milan,Mexico,Serie A,Holding
660,Amadou Kamara,CDM,Marseille,Spain,Ligue 1,Holding
661,Bruno Tchouameni,CDM,Marseille,Denmark,Ligue 1,Deep Lying Playmaker
662,Pierre-Emile Zakaria,CDM,Atletico Madrid,Portugal,La Liga,Holding
663,Yves Hernandez,CDM,Real Madrid,Uruguay,La Liga,Holding
664,Boubacar Caicedo,CDM,RB Leipzig,France,Bundesliga,Holding
665,Stefan Hojbjerg,CDM,Girona,Ecuador,La Liga,Deep Lying Playmaker
666,Rodri Caicedo,CDM,AS Roma,Denmark,Serie A,Centre Half
667,Joshua Rice,CDM,Napoli,Uruguay,Serie A,Centre Half
668,Bruno Casemiro,CDM,Atletico Madrid,Mexico,La Liga,Holding
669,Manuel Tavares,CDM,Newcastle,Ghana,Premier League,Holding
670,Moises Bissouma,CDM,Atletico Madrid,Brazil,La Liga,Centre Half
671,Boubacar Lavia,CDM,Valencia,Germany,La Liga,Holding
672,Edson Ugarte,CDM,Napoli,Portugal,Serie A,Holding
673,Casemiro Kimmich,CDM,Marseille,Portugal,Ligue 1,Deep Lying Playmaker
674,Declan Hernandez,CDM,Barcelona,Denmark,La Liga,Deep Lying Playmaker
675,Joao Lavia,CDM,Liverpool,Spain,Premier League,Holding
676,Boubacar Lavia,CDM,Real Madrid,England,La Liga,Holding
677,Sofyan Casemiro,CDM,Chelsea,Brazil,Premier League,Holding
678,Romeo Rice,CDM,Lazio,Brazil,Serie A,Holding
679,Sofyan Casemiro,CDM,Frankfurt,France,Bundesliga,Deep Lying Playmaker
680,Moises Palhinha,CDM,Marseille,France,Ligue 1,Holding
681,Fabinho Alvarez,CDM,RB Leipzig,Ecuador,Bundesliga,Deep Lying Playmaker
682,Edson Caicedo,CDM,Newcastle,Mali,Premier League,Deep Lying Playmaker
683,Joshua Hojbjerg,CDM,Stuttgart,Mexico,Bundesliga,Centre Half
684,Casemiro Zakaria,CDM,Girona,France,La Liga,Holding
685,Rodri Zakaria,CDM,Girona,Denmark,La Liga,Deep Lying Playmaker
686,Romeo Casemiro,CDM,Atletico Madrid,Uruguay,La Liga,Deep Lying Playmaker
687,Fabinho Bajcetic,CDM,Bayern Munich,Mali,Bundesliga,Centre Half
688,Yves Kimmich,CDM,Inter Milan,Spain,Serie A,Holding
689,Sofyan Hernandez,CDM,Lille,Mexico,Ligue 1,Centre Half
690,Moises Guimaraes,CDM,West Ham,Denmark,Premier League,Centre Half
691,Sofyan Tchouameni,CDM,Barcelona,Morocco,La Liga,Holding
692,Fabinho Hernandez,CDM,Lille,Germany,Ligue 1,Holding
693,Joao Hojbjerg,CDM,Aston Villa,Ghana,Premier League,Holding
694,Romeo Amrabat,CDM,Atalanta,Portugal,Serie A,Holding
695,Joshua Bissouma,CDM,Inter Milan,Mali,Serie A,Centre Half
696,Edson Partey,CDM,Girona,Mexico,La Liga,Deep Lying Playmaker
697,Sofyan Tavares,CDM,Athletic Club,Ecuador,La Liga,Holding
698,Fabinho Hojbjerg,CDM,Stuttgart,Germany,Bundesliga,Centre Half
699,Casemiro Amrabat,CDM,Frankfurt,Brazil,Bundesliga,Holding
700,Bruno Rice,CDM,Brighton,England,Premier League,Holding
