Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
373,Marc Sandro,LB,Manchester City,Spain,Premier League,Attacking Wing Back
374,Theo Estupinan,LB,Napoli,Spain,Serie A,Falseback
375,Nuno Tierney,LB,Bayern Munich,Italy,Bundesliga,Attacking Wing Back
376,Alphonso Cucurella,LB,Chelsea,England,Premier League,Falseback
377,Rayan Lodi,LB,RB Leipzig,Algeria,Bundesliga,Falseback
378,Pervis Digne,LB,Real Sociedad,Ukraine,La Liga,Wingback
379,Federico Mendy,LB,AC Milan,Portugal,Serie A,Attacking Wing Back
380,Federico Robertson,LB,Bayer Leverkusen,Netherlands,Bundesliga,Attacking Wing Back
381,Alex Sandro,LB,Bayer Leverkusen,Italy,Bundesliga,Falseback
382,Alex Ait-Nouri,LB,Bayer Leverkusen,Ukraine,Bundesliga,Fullback
383,Rayan Palmieri,LB,West Ham,Ukraine,Premier League,Wingback
384,Pervis Dimarco,LB,Brighton,Spain,Premier League,Attacking Wing Back
385,Alejandro Digne,LB,Aston Villa,Brazil,Premier League,Wingback
386,Raphael Ait-Nouri,LB,AC Milan,England,Serie A,Fullback
387,Renan Cucurella,LB,Athletic Club,France,La Liga,Attacking Wing Back
388,Alex Hernandez,LB,Manchester United,Scotland,Premier League,Wingback
389,Oleksandr Palmieri,LB,Inter Milan,Canada,Serie A,Falseback
390,Jose Alba,LB,Inter Milan,Germany,Serie A,Wingback
391,Ben Mitchell,LB,Aston Villa,Scotland,Premier League,Wingback
392,Vitaliy Robertson,LB,Brighton,Argentina,Premier League,Fullback
393,Ian Zinchenko,LB,Marseille,England,Ligue 1,Falseback
394,Kieran Maatsen,LB,Bayer Leverkusen,Germany,Bundesliga,Attacking Wing Back
395,Pervis Robertson,LB,Juventus,England,Serie A,Falseback
396,Alex Hernandez,LB,Girona,Brazil,La Liga,Attacking Wing Back
397,Alex Dimarco,LB,Frankfurt,Portugal,Bundesliga,Wingback
398,Vitaliy Cucurella,LB,Girona,England,La Liga,Attacking Wing Back
399,Nuno Balde,LB,Lyon,Scotland,Ligue 1,Fullback
400,Alphonso Lodi,LB,Girona,Belgium,La Liga,Fullback
401,Rayan Dimarco,LB,Real Sociedad,Brazil,La Liga,Falseback
402,Emerson Mendes,LB,Liverpool,Italy,Premier League,Attacking Wing Back
403,Pervis Mitchell,LB,Juventus,Scotland,Serie A,Attacking Wing Back
404,Ian Davies,LB,Stuttgart,Algeria,Bundesliga,Falseback
405,Jordi Hernandez,LB,Napoli,Netherlands,Serie A,Fullback
406,Tyrick Sandro,LB,Real Sociedad,England,La Liga,Falseback
407,Ian Hernandez,LB,Aston Villa,Spain,Premier League,Attacking Wing Back
408,Vitaliy Cucurella,LB,Inter Milan,Spain,Serie A,Fullback
409,Emerson Chilwell,LB,PSG,Argentina,Ligue 1,Falseback
410,Alphonso Udogie,LB,Napoli,Brazil,Serie A,Fullback
411,Pervis Gaya,LB,Stuttgart,England,Bundesliga,Wingback
412,Renan Mendes,LB,Manchester United,Ukraine,Premier League,Fullback
413,Kieran Mykolenko,LB,Tottenham,Italy,Premier League,Falseback
414,Alex Robertson,LB,Real Sociedad,Ecuador,La Liga,Fullback
415,Federico Mykolenko,LB,Brest,Brazil,Ligue 1,Falseback
416,Andrew Mitchell,LB,Dortmund,Canada,Bundesliga,Falseback
417,Andrew Guerreiro,LB,Manchester City,Scotland,Premier League,Attacking Wing Back
418,Emerson Alba,LB,Lazio,Netherlands,Serie A,Fullback
419,Ferland Dimarco,LB,Lyon,Belgium,Ligue 1,Fullback
420,Ben Lodi,LB,Real Madrid,Scotland,La Liga,Fullback
421,Ferland Palmieri,LB,Liverpool,France,Premier League,Falseback
422,Nuno Digne,LB,Real Sociedad,Italy,La Liga,Fullback
423,Pervis Lodi,LB,Napoli,Ecuador,Serie A,Falseback
424,Kieran Mitchell,LB,West Ham,France,Premier League,Wingback
425,Alex Hernandez,LB,AS Roma,France,Serie A,Wingback
426,Rayan Chilwell,LB,Bologna,Belgium,Serie A,Fullback
427,Marc Dimarco,LB,Lyon,Ecuador,Ligue 1,Fullback
428,Alphonso Palmieri,LB,Nice,Ukraine,Ligue 1,Falseback
429,Pervis Cucurella,LB,Atalanta,Belgium,Serie A,Fullback
430,Andrew Shaw,LB,Lille,Argentina,Ligue 1,Fullback
431,Kieran Hernandez,LB,Arsenal,Netherlands,Premier League,Attacking Wing Back
432,Rayan Gaya,LB,Manchester City,Ecuador,Premier League,Attacking Wing Back
433,Oleksandr Balde,LB,Aston Villa,England,Premier League,Fullback
434,Rayan Tierney,LB,Chelsea,Canada,Premier League,Fullback
435,Oleksandr Sandro,LB,Chelsea,Ecuador,Premier League,Wingback
436,Federico Digne,LB,Real Madrid,France,La Liga,Fullback
437,Luke Guerreiro,LB,Barcelona,Argentina,La Liga,Wingback
438,Federico Mendes,LB,Girona,Ecuador,La Liga,Attacking Wing Back
439,Marc Balde,LB,Stuttgart,Argentina,Bundesliga,Wingback
440,Destiny Alba,LB,Inter Milan,Belgium,Serie A,Wingback
441,Emerson Alba,LB,Real Madrid,Ukraine,La Liga,Falseback
442,Alejandro Hernandez,LB,Bayern Munich,Netherlands,Bundesliga,Fullback
443,Emerson Chilwell,LB,Juventus,Portugal,Serie A,Wingback
444,Alphonso Cucurella,LB,Girona,Brazil,La Liga,Falseback
445,Destiny Balde,LB,AS Roma,Ukraine,Serie A,Attacking Wing Back
446,Rayan Tierney,LB,Newcastle,Ukraine,Premier League,Fullback
447,Nuno Mendy,LB,Stuttgart,Ecuador,Bundesliga,Falseback
448,Destiny Zinchenko,LB,RB Leipzig,Ukraine,Bundesliga,Attacking Wing Back
449,Destiny Estupinan,LB,Napoli,Netherlands,Serie A,Falseback
450,Marc Mendy,LB,Lille,France,Ligue 1,Falseback
451,Kieran Dimarco,LB,Nice,Ukraine,Ligue 1,Falseback
452,Rayan Tierney,LB,Atalanta,Scotland,Serie A,Attacking Wing Back
453,Kieran Hernandez,LB,Bayern Munich,France,Bundesliga,Wingback
454,Lucas Chilwell,LB,Lyon,Spain,Ligue 1,Fullback
455,Ben Zinchenko,LB,West Ham,Ukraine,Premier League,Wingback
456,Vitaliy Tierney,LB,Nice,Ukraine,Ligue 1,Attacking Wing Back
457,Ian Lodi,LB,Manchester United,Brazil,Premier League,Falseback
458,Jose Udogie,LB,Barcelona,Portugal,La Liga,Fullback
459,Ben Dimarco,LB,Frankfurt,England,Bundesliga,Attacking Wing Back
460,Federico Davies,LB,Girona,Netherlands,La Liga,Falseback
461,Pervis Mykolenko,LB,Lille,Netherlands,Ligue 1,Attacking Wing Back
462,Ben Ait-Nouri,LB,Barcelona,Belgium,La Liga,Falseback
463,Jose Maatsen,LB,Bayern Munich,Algeria,Bundesliga,Falseback
464,Alejandro Digne,LB,Stuttgart,Algeria,Bundesliga,Attacking Wing Back
465,Pervis Balde,LB,Bayern Munich,Canada,Bundesliga,Wingback
466,Emerson Mykolenko,LB,RB Leipzig,Germany,Bundesliga,Fullback
467,Alex Maatsen,LB,AC Milan,France,Serie A,Fullback
468,Destiny Maatsen,LB,Real Madrid,Canada,La Liga,Falseback
469,Raphael Udogie,LB,Marseille,Canada,Ligue 1,Fullback
470,Ferland Gaya,LB,Bologna,Ecuador,Serie A,Attacking Wing Back
471,Tyrick Mendes,LB,Napoli,Brazil,Serie A,Attacking Wing Back
472,Jordi Chilwell,LB,Juventus,Argentina,Serie A,Fullback
473,Ian Ait-Nouri,LB,Tottenham,Germany,Premier League,Attacking Wing Back
474,Jose Cucurella,LB,West Ham,Scotland,Premier League,Wingback
475,Rayan Mendes,LB,Arsenal,England,Premier League,Wingback
476,Vitaliy Mendes,LB,AC Milan,Ukraine,Serie A,Attacking Wing Back
477,Federico Estupinan,LB,Chelsea,Argentina,Premier League,Fullback
478,Alphonso Mendes,LB,Arsenal,Argentina,Premier League,Falseback
479,Jordi Tierney,LB,AS Roma,Canada,Serie A,Wingback
480,Andrew Dimarco,LB,Dortmund,Brazil,Bundesliga,Fullback
481,Destiny Gaya,LB,Chelsea,Scotland,Premier League,Fullback
482,Luke Alba,LB,Bologna,Argentina,Serie A,Fullback
483,Luke Alba,LB,Barcelona,Belgium,La Liga,Falseback
484,Federico Tierney,LB,Bayer Leverkusen,Canada,Bundesliga,Fullback
485,Andrew Mykolenko,LB,Newcastle,France,Premier League,Attacking Wing Back
486,Alphonso Mendes,LB,Lyon,Portugal,Ligue 1,Wingback
487,Rayan Lodi,LB,Lyon,Belgium,Ligue 1,Wingback
488,Marc Ait-Nouri,LB,Lazio,Italy,Serie A,Attacking Wing Back
489,Jordi Shaw,LB,Atalanta,Canada,Serie A,Wingback
490,Andrew Davies,LB,Bayer Leverkusen,England,Bundesliga,Attacking Wing Back
491,Alex Mendes,LB,Real Betis,Ecuador,La Liga,Fullback
492,Luke Guerreiro,LB,Dortmund,Belgium,Bundesliga,Fullback
493,Alex Dimarco,LB,Brest,Canada,Ligue 1,Falseback
494,Luke Gaya,LB,Atalanta,Brazil,Serie A,Fullback
495,Jordi Palmieri,LB,Frankfurt,Algeria,Bundesliga,Falseback
496,Raphael Alba,LB,Liverpool,Ecuador,Premier League,Attacking Wing Back
497,Alejandro Tierney,LB,Manchester City,Algeria,Premier League,Falseback
498,Raphael Ait-Nouri,LB,Nice,Portugal,Ligue 1,Wingback
499,Andrew Mitchell,LB,Marseille,Scotland,Ligue 1,Falseback
500,Lucas Davies,LB,Valencia,Ukraine,La Liga,Fullback
501,Luke Ait-Nouri,LB,Real Sociedad,France,La Liga,Attacking Wing Back
502,Jose Maatsen,LB,Bayer Leverkusen,Italy,Bundesliga,Wingback
503,Rayan Mendes,LB,PSG,Belgium,Ligue 1,Fullback
504,Alex Gaya,LB,Frankfurt,France,Bundesliga,Fullback
505,Jordi Estupinan,LB,Bayer Leverkusen,Germany,Bundesliga,Attacking Wing Back
506,Tyrick Digne,LB,Napoli,Ukraine,Serie A,Fullback
507,Kieran Mendes,LB,Barcelona,Scotland,La Liga,Fullback
508,Andrew Davies,LB,Stuttgart,Netherlands,Bundesliga,Falseback
509,Tyrick Zinchenko,LB,RB Leipzig,Canada,Bundesliga,Wingback
510,Alejandro Dimarco,LB,Atletico Madrid,Argentina,La Liga,Attacking Wing Back
511,Destiny Dimarco,LB,AC Milan,Portugal,Serie A,Fullback
512,Jose Lodi,LB,Lyon,Portugal,Ligue 1,Falseback
513,Ian Estupinan,LB,Liverpool,Italy,Premier League,Falseback
514,Andrew Gaya,LB,Athletic Club,Belgium,La Liga,Fullback
515,Ian Mendy,LB,Real Betis,France,La Liga,Falseback
516,Alphonso Digne,LB,Marseille,Brazil,Ligue 1,Fullback
517,Alex Mendy,LB,Lazio,Belgium,Serie A,Fullback
518,Jordi Mitchell,LB,Napoli,Scotland,Serie A,Fullback
519,Destiny Maatsen,LB,Stuttgart,Ecuador,Bundesliga,Wingback
520,Alex Dimarco,LB,PSG,Italy,Ligue 1,Falseback
521,Alejandro Guerreiro,LB,Bayer Leverkusen,Canada,Bundesliga,Falseback
522,Alex Alba,LB,Real Madrid,Brazil,La Liga,Wingback
523,Marc Maatsen,LB,Real Sociedad,Ukraine,La Liga,Falseback
524,Andrew Mitchell,LB,Aston Villa,Brazil,Premier League,Attacking Wing Back
525,Destiny Hernandez,LB,Lazio,Belgium,Serie A,Fullback
526,Kieran Udogie,LB,Valencia,Germany,La Liga,Attacking Wing Back
527,Alphonso Mitchell,LB,Real Sociedad,Italy,La Liga,Wingback
528,Kieran Palmieri,LB,RB Leipzig,Germany,Bundesliga,Fullback
529,Pervis Mendes,LB,AS Roma,Ecuador,Serie A,Attacking Wing Back
530,Ferland Mitchell,LB,Stuttgart,England,Bundesliga,Falseback
531,Ian Hernandez,LB,Monaco,Algeria,Ligue 1,Wingback
532,Vitaliy Palmieri,LB,Real Sociedad,Canada,La Liga,Attacking Wing Back
533,Ferland Hernandez,LB,Liverpool,Algeria,Premier League,Falseback
534,Lucas Hernandez,LB,AC Milan,Italy,Serie A,Attacking Wing Back
535,Emerson Mendy,LB,Frankfurt,Netherlands,Bundesliga,Wingback
536,Renan Chilwell,LB,Napoli,Spain,Serie A,Falseback
537,Theo Alba,LB,Bayern Munich,Ecuador,Bundesliga,Fullback
538,Alejandro Maatsen,LB,RB Leipzig,Germany,Bundesliga,Attacking Wing Back
539,Oleksandr Tierney,LB,Real Madrid,Netherlands,La Liga,Falseback
540,Emerson Guerreiro,LB,Marseille,Germany,Ligue 1,Falseback
541,Alphonso Davies,LB,Dortmund,Spain,Bundesliga,Wingback
542,Oleksandr Alba,LB,Real Madrid,Scotland,La Liga,Fullback
543,Kieran Ait-Nouri,LB,Bayer Leverkusen,Belgium,Bundesliga,Wingback
544,Raphael Udogie,LB,RB Leipzig,England,Bundesliga,Wingback
545,Alphonso Sandro,LB,Athletic Club,Portugal,La Liga,Wingback
546,Ian Mendy,LB,Nice,Italy,Ligue 1,Falseback
547,Lucas Mendes,LB,Real Sociedad,Belgium,La Liga,Falseback
548,Alphonso Mendy,LB,Manchester City,Belgium,Premier League,Falseback
549,Alejandro Maatsen,LB,Real Betis,Scotland,La Liga,Attacking Wing Back
550,Ben Tierney,LB,Bayer Leverkusen,Scotland,Bundesliga,Fullback
551,Federico Digne,LB,Frankfurt,Belgium,Bundesliga,Falseback
552,Theo Dimarco,LB,AC Milan,Spain,Serie A,Attacking Wing Back
553,Destiny Zinchenko,LB,Lyon,Spain,Ligue 1,Falseback
554,Emerson Mendes,LB,West Ham,Netherlands,Premier League,Wingback
555,Jose Udogie,LB,Marseille,Portugal,Ligue 1,Falseback
556,Federico Cucurella,LB,Bayer Leverkusen,Scotland,Bundesliga,Attacking Wing Back
557,Destiny Shaw,LB,Dortmund,Scotland,Bundesliga,Wingback
558,Ian Gaya,LB,RB Leipzig,Scotland,Bundesliga,Fullback
559,Oleksandr Lodi,LB,Frankfurt,England,Bundesliga,Attacking Wing Back
560,Kieran Mykolenko,LB,AS Roma,France,Serie A,Attacking Wing Back
561,Marc Zinchenko,LB,AC Milan,Ukraine,Serie A,Attacking Wing Back
562,Andrew Robertson,LB,Dortmund,Algeria,Bundesliga,Wingback
563,Luke Palmieri,LB,Newcastle,Italy,Premier League,Falseback
564,Destiny Maatsen,LB,AC Milan,Ecuador,Serie A,Wingback
565,Renan Alba,LB,Atletico Madrid,Argentina,La Liga,Fullback
566,Ben Mendes,LB,Valencia,Italy,La Liga,Attacking Wing Back
567,Andrew Chilwell,LB,Brest,England,Ligue 1,Fullback
568,Pervis Mitchell,LB,AC Milan,Italy,Serie A,Wingback
569,Jordi Balde,LB,Brest,England,Ligue 1,Wingback
570,Kieran Davies,LB,Manchester City,Algeria,Premier League,Attacking Wing Back
571,Luke Ait-Nouri,LB,Manchester United,Netherlands,Premier League,Attacking Wing Back
572,Ferland Dimarco,LB,West Ham,Brazil,Premier League,Falseback
573,Oleksandr Sandro,LB,Real Sociedad,Germany,La Liga,Fullback
574,Rayan Estupinan,LB,AS Roma,Spain,Serie A,Wingback
575,Jose Shaw,LB,Lyon,Portugal,Ligue 1,Fullback
576,Tyrick Hernandez,LB,Athletic Club,Portugal,La Liga,Wingback
577,Alejandro Dimarco,LB,AS Roma,Germany,Serie A,Falseback
578,Ian Alba,LB,Manchester City,Ecuador,Premier League,Fullback
579,Oleksandr Mendy,LB,RB Leipzig,Spain,Bundesliga,Fullback
580,Nuno Sandro,LB,Monaco,Argentina,Ligue 1,Wingback
581,Ian Mendy,LB,Manchester United,Spain,Premier League,Attacking Wing Back
582,Nuno Robertson,LB,RB Leipzig,Brazil,Bundesliga,Wingback
583,Nuno Mitchell,LB,Girona,Portugal,La Liga,Wingback
584,Luke Zinchenko,LB,Atletico Madrid,Italy,La Liga,Fullback
585,Pervis Mendes,LB,Liverpool,Ecuador,Premier League,Wingback
586,Lucas Guerreiro,LB,West Ham,Spain,Premier League,Wingback
587,Nuno Zinchenko,LB,Stuttgart,Ecuador,Bundesliga,Fullback
588,Tyrick Guerreiro,LB,Atletico Madrid,England,La Liga,Attacking Wing Back
589,Andrew Davies,LB,Real Sociedad,Ecuador,La Liga,Fullback
590,Luke Dimarco,LB,Bayern Munich,Spain,Bundesliga,Falseback
591,Raphael Robertson,LB,Juventus,Brazil,Serie A,Falseback
592,Luke Dimarco,LB,AS Roma,France,Serie A,Falseback
593,Raphael Maatsen,LB,Newcastle,Ukraine,Premier League,Attacking Wing Back
594,Raphael Ait-Nouri,LB,Atletico Madrid,Algeria,La Liga,Fullback
595,Tyrick Mykolenko,LB,Atletico Madrid,Ecuador,La Liga,Falseback
596,Federico Guerreiro,LB,Liverpool,Belgium,Premier League,Attacking Wing Back
597,Alphonso Cucurella,LB,Atalanta,Spain,Serie A,Falseback
598,Pervis Mendes,LB,West Ham,Spain,Premier League,Wingback
599,Theo Chilwell,LB,Tottenham,England,Premier League,Attacking Wing Back
600,Lucas Gaya,LB,PSG,Germany,Ligue 1,Fullback
601,Emerson Hernandez,LB,Liverpool,Spain,Premier League,Attacking Wing Back
602,Jose Palmieri,LB,Brighton,Canada,Premier League,Attacking Wing Back
603,Kieran Udogie,LB,Napoli,Ukraine,Serie A,Attacking Wing Back
604,Alphonso Mykolenko,LB,Frankfurt,Spain,Bundesliga,Attacking Wing Back
605,Ben Dimarco,LB,Inter Milan,Spain,Serie A,Wingback
606,Pervis Guerreiro,LB,Liverpool,Italy,Premier League,Falseback
607,Ferland Guerreiro,LB,Inter Milan,Netherlands,Serie A,Wingback
608,Marc Mendes,LB,Bayer Leverkusen,Portugal,Bundesliga,Fullback
609,Rayan Gaya,LB,Girona,Algeria,La Liga,Fullback
610,Andrew Robertson,LB,West Ham,Ukraine,Premier League,Attacking Wing Back
611,Marc Mykolenko,LB,Bologna,Brazil,Serie A,Falseback
612,Tyrick Palmieri,LB,Valencia,England,La Liga,Fullback
613,Oleksandr Maatsen,LB,Marseille,Belgium,Ligue 1,Wingback
614,Raphael Estupinan,LB,Valencia,Portugal,La Liga,Wingback
615,Raphael Digne,LB,Atalanta,Scotland,Serie A,Wingback
616,Raphael Shaw,LB,Lyon,Scotland,Ligue 1,Falseback
617,Emerson Estupinan,LB,Brest,Scotland,Ligue 1,Falseback
618,Kieran Balde,LB,Real Sociedad,Scotland,La Liga,Falseback
619,Pervis Robertson,LB,Girona,Algeria,La Liga,Fullback
620,Jordi Balde,LB,AC Milan,Spain,Serie A,Attacking Wing Back
621,Raphael Mykolenko,LB,Lille,Spain,Ligue 1,Fullback
622,Alphonso Chilwell,LB,Real Madrid,Canada,La Liga,Attacking Wing Back
623,Theo Zinchenko,LB,Bayern Munich,Brazil,Bundesliga,Wingback
624,Vitaliy Robertson,LB,Bologna,Scotland,Serie A,Falseback
625,Alphonso Ait-Nouri,LB,Real Betis,Italy,La Liga,Fullback
626,Oleksandr Cucurella,LB,Liverpool,Belgium,Premier League,Fullback
627,Renan Estupinan,LB,RB Leipzig,Scotland,Bundesliga,Attacking Wing Back
628,Jose Shaw,LB,Chelsea,Germany,Premier League,Falseback
629,Luke Estupinan,LB,Dortmund,England,Bundesliga,Attacking Wing Back
630,Ian Sandro,LB,West Ham,Belgium,Premier League,Fullback
631,Alex Cucurella,LB,Bologna,Ecuador,Serie A,Fullback
632,Pervis Zinchenko,LB,Frankfurt,Italy,Bundesliga,Fullback
633,Oleksandr Gaya,LB,Bayern Munich,France,Bundesliga,Wingback
634,Alex Cucurella,LB,Bayern Munich,Italy,Bundesliga,Fullback
635,Oleksandr Cucurella,LB,Bayer Leverkusen,Ukraine,Bundesliga,Falseback
636,Vitaliy Mykolenko,LB,AC Milan,Algeria,Serie A,Attacking Wing Back
637,Rayan Robertson,LB,Monaco,Brazil,Ligue 1,Fullback
638,Ben Dimarco,LB,Real Madrid,Argentina,La Liga,Falseback
639,Ben Lodi,LB,Juventus,Portugal,Serie A,Fullback
640,Jordi Maatsen,LB,Bayern Munich,Netherlands,Bundesliga,Falseback
641,Alex Guerreiro,LB,Aston Villa,Italy,Premier League,Wingback
642,Ben Digne,LB,Tottenham,Argentina,Premier League,Fullback
643,Ian Gaya,LB,Bologna,Ecuador,Serie A,Falseback
644,Emerson Palmieri,LB,Bayer Leverkusen,Germany,Bundesliga,Wingback
645,Kieran Guerreiro,LB,PSG,England,Ligue 1,Falseback
646,Tyrick Udogie,LB,Manchester United,Algeria,Premier League,Fullback
647,Luke Digne,LB,Atalanta,Brazil,Serie A,Fullback
648,Pervis Lodi,LB,Real Madrid,Scotland,La Liga,Attacking Wing Back
649,Pervis Zinchenko,LB,Bayern Munich,Spain,Bundesliga,Attacking Wing Back
650,Ferland Robertson,LB,Girona,Ukraine,La Liga,Wingback
651,Kieran Robertson,LB,Brest,Brazil,Ligue 1,Falseback
652,Lucas Balde,LB,Real Sociedad,Germany,La Liga,Wingback
653,Marc Ait-Nouri,LB,Dortmund,England,Bundesliga,Attacking Wing Back
654,Ian Estupinan,LB,PSG,Scotland,Ligue 1,Attacking Wing Back
655,Raphael Alba,LB,RB Leipzig,Canada,Bundesliga,Falseback
656,Oleksandr Guerreiro,LB,Chelsea,Scotland,Premier League,Attacking Wing Back
657,Destiny Mendes,LB,Marseille,Spain,Ligue 1,Wingback
658,Oleksandr Chilwell,LB,Stuttgart,Argentina,Bundesliga,Fullback
659,Emerson Digne,LB,Nice,Brazil,Ligue 1,Falseback
660,Emerson Mendy,LB,Stuttgart,Germany,Bundesliga,Attacking Wing Back
661,Pervis Tierney,LB,Real Sociedad,France,La Liga,Falseback
662,Jordi Mitchell,LB,Lille,Spain,Ligue 1,Fullback
663,Ian Udogie,LB,Lyon,France,Ligue 1,Attacking Wing Back
664,Ben Chilwell,LB,Napoli,Ecuador,Serie A,Attacking Wing Back
665,Alphonso Mendes,LB,Juventus,Ukraine,Serie A,Attacking Wing Back
666,Jordi Balde,LB,Lyon,Italy,Ligue 1,Attacking Wing Back
667,Jose Zinchenko,LB,PSG,Germany,Ligue 1,Wingback
668,Emerson Balde,LB,PSG,Brazil,Ligue 1,Falseback
669,Pervis Mykolenko,LB,Inter Milan,Brazil,Serie A,Falseback
670,Federico Dimarco,LB,Monaco,Algeria,Ligue 1,Wingback
671,Federico Mendes,LB,Arsenal,Portugal,Premier League,Fullback
672,Federico Mendes,LB,Lazio,England,Serie A,Fullback
673,Raphael Dimarco,LB,AC Milan,Scotland,Serie A,Attacking Wing Back
674,Nuno Gaya,LB,Dortmund,Belgium,Bundesliga,Fullback
675,Jordi Zinchenko,LB,Manchester City,Italy,Premier League,Fullback
676,Federico Estupinan,LB,Juventus,Algeria,Serie A,Falseback
677,Rayan Udogie,LB,Napoli,Argentina,Serie A,Wingback
678,Jose Chilwell,LB,AS Roma,England,Serie A,Attacking Wing Back
679,Luke Mitchell,LB,Bologna,Scotland,Serie A,Wingback
680,Alphonso Estupinan,LB,Frankfurt,France,Bundesliga,Falseback
681,Kieran Cucurella,LB,Bayern Munich,Spain,Bundesliga,Fullback
682,Renan Maatsen,LB,Nice,Portugal,Ligue 1,Attacking Wing Back
683,Marc Cucurella,LB,Bayer Leverkusen,Ukraine,Bundesliga,Wingback
684,Ferland Balde,LB,Marseille,Netherlands,Ligue 1,Fullback
685,Nuno Mendes,LB,PSG,Ecuador,Ligue 1,Falseback
686,Ferland Sandro,LB,Dortmund,Scotland,Bundesliga,Falseback
687,Kieran Dimarco,LB,AS Roma,Germany,Serie A,Fullback
688,Luke Hernandez,LB,Monaco,Belgium,Ligue 1,Wingback
689,Ian Chilwell,LB,Dortmund,Spain,Bundesliga,Wingback
690,Kieran Balde,LB,AC Milan,Ukraine,Serie A,Wingback
691,Alphonso Maatsen,LB,Barcelona,Ukraine,La Liga,Fullback
692,Tyrick Guerreiro,LB,Frankfurt,Ukraine,Bundesliga,Wingback
693,Federico Digne,LB,AC Milan,England,Serie A,Fullback
694,Nuno Balde,LB,Girona,Ecuador,La Liga,Attacking Wing Back
695,Andrew Davies,LB,Real Madrid,Belgium,La Liga,Fullback
696,Ferland Mendes,LB,Lyon,England,Ligue 1,Fullback
697,Emerson Tierney,LB,AS Roma,Belgium,Serie A,Attacking Wing Back
698,Ben Sandro,LB,Nice,Ukraine,Ligue 1,Attacking Wing Back
699,Ferland Hernandez,LB,Bayer Leverkusen,Italy,Bundesliga,Attacking Wing Back
700,Luke Digne,LB,Bologna,Netherlands,Serie A,Falseback
701,Ben Maatsen,LB,Lille,Ukraine,Ligue 1,Attacking Wing Back
702,Emerson Maatsen,LB,AS Roma,Portugal,Serie A,Falseback
703,Ben Ait-Nouri,LB,Juventus,Ecuador,Serie A,Falseback
704,Alejandro Mendes,LB,Inter Milan,Italy,Serie A,Fullback
705,Alejandro Robertson,LB,RB Leipzig,England,Bundesliga,Fullback
706,Jordi Lodi,LB,Marseille,Netherlands,Ligue 1,Attacking Wing Back
707,Lucas Dimarco,LB,Stuttgart,Portugal,Bundesliga,Attacking Wing Back
708,Marc Alba,LB,Bologna,France,Serie A,Wingback
709,Ben Zinchenko,LB,Arsenal,France,Premier League,Fullback
710,Kieran Sandro,LB,Bayern Munich,England,Bundesliga,Fullback
711,Lucas Mendes,LB,Newcastle,Scotland,Premier League,Wingback
712,Luke Hernandez,LB,Napoli,Belgium,Serie A,Wingback
713,Raphael Zinchenko,LB,AS Roma,Canada,Serie A,Attacking Wing Back
714,Oleksandr Davies,LB,Valencia,Algeria,La Liga,Wingback
715,Kieran Dimarco,LB,AS Roma,Ukraine,Serie A,Fullback
716,Lucas Davies,LB,Aston Villa,Portugal,Premier League,Wingback
717,Lucas Udogie,LB,AC Milan,Scotland,Serie A,Falseback
718,Marc Mendes,LB,Real Madrid,Ecuador,La Liga,Fullback
719,Kieran Balde,LB,RB Leipzig,Portugal,Bundesliga,Fullback
720,Emerson Zinchenko,LB,Bologna,Belgium,Serie A,Wingback
721,Nuno Davies,LB,Brighton,Scotland,Premier League,Attacking Wing Back
722,Raphael Guerreiro,LB,Arsenal,Argentina,Premier League,Wingback
723,Jose Palmieri,LB,Arsenal,Ecuador,Premier League,Fullback
724,Renan Ait-Nouri,LB,PSG,France,Ligue 1,Fullback
725,Alejandro Lodi,LB,PSG,Germany,Ligue 1,Attacking Wing Back
726,Andrew Mendes,LB,Bologna,Ecuador,Serie A,Attacking Wing Back
727,Lucas Shaw,LB,Real Madrid,Italy,La Liga,Fullback
728,Alejandro Sandro,LB,Marseille,Italy,Ligue 1,Attacking Wing Back
729,Andrew Mitchell,LB,Athletic Club,Portugal,La Liga,Attacking Wing Back
730,Jose Palmieri,LB,Inter Milan,Germany,Serie A,Wingback
731,Vitaliy Lodi,LB,Manchester City,Canada,Premier League,Fullback
732,Vitaliy Zinchenko,LB,Brest,Portugal,Ligue 1,Falseback
733,Renan Estupinan,LB,Manchester United,Argentina,Premier League,Attacking Wing Back
734,Renan Guerreiro,LB,Atalanta,France,Serie A,Fullback
735,Alejandro Sandro,LB,Dortmund,Netherlands,Bundesliga,Wingback
736,Renan Mendy,LB,Barcelona,Belgium,La Liga,Attacking Wing Back
737,Renan Gaya,LB,Frankfurt,Ecuador,Bundesliga,Attacking Wing Back
738,Jordi Chilwell,LB,Monaco,Algeria,Ligue 1,Wingback
739,Nuno Palmieri,LB,Nice,England,Ligue 1,Falseback
740,Marc Estupinan,LB,Inter Milan,Algeria,Serie A,Falseback
741,Andrew Mykolenko,LB,Marseille,Brazil,Ligue 1,Falseback
742,Jose Lodi,LB,Arsenal,England,Premier League,Wingback
743,Ferland Mitchell,LB,Bologna,Ecuador,Serie A,Fullback
744,Kieran Mykolenko,LB,Newcastle,Italy,Premier League,Attacking Wing Back
745,Federico Davies,LB,Newcastle,England,Premier League,Fullback
746,Luke Robertson,LB,Manchester United,England,Premier League,Falseback
747,Raphael Udogie,LB,Real Sociedad,France,La Liga,Wingback
