Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
366,Ronald Kounde,CB,West Ham,Uruguay,Premier League,Ball Playing Defender
367,Ruben Min-jae,CB,Valencia,Senegal,La Liga,Ball Playing Defender
368,Cristian Torres,CB,Liverpool,Portugal,Premier League,Ball Playing Defender
369,Kim Militao,CB,Juventus,Croatia,Serie A,Stopper
370,William Dias,CB,RB Leipzig,France,Bundesliga,Ball Playing Defender
371,Matthijs Skriniar,CB,Newcastle,Italy,Premier League,Stopper
372,William Magalhaes,CB,Newcastle,Italy,Premier League,Stopper
373,Antonio Bremer,CB,Marseille,Argentina,Ligue 1,Ball Playing Defender
374,Manuel Hummels,CB,AC Milan,Italy,Serie A,Stopper
375,Ronald Araujo,CB,Dortmund,Senegal,Bundesliga,Stopper
376,Alessandro Van Dijk,CB,AS Roma,Belgium,Serie A,Stopper
377,Mats Gvardiol,CB,Bayer Leverkusen,Belgium,Bundesliga,Stopper
378,Kim Torres,CB,Lyon,Uruguay,Ligue 1,Stopper
379,Harry Saliba,CB,Stuttgart,Belgium,Bundesliga,Ball Playing Defender
380,Ronald Bastoni,CB,Marseille,France,Ligue 1,Stopper
381,Josko Bremer,CB,Napoli,Senegal,Serie A,Stopper
382,Jules Araujo,CB,PSG,Portugal,Ligue 1,Stopper
383,Sven Ramos,CB,Brest,England,Ligue 1,Ball Playing Defender
384,Milan Romero,CB,Nice,Uruguay,Ligue 1,Ball Playing Defender
385,Harry Bastoni,CB,Manchester City,Portugal,Premier League,Ball Playing Defender
386,Bremer Militao,CB,AC Milan,Brazil,Serie A,Stopper
387,Marquinhos Skriniar,CB,Valencia,Netherlands,La Liga,Stopper
388,Ruben De Ligt,CB,Bayern Munich,Brazil,Bundesliga,Ball Playing Defender
389,Pau Maguire,CB,Lille,Italy,Ligue 1,Stopper
390,Ronald Araujo,CB,Nice,Switzerland,Ligue 1,Ball Playing Defender
391,Jules Gvardiol,CB,Chelsea,Uruguay,Premier League,Ball Playing Defender
392,Alessandro Min-jae,CB,Brighton,Uruguay,Premier League,Ball Playing Defender
393,Eder Martinez,CB,Real Betis,Spain,La Liga,Ball Playing Defender
394,Marquinhos Araujo,CB,Atletico Madrid,Spain,La Liga,Stopper
395,Dayot Kounde,CB,Chelsea,England,Premier League,Ball Playing Defender
396,Cristian Akanji,CB,Aston Villa,Germany,Premier League,Ball Playing Defender
397,Mats Dias,CB,Brest,Portugal,Ligue 1,Stopper
398,Matthijs Konate,CB,Atalanta,South Korea,Serie A,Stopper
399,Kim Torres,CB,Lille,Croatia,Ligue 1,Stopper
400,Eder Saliba,CB,Brest,Netherlands,Ligue 1,Ball Playing Defender
401,Virgil Hummels,CB,AS Roma,Croatia,Serie A,Ball Playing Defender
402,Ibrahima Militao,CB,Frankfurt,Brazil,Bundesliga,Stopper
403,Kim Upamecano,CB,Stuttgart,Spain,Bundesliga,Stopper
404,Virgil Min-jae,CB,Nice,Spain,Ligue 1,Ball Playing Defender
405,Harry Ramos,CB,Valencia,Italy,La Liga,Ball Playing Defender
406,Gabriel Kounde,CB,West Ham,Portugal,Premier League,Ball Playing Defender
407,Antonio Akanji,CB,Stuttgart,Netherlands,Bundesliga,Ball Playing Defender
408,Antonio Botman,CB,Lyon,Switzerland,Ligue 1,Ball Playing Defender
409,Cristian Torres,CB,Girona,Germany,La Liga,Stopper
410,Marquinhos Konate,CB,Aston Villa,Portugal,Premier League,Stopper
411,Gabriel Hummels,CB,Manchester City,Croatia,Premier League,Ball Playing Defender
412,Marquinhos Upamecano,CB,Liverpool,Uruguay,Premier League,Stopper
413,Eder Botman,CB,RB Leipzig,Croatia,Bundesliga,Ball Playing Defender
414,Mats Hummels,CB,Monaco,Argentina,Ligue 1,Stopper
415,William Militao,CB,Real Betis,England,La Liga,Stopper
416,William Upamecano,CB,RB Leipzig,France,Bundesliga,Ball Playing Defender
417,Marquinhos Torres,CB,Liverpool,Italy,Premier League,Ball Playing Defender
418,William Torres,CB,Athletic Club,Portugal,La Liga,Ball Playing Defender
419,Mats Van Dijk,CB,Bayer Leverkusen,Portugal,Bundesliga,Stopper
420,Ruben Saliba,CB,Lille,Belgium,Ligue 1,Stopper
421,Antonio Botman,CB,Chelsea,Uruguay,Premier League,Stopper
422,Alessandro Silva,CB,Athletic Club,Belgium,La Liga,Stopper
423,Gabriel Min-jae,CB,Bayern Munich,Belgium,Bundesliga,Stopper
424,Antonio De Ligt,CB,Chelsea,Spain,Premier League,Ball Playing Defender
425,Ibrahima Magalhaes,CB,Nice,Senegal,Ligue 1,Ball Playing Defender
426,Ibrahima Bastoni,CB,AC Milan,France,Serie A,Stopper
427,Marquinhos Konate,CB,RB Leipzig,Belgium,Bundesliga,Ball Playing Defender
428,Marquinhos Konate,CB,Stuttgart,Switzerland,Bundesliga,Stopper
429,Antonio Militao,CB,RB Leipzig,Brazil,Bundesliga,Ball Playing Defender
430,Sergio Kounde,CB,Tottenham,Netherlands,Premier League,Ball Playing Defender
431,Kim Botman,CB,Lazio,Belgium,Serie A,Stopper
432,Marquinhos Van Dijk,CB,Monaco,South Korea,Ligue 1,Stopper
433,Ruben Maguire,CB,Lyon,Germany,Ligue 1,Ball Playing Defender
434,Manuel Militao,CB,Inter Milan,Netherlands,Serie A,Stopper
435,Gabriel Bremer,CB,Lille,Germany,Ligue 1,Ball Playing Defender
436,Sven Konate,CB,PSG,Netherlands,Ligue 1,Stopper
437,Sven Botman,CB,Newcastle,Germany,Premier League,Ball Playing Defender
438,Pau Araujo,CB,Lille,Spain,Ligue 1,Stopper
439,Antonio Araujo,CB,AS Roma,Italy,Serie A,Ball Playing Defender
440,Ronald Bastoni,CB,Stuttgart,Switzerland,Bundesliga,Ball Playing Defender
441,Jules Akanji,CB,Marseille,Germany,Ligue 1,Stopper
442,Lisandro Konate,CB,West Ham,Netherlands,Premier League,Ball Playing Defender
443,Eder Konate,CB,Real Betis,Brazil,La Liga,Stopper
444,William Gvardiol,CB,AS Roma,South Korea,Serie A,Ball Playing Defender
445,Antonio Ramos,CB,Real Betis,South Korea,La Liga,Stopper
446,Sergio Martinez,CB,West Ham,Netherlands,Premier League,Ball Playing Defender
447,Kim Ramos,CB,Athletic Club,France,La Liga,Ball Playing Defender
448,Lisandro Militao,CB,Inter Milan,Croatia,Serie A,Stopper
449,Virgil Magalhaes,CB,RB Leipzig,Croatia,Bundesliga,Stopper
450,Sergio Bremer,CB,Aston Villa,Senegal,Premier League,Stopper
451,Ibrahima Ramos,CB,Juventus,Spain,Serie A,Stopper
452,Jules Militao,CB,Arsenal,Switzerland,Premier League,Stopper
453,Ronald Min-jae,CB,PSG,Croatia,Ligue 1,Stopper
454,Antonio Torres,CB,Atalanta,Portugal,Serie A,Stopper
455,Ibrahima Romero,CB,Dortmund,Brazil,Bundesliga,Ball Playing Defender
456,Dayot De Ligt,CB,Barcelona,Uruguay,La Liga,Ball Playing Defender
457,Matthijs Militao,CB,Manchester City,Senegal,Premier League,Stopper
458,Ibrahima Kounde,CB,Girona,Switzerland,La Liga,Ball Playing Defender
459,Mats Gvardiol,CB,Brest,South Korea,Ligue 1,Ball Playing Defender
460,Sergio Upamecano,CB,West Ham,Uruguay,Premier League,Stopper
461,Sven Torres,CB,Dortmund,Portugal,Bundesliga,Stopper
462,William Maguire,CB,Marseille,Netherlands,Ligue 1,Ball Playing Defender
463,Milan Gvardiol,CB,Atalanta,Croatia,Serie A,Ball Playing Defender
464,William Skriniar,CB,Manchester United,Netherlands,Premier League,Stopper
465,Virgil Militao,CB,Lyon,Italy,Ligue 1,Stopper
466,Mats Rudiger,CB,Juventus,South Korea,Serie A,Ball Playing Defender
467,Lisandro Skriniar,CB,Bologna,Portugal,Serie A,Stopper
468,Harry Bastoni,CB,Lyon,Brazil,Ligue 1,Ball Playing Defender
469,Lisandro De Ligt,CB,Inter Milan,Italy,Serie A,Ball Playing Defender
470,Gabriel Ramos,CB,Nice,Italy,Ligue 1,Stopper
471,Harry Rudiger,CB,Bayern Munich,Germany,Bundesliga,Stopper
472,Ronald Bastoni,CB,Real Madrid,Croatia,La Liga,Ball Playing Defender
473,Matthijs Rudiger,CB,Nice,Belgium,Ligue 1,Stopper
474,Jules Konate,CB,Brighton,Germany,Premier League,Ball Playing Defender
475,Sven Kounde,CB,Bayer Leverkusen,Belgium,Bundesliga,Stopper
476,Manuel De Ligt,CB,Valencia,Brazil,La Liga,Ball Playing Defender
477,Jules Konate,CB,Bayer Leverkusen,Italy,Bundesliga,Stopper
478,Pau Militao,CB,Aston Villa,Italy,Premier League,Ball Playing Defender
479,Marquinhos Militao,CB,Aston Villa,Italy,Premier League,Stopper
480,Pau Torres,CB,Chelsea,South Korea,Premier League,Ball Playing Defender
481,Gabriel Magalhaes,CB,Barcelona,South Korea,La Liga,Stopper
482,Bremer Min-jae,CB,Bologna,Senegal,Serie A,Ball Playing Defender
483,William Araujo,CB,Barcelona,England,La Liga,Stopper
484,Marquinhos Militao,CB,Valencia,Spain,La Liga,Stopper
485,Alessandro Van Dijk,CB,Stuttgart,Senegal,Bundesliga,Ball Playing Defender
486,Ibrahima Torres,CB,Dortmund,Switzerland,Bundesliga,Ball Playing Defender
487,Kim Maguire,CB,Real Betis,Spain,La Liga,Stopper
488,Josko Araujo,CB,West Ham,Croatia,Premier League,Ball Playing Defender
489,Marquinhos Araujo,CB,Real Madrid,Netherlands,La Liga,Stopper
490,Matthijs Saliba,CB,Arsenal,Uruguay,Premier League,Stopper
491,Virgil Saliba,CB,Monaco,Uruguay,Ligue 1,Stopper
492,Kim Militao,CB,Girona,Spain,La Liga,Ball Playing Defender
493,Sergio Martinez,CB,Brest,Italy,Ligue 1,Stopper
494,Matthijs Min-jae,CB,Chelsea,Germany,Premier League,Ball Playing Defender
495,Josko Dias,CB,Napoli,Senegal,Serie A,Ball Playing Defender
496,Jules Bastoni,CB,West Ham,Netherlands,Premier League,Ball Playing Defender
497,Lisandro Militao,CB,Real Betis,Spain,La Liga,Ball Playing Defender
498,Ibrahima Botman,CB,Liverpool,South Korea,Premier League,Stopper
499,Ibrahima Torres,CB,Barcelona,Uruguay,La Liga,Ball Playing Defender
500,Milan Maguire,CB,Inter Milan,Senegal,Serie A,Stopper
501,Milan Rudiger,CB,Dortmund,England,Bundesliga,Stopper
502,Jules Botman,CB,RB Leipzig,Belgium,Bundesliga,Stopper
503,Josko Araujo,CB,Dortmund,Uruguay,Bundesliga,Ball Playing Defender
504,Cristian Gvardiol,CB,Real Betis,Argentina,La Liga,Ball Playing Defender
505,Milan Van Dijk,CB,Barcelona,South Korea,La Liga,Ball Playing Defender
506,Ruben Martinez,CB,Nice,Spain,Ligue 1,Stopper
507,Mats Hummels,CB,AS Roma,Senegal,Serie A,Ball Playing Defender
508,Harry De Ligt,CB,Brighton,Germany,Premier League,Ball Playing Defender
509,Matthijs Ramos,CB,Aston Villa,Germany,Premier League,Stopper
510,Alessandro Akanji,CB,Real Betis,Germany,La Liga,Stopper
511,Jules Magalhaes,CB,Dortmund,Spain,Bundesliga,Stopper
512,Manuel Ramos,CB,Liverpool,Brazil,Premier League,Ball Playing Defender
513,Antonio Van Dijk,CB,Stuttgart,Belgium,Bundesliga,Stopper
514,Marquinhos Akanji,CB,Lyon,Argentina,Ligue 1,Stopper
515,Matthijs Kounde,CB,Real Sociedad,Portugal,La Liga,Stopper
516,Dayot Dias,CB,Brighton,Italy,Premier League,Stopper
517,Manuel Silva,CB,Frankfurt,South Korea,Bundesliga,Ball Playing Defender
518,Sergio Torres,CB,Real Madrid,Uruguay,La Liga,Ball Playing Defender
519,Manuel Kounde,CB,AS Roma,England,Serie A,Stopper
520,Cristian Gvardiol,CB,Arsenal,Netherlands,Premier League,Stopper
521,Kim Magalhaes,CB,Athletic Club,Argentina,La Liga,Ball Playing Defender
522,Lisandro Araujo,CB,Monaco,Germany,Ligue 1,Ball Playing Defender
523,Marquinhos Maguire,CB,RB Leipzig,Argentina,Bundesliga,Ball Playing Defender
524,Virgil Bremer,CB,Valencia,Brazil,La Liga,Stopper
525,Lisandro Ramos,CB,Atalanta,Portugal,Serie A,Stopper
526,Eder Araujo,CB,Aston Villa,Senegal,Premier League,Ball Playing Defender
527,Sven Gvardiol,CB,Juventus,Portugal,Serie A,Ball Playing Defender
528,Kim Torres,CB,West Ham,South Korea,Premier League,Stopper
529,Eder Saliba,CB,Brighton,Portugal,Premier League,Ball Playing Defender
530,Jules Akanji,CB,Monaco,South Korea,Ligue 1,Stopper
531,Eder Maguire,CB,Inter Milan,France,Serie A,Stopper
532,Gabriel Silva,CB,Brighton,South Korea,Premier League,Ball Playing Defender
533,Ronald Silva,CB,Stuttgart,Brazil,Bundesliga,Ball Playing Defender
534,Pau Maguire,CB,Bayern Munich,Belgium,Bundesliga,Ball Playing Defender
535,Lisandro Dias,CB,Manchester City,Switzerland,Premier League,Ball Playing Defender
536,Gabriel Romero,CB,Valencia,Netherlands,La Liga,Ball Playing Defender
537,Ibrahima Silva,CB,Bologna,Brazil,Serie A,Ball Playing Defender
538,Pau Gvardiol,CB,Monaco,Belgium,Ligue 1,Stopper
539,Ronald Bastoni,CB,Chelsea,Belgium,Premier League,Ball Playing Defender
540,Manuel Gvardiol,CB,AC Milan,Portugal,Serie A,Ball Playing Defender
541,Lisandro Militao,CB,Brest,South Korea,Ligue 1,Stopper
542,Dayot Silva,CB,Monaco,Uruguay,Ligue 1,Stopper
543,Kim Min-jae,CB,Aston Villa,Senegal,Premier League,Ball Playing Defender
544,Cristian Kounde,CB,Marseille,Italy,Ligue 1,Stopper
545,Josko Dias,CB,Real Madrid,Uruguay,La Liga,Ball Playing Defender
546,Bremer Martinez,CB,Manchester United,Italy,Premier League,Ball Playing Defender
547,Sergio Romero,CB,RB Leipzig,Brazil,Bundesliga,Ball Playing Defender
548,Ibrahima Militao,CB,Bayer Leverkusen,Switzerland,Bundesliga,Ball Playing Defender
549,Virgil De Ligt,CB,Juventus,France,Serie A,Stopper
550,Ronald Skriniar,CB,PSG,Argentina,Ligue 1,Stopper
551,Manuel Konate,CB,Real Sociedad,Belgium,La Liga,Ball Playing Defender
552,Dayot Saliba,CB,Chelsea,England,Premier League,Stopper
553,Bremer Akanji,CB,Dortmund,France,Bundesliga,Stopper
554,Kim Silva,CB,Bayer Leverkusen,Italy,Bundesliga,Ball Playing Defender
555,Harry Hummels,CB,Real Betis,Croatia,La Liga,Stopper
556,Manuel Silva,CB,Tottenham,South Korea,Premier League,Stopper
557,Antonio Skriniar,CB,Bayer Leverkusen,Spain,Bundesliga,Ball Playing Defender
558,Virgil De Ligt,CB,Bayer Leverkusen,Croatia,Bundesliga,Stopper
559,Jules Dias,CB,Liverpool,Spain,Premier League,Ball Playing Defender
560,Bremer De Ligt,CB,Girona,England,La Liga,Stopper
561,Pau Araujo,CB,Real Madrid,Argentina,La Liga,Stopper
562,Marquinhos Bremer,CB,Dortmund,Brazil,Bundesliga,Stopper
563,Josko Gvardiol,CB,Lille,Portugal,Ligue 1,Ball Playing Defender
564,Sergio Konate,CB,Bologna,France,Serie A,Ball Playing Defender
565,Sven Maguire,CB,Marseille,England,Ligue 1,Stopper
566,Manuel Skriniar,CB,Lazio,South Korea,Serie A,Ball Playing Defender
567,Kim Konate,CB,Napoli,Portugal,Serie A,Stopper
568,Sergio Konate,CB,Girona,Uruguay,La Liga,Ball Playing Defender
569,Gabriel Dias,CB,Stuttgart,Portugal,Bundesliga,Stopper
570,Dayot Maguire,CB,Real Sociedad,Portugal,La Liga,Ball Playing Defender
571,Jules Romero,CB,RB Leipzig,France,Bundesliga,Ball Playing Defender
572,Marquinhos Maguire,CB,Liverpool,Belgium,Premier League,Ball Playing Defender
573,Cristian Martinez,CB,Real Madrid,Brazil,La Liga,Stopper
574,Lisandro Ramos,CB,Bayer Leverkusen,England,Bundesliga,Ball Playing Defender
575,Eder De Ligt,CB,Inter Milan,Netherlands,Serie A,Stopper
576,William De Ligt,CB,Bayer Leverkusen,Spain,Bundesliga,Ball Playing Defender
577,Sergio Van Dijk,CB,AS Roma,France,Serie A,Ball Playing Defender
578,Eder Saliba,CB,RB Leipzig,Italy,Bundesliga,Ball Playing Defender
579,Gabriel Akanji,CB,Arsenal,Brazil,Premier League,Ball Playing Defender
580,Antonio Kounde,CB,Girona,Portugal,La Liga,Ball Playing Defender
581,Virgil Upamecano,CB,Nice,England,Ligue 1,Stopper
582,Eder Silva,CB,Lille,Germany,Ligue 1,Ball Playing Defender
583,Manuel Akanji,CB,Brest,Germany,Ligue 1,Stopper
584,Lisandro Magalhaes,CB,Stuttgart,Argentina,Bundesliga,Stopper
585,Cristian Konate,CB,Lille,Portugal,Ligue 1,Ball Playing Defender
586,Mats Maguire,CB,Marseille,England,Ligue 1,Ball Playing Defender
587,Marquinhos Bremer,CB,Bayer Leverkusen,Uruguay,Bundesliga,Stopper
588,Gabriel Martinez,CB,Aston Villa,Portugal,Premier League,Stopper
589,Ibrahima Upamecano,CB,Arsenal,Portugal,Premier League,Stopper
590,Gabriel Botman,CB,Dortmund,Portugal,Bundesliga,Ball Playing Defender
591,Milan Romero,CB,Manchester City,Italy,Premier League,Stopper
592,Sven Kounde,CB,PSG,Brazil,Ligue 1,Stopper
593,Josko Saliba,CB,Real Betis,Argentina,La Liga,Ball Playing Defender
594,Harry Romero,CB,Atletico Madrid,Argentina,La Liga,Ball Playing Defender
595,Ibrahima Martinez,CB,Inter Milan,Brazil,Serie A,Stopper
596,Jules Torres,CB,Real Madrid,Switzerland,La Liga,Ball Playing Defender
597,Cristian Martinez,CB,Bayer Leverkusen,Portugal,Bundesliga,Ball Playing Defender
598,Sergio Militao,CB,Real Sociedad,France,La Liga,Ball Playing Defender
599,Antonio Torres,CB,Dortmund,Senegal,Bundesliga,Ball Playing Defender
600,Marquinhos Kounde,CB,Juventus,South Korea,Serie A,Ball Playing Defender
601,Eder Dias,CB,Bayer Leverkusen,Netherlands,Bundesliga,Ball Playing Defender
602,Milan Skriniar,CB,Stuttgart,Argentina,Bundesliga,Stopper
603,Ibrahima Ramos,CB,Dortmund,Croatia,Bundesliga,Stopper
604,William Bastoni,CB,Bayer Leverkusen,Croatia,Bundesliga,Stopper
605,Sven Van Dijk,CB,Juventus,Argentina,Serie A,Ball Playing Defender
606,Lisandro Dias,CB,Barcelona,Italy,La Liga,Ball Playing Defender
607,Dayot Botman,CB,Napoli,Portugal,Serie A,Ball Playing Defender
608,Eder Akanji,CB,Stuttgart,Senegal,Bundesliga,Stopper
609,Josko Bremer,CB,PSG,Belgium,Ligue 1,Ball Playing Defender
610,Harry Rudiger,CB,Marseille,France,Ligue 1,Stopper
611,Sven Silva,CB,Manchester United,France,Premier League,Stopper
612,Lisandro De Ligt,CB,Atletico Madrid,Spain,La Liga,Stopper
613,Ronald Van Dijk,CB,Juventus,Spain,Serie A,Stopper
614,Alessandro Skriniar,CB,Juventus,Spain,Serie A,Ball Playing Defender
615,Harry Akanji,CB,Brest,Argentina,Ligue 1,Stopper
616,Kim Botman,CB,Stuttgart,South Korea,Bundesliga,Stopper
617,Harry De Ligt,CB,Napoli,Argentina,Serie A,Ball Playing Defender
618,Harry Akanji,CB,Stuttgart,England,Bundesliga,Stopper
619,Bremer Hummels,CB,Tottenham,Croatia,Premier League,Ball Playing Defender
620,William Maguire,CB,PSG,Spain,Ligue 1,Stopper
621,Dayot Van Dijk,CB,Dortmund,Switzerland,Bundesliga,Stopper
622,Bremer Van Dijk,CB,Inter Milan,Spain,Serie A,Stopper
623,Bremer Ramos,CB,West Ham,Germany,Premier League,Ball Playing Defender
624,Ibrahima Militao,CB,Atletico Madrid,England,La Liga,Stopper
625,Milan Bastoni,CB,Marseille,Netherlands,Ligue 1,Stopper
626,Sven Botman,CB,Brest,France,Ligue 1,Stopper
627,Gabriel Hummels,CB,Athletic Club,Italy,La Liga,Ball Playing Defender
628,Josko Konate,CB,Frankfurt,South Korea,Bundesliga,Stopper
629,Alessandro Torres,CB,Marseille,Portugal,Ligue 1,Ball Playing Defender
630,Marquinhos Saliba,CB,PSG,Argentina,Ligue 1,Ball Playing Defender
631,Gabriel Dias,CB,Brest,Portugal,Ligue 1,Stopper
632,Lisandro Romero,CB,Frankfurt,Brazil,Bundesliga,Stopper
633,Sven Torres,CB,Frankfurt,Germany,Bundesliga,Ball Playing Defender
634,Ibrahima Romero,CB,Bologna,Senegal,Serie A,Ball Playing Defender
635,Marquinhos Hummels,CB,West Ham,Croatia,Premier League,Ball Playing Defender
636,Manuel Kounde,CB,Manchester City,Argentina,Premier League,Stopper
637,Eder Kounde,CB,Lille,Germany,Ligue 1,Stopper
638,Manuel Militao,CB,Frankfurt,England,Bundesliga,Ball Playing Defender
639,William Min-jae,CB,Tottenham,France,Premier League,Stopper
640,Matthijs Van Dijk,CB,Lazio,Italy,Serie A,Ball Playing Defender
641,Ronald Hummels,CB,Atletico Madrid,South Korea,La Liga,Ball Playing Defender
642,Mats Botman,CB,PSG,Spain,Ligue 1,Stopper
643,Alessandro Magalhaes,CB,Lyon,Belgium,Ligue 1,Ball Playing Defender
644,Marquinhos Van Dijk,CB,Brighton,Italy,Premier League,Ball Playing Defender
645,Jules Hummels,CB,Atalanta,Spain,Serie A,Ball Playing Defender
646,Cristian Bastoni,CB,Lazio,Argentina,Serie A,Stopper
647,Matthijs Skriniar,CB,Atalanta,Switzerland,Serie A,Ball Playing Defender
648,William Upamecano,CB,Real Sociedad,Italy,La Liga,Ball Playing Defender
649,Sven Kounde,CB,Bologna,Senegal,Serie A,Stopper
650,Ruben Konate,CB,Chelsea,Germany,Premier League,Stopper
651,Pau Botman,CB,Liverpool,England,Premier League,Stopper
652,Ronald Gvardiol,CB,Lyon,Netherlands,Ligue 1,Ball Playing Defender
653,Matthijs Rudiger,CB,Real Madrid,Belgium,La Liga,Stopper
654,William Skriniar,CB,Bayer Leverkusen,Croatia,Bundesliga,Ball Playing Defender
655,Matthijs Min-jae,CB,Inter Milan,Spain,Serie A,Stopper
656,Ibrahima Upamecano,CB,Inter Milan,Uruguay,Serie A,Stopper
657,Harry Martinez,CB,Dortmund,Portugal,Bundesliga,Stopper
658,Virgil Bremer,CB,Manchester United,Senegal,Premier League,Stopper
659,Lisandro Ramos,CB,Bayer Leverkusen,Germany,Bundesliga,Stopper
660,Alessandro Min-jae,CB,Manchester City,South Korea,Premier League,Ball Playing Defender
661,Antonio Min-jae,CB,Dortmund,Portugal,Bundesliga,Ball Playing Defender
662,Virgil Kounde,CB,Napoli,Netherlands,Serie A,Stopper
663,Ronald Skriniar,CB,Lille,Netherlands,Ligue 1,Ball Playing Defender
664,Matthijs Militao,CB,Barcelona,Brazil,La Liga,Ball Playing Defender
665,Marquinhos Ramos,CB,Manchester City,Belgium,Premier League,Ball Playing Defender
666,Eder Maguire,CB,Marseille,Croatia,Ligue 1,Ball Playing Defender
667,Sergio Upamecano,CB,Lazio,Croatia,Serie A,Stopper
668,Eder Torres,CB,PSG,Spain,Ligue 1,Ball Playing Defender
669,Manuel De Ligt,CB,Monaco,Switzerland,Ligue 1,Stopper
670,Manuel Kounde,CB,RB Leipzig,Senegal,Bundesliga,Stopper
671,Eder Min-jae,CB,RB Leipzig,Brazil,Bundesliga,Ball Playing Defender
672,Pau Botman,CB,Brest,Brazil,Ligue 1,Stopper
673,Dayot Akanji,CB,Bayer Leverkusen,Italy,Bundesliga,Ball Playing Defender
674,Antonio Botman,CB,Barcelona,England,La Liga,Ball Playing Defender
675,Pau Akanji,CB,Valencia,Germany,La Liga,Stopper
676,Antonio Martinez,CB,Atalanta,Spain,Serie A,Ball Playing Defender
677,Pau Van Dijk,CB,AS Roma,Croatia,Serie A,Stopper
678,Kim Bremer,CB,Manchester City,Uruguay,Premier League,Ball Playing Defender
679,Dayot Van Dijk,CB,Nice,England,Ligue 1,Ball Playing Defender
680,Harry Konate,CB,Manchester City,Brazil,Premier League,Stopper
681,Sergio Botman,CB,Real Betis,South Korea,La Liga,Ball Playing Defender
682,William Saliba,CB,Atalanta,Uruguay,Serie A,Ball Playing Defender
683,Matthijs Gvardiol,CB,Real Betis,Portugal,La Liga,Stopper
684,Ruben Magalhaes,CB,Brest,Croatia,Ligue 1,Ball Playing Defender
685,Cristian Ramos,CB,RB Leipzig,England,Bundesliga,Ball Playing Defender
686,Milan Magalhaes,CB,Brest,Spain,Ligue 1,Ball Playing Defender
687,Milan Skriniar,CB,Monaco,France,Ligue 1,Stopper
688,Virgil Van Dijk,CB,Atletico Madrid,Belgium,La Liga,Ball Playing Defender
689,Mats Torres,CB,Stuttgart,Belgium,Bundesliga,Stopper
690,William Bastoni,CB,Lille,Italy,Ligue 1,Stopper
691,Ibrahima Magalhaes,CB,Lazio,England,Serie A,Ball Playing Defender
692,Antonio Militao,CB,Real Betis,Switzerland,La Liga,Stopper
693,Pau Kounde,CB,Valencia,Uruguay,La Liga,Stopper
694,Marquinhos Romero,CB,Monaco,France,Ligue 1,Stopper
695,Matthijs Martinez,CB,Stuttgart,Spain,Bundesliga,Ball Playing Defender
696,Mats Militao,CB,Valencia,Brazil,La Liga,Ball Playing Defender
697,Manuel Upamecano,CB,Lille,Switzerland,Ligue 1,Stopper
698,Marquinhos Gvardiol,CB,Bayer Leverkusen,France,Bundesliga,Stopper
699,Sergio Hummels,CB,Dortmund,Germany,Bundesliga,Stopper
700,Josko Silva,CB,Barcelona,Germany,La Liga,Stopper
701,Manuel Magalhaes,CB,Athletic Club,South Korea,La Liga,Stopper
702,Matthijs Dias,CB,Brighton,Argentina,Premier League,Stopper
703,Gabriel Bremer,CB,Dortmund,Portugal,Bundesliga,Stopper
704,Ibrahima Bastoni,CB,Tottenham,Portugal,Premier League,Stopper
705,Ruben Van Dijk,CB,Frankfurt,Croatia,Bundesliga,Ball Playing Defender
706,Lisandro Araujo,CB,Chelsea,Portugal,Premier League,Ball Playing Defender
707,Manuel Botman,CB,Liverpool,Netherlands,Premier League,Stopper
708,Sergio Saliba,CB,Aston Villa,France,Premier League,Ball Playing Defender
709,Gabriel Magalhaes,CB,Real Betis,Germany,La Liga,Stopper
710,Ruben Silva,CB,AS Roma,Germany,Serie A,Ball Playing Defender
711,Milan Romero,CB,Manchester United,Portugal,Premier League,Stopper
712,Harry Botman,CB,Lyon,Switzerland,Ligue 1,Ball Playing Defender
713,Jules Kounde,CB,Chelsea,Switzerland,Premier League,Stopper
714,Matthijs Militao,CB,Lyon,Argentina,Ligue 1,Ball Playing Defender
715,Josko Martinez,CB,Napoli,Uruguay,Serie A,Ball Playing Defender
716,Ruben Gvardiol,CB,Bologna,Belgium,Serie A,Ball Playing Defender
717,Pau Akanji,CB,Bayern Munich,Argentina,Bundesliga,Ball Playing Defender
718,Josko Van Dijk,CB,RB Leipzig,Portugal,Bundesliga,Stopper
719,Gabriel Rudiger,CB,Brighton,France,Premier League,Ball Playing Defender
720,Sven Maguire,CB,Bologna,Spain,Serie A,Ball Playing Defender
721,Cristian Silva,CB,Lille,Italy,Ligue 1,Stopper
722,Virgil Van Dijk,CB,Valencia,Senegal,La Liga,Ball Playing Defender
723,Eder Rudiger,CB,RB Leipzig,Germany,Bundesliga,Stopper
724,Virgil Konate,CB,Bologna,Italy,Serie A,Stopper
725,Ibrahima Van Dijk,CB,Monaco,France,Ligue 1,Ball Playing Defender
726,Manuel Botman,CB,RB Leipzig,Uruguay,Bundesliga,Stopper
727,Matthijs Bastoni,CB,PSG,Portugal,Ligue 1,Stopper
728,Ronald Martinez,CB,Manchester City,England,Premier League,Ball Playing Defender
729,Sergio Hummels,CB,Atletico Madrid,France,La Liga,Ball Playing Defender
730,Ruben Saliba,CB,Liverpool,South Korea,Premier League,Ball Playing Defender
731,Sergio Saliba,CB,Atalanta,Spain,Serie A,Stopper
