Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
364,Jack Heung-min,LW,Manchester City,Spain,Premier League,Inside Forward
365,Mykhailo Gakpo,LW,Valencia,England,La Liga,Wide Playmaker
366,Gabriel Coman,LW,RB Leipzig,France,Bundesliga,Wide Playmaker
367,Ansu Doku,LW,AC Milan,Argentina,Serie A,Inside Forward
368,Wilfried Garnacho,LW,Atalanta,Belgium,Serie A,Inside Forward
369,Jack Williams,LW,AC Milan,Ukraine,Serie A,Wide Playmaker
370,Nico Zaha,LW,Bayer Leverkusen,Colombia,Bundesliga,Winger
371,Alejandro Mudryk,LW,Marseille,Spain,Ligue 1,Inside Forward
372,Luis Fati,LW,Arsenal,England,Premier League,Wide Playmaker
373,Gabriel Junior,LW,Atalanta,Spain,Serie A,Wide Playmaker
374,Ansu Junior,LW,Brest,Argentina,Ligue 1,Inside Forward
375,Vinicius Rashford,LW,RB Leipzig,Spain,Bundesliga,Inside Forward
376,Jack Doku,LW,RB Leipzig,Japan,Bundesliga,Wide Playmaker
377,Vinicius Heung-min,LW,Tottenham,Ukraine,Premier League,Wide Playmaker
378,Marcus Zaha,LW,PSG,Ivory Coast,Ligue 1,Winger
379,Son Rashford,LW,Real Madrid,Japan,La Liga,Winger
380,Jack Zaha,LW,PSG,Portugal,Ligue 1,Inside Forward
381,Gabriel Kvaratskhelia,LW,Lille,Argentina,Ligue 1,Wide Playmaker
382,Khvicha Fati,LW,Frankfurt,Colombia,Bundesliga,Wide Playmaker
383,Luis Kvaratskhelia,LW,Barcelona,Belgium,La Liga,Inside Forward
384,Khvicha Mitoma,LW,Bologna,Japan,Serie A,Winger
385,Rafael Coman,LW,Lille,Belgium,Ligue 1,Wide Playmaker
386,Alejandro Doku,LW,Tottenham,Japan,Premier League,Winger
387,Kylian Barnes,LW,PSG,Ivory Coast,Ligue 1,Winger
388,Marcus Mbappe,LW,Frankfurt,Japan,Bundesliga,Wide Playmaker
389,Jadon Zaha,LW,Manchester United,South Korea,Premier League,Inside Forward
390,Nico Fati,LW,Tottenham,Portugal,Premier League,Wide Playmaker
391,Harvey Barnes,LW,AS Roma,Argentina,Serie A,Wide Playmaker
392,Alejandro Mbappe,LW,Frankfurt,Japan,Bundesliga,Wide Playmaker
393,Kingsley Martinelli,LW,Bologna,England,Serie A,Winger
394,Luis Barnes,LW,Frankfurt,Georgia,Bundesliga,Winger
395,Marcus Mitoma,LW,Nice,Ivory Coast,Ligue 1,Inside Forward
396,Alejandro Fati,LW,Barcelona,Argentina,La Liga,Wide Playmaker
397,Wilfried Leao,LW,Manchester City,Colombia,Premier League,Winger
398,Luis Doku,LW,Juventus,Ukraine,Serie A,Wide Playmaker
399,Alejandro Leao,LW,Liverpool,Spain,Premier League,Wide Playmaker
400,Kylian Garnacho,LW,Napoli,Belgium,Serie A,Wide Playmaker
401,Kingsley Coman,LW,Chelsea,Argentina,Premier League,Winger
402,Mykhailo Leao,LW,Lyon,Belgium,Ligue 1,Wide Playmaker
403,Jeremy Fati,LW,Aston Villa,Portugal,Premier League,Wide Playmaker
404,Kaoru Mudryk,LW,Aston Villa,Ivory Coast,Premier League,Inside Forward
405,Ansu Barnes,LW,Barcelona,Georgia,La Liga,Wide Playmaker
406,Kaoru Junior,LW,Lyon,Argentina,Ligue 1,Inside Forward
407,Wilfried Leao,LW,Tottenham,Ukraine,Premier League,Winger
408,Alejandro Heung-min,LW,Juventus,South Korea,Serie A,Wide Playmaker
409,Gabriel Sancho,LW,Real Betis,Spain,La Liga,Inside Forward
410,Jadon Barnes,LW,Arsenal,France,Premier League,Inside Forward
411,Harvey Heung-min,LW,Lazio,Ukraine,Serie A,Winger
412,Kaoru Grealish,LW,Liverpool,South Korea,Premier League,Inside Forward
413,Kingsley Barnes,LW,Arsenal,South Korea,Premier League,Inside Forward
414,Kaoru Heung-min,LW,Tottenham,France,Premier League,Wide Playmaker
415,Khvicha Junior,LW,Stuttgart,France,Bundesliga,Inside Forward
416,Kingsley Mitoma,LW,Bayern Munich,Germany,Bundesliga,Wide Playmaker
417,Nico Kvaratskhelia,LW,AS Roma,Japan,Serie A,Wide Playmaker
418,Ansu Grealish,LW,Inter Milan,France,Serie A,Inside Forward
419,Gabriel Sancho,LW,Lyon,South Korea,Ligue 1,Inside Forward
420,Luis Gakpo,LW,Lyon,Germany,Ligue 1,Wide Playmaker
421,Alejandro Diaz,LW,West Ham,Colombia,Premier League,Inside Forward
422,Ansu Martinelli,LW,Stuttgart,Argentina,Bundesliga,Wide Playmaker
423,Vinicius Gakpo,LW,Manchester United,Colombia,Premier League,Inside Forward
424,Kaoru Zaha,LW,Bayern Munich,Georgia,Bundesliga,Winger
425,Jack Grealish,LW,Bayer Leverkusen,Ukraine,Bundesliga,Wide Playmaker
426,Gabriel Kvaratskhelia,LW,Brest,Brazil,Ligue 1,Wide Playmaker
427,Rafael Heung-min,LW,West Ham,Colombia,Premier League,Winger
428,Alejandro Williams,LW,Napoli,Germany,Serie A,Wide Playmaker
429,Jack Sancho,LW,Lille,Germany,Ligue 1,Wide Playmaker
430,Khvicha Doku,LW,Atalanta,Belgium,Serie A,Wide Playmaker
431,Khvicha Mbappe,LW,Manchester United,Netherlands,Premier League,Wide Playmaker
432,Harvey Heung-min,LW,Napoli,Spain,Serie A,Wide Playmaker
433,Harvey Sancho,LW,Bologna,Ukraine,Serie A,Inside Forward
434,Kylian Garnacho,LW,Napoli,Spain,Serie A,Winger
435,Nico Martinelli,LW,Nice,Portugal,Ligue 1,Winger
436,Ansu Fati,LW,Lyon,Spain,Ligue 1,Winger
437,Marcus Mudryk,LW,Juventus,Argentina,Serie A,Inside Forward
438,Gabriel Gakpo,LW,Nice,South Korea,Ligue 1,Winger
439,Son Grealish,LW,AC Milan,Ukraine,Serie A,Wide Playmaker
440,Wilfried Martinelli,LW,Monaco,Argentina,Ligue 1,Wide Playmaker
441,Wilfried Grealish,LW,Athletic Club,Georgia,La Liga,Inside Forward
442,Jack Sancho,LW,Bologna,Colombia,Serie A,Wide Playmaker
443,Gabriel Garnacho,LW,Napoli,Georgia,Serie A,Inside Forward
444,Rafael Sancho,LW,Atalanta,Colombia,Serie A,Wide Playmaker
445,Kylian Kvaratskhelia,LW,Lyon,Japan,Ligue 1,Inside Forward
446,Luis Junior,LW,AS Roma,England,Serie A,Winger
447,Jadon Junior,LW,Girona,Belgium,La Liga,Winger
448,Cody Coman,LW,Girona,Ivory Coast,La Liga,Winger
449,Gabriel Garnacho,LW,AC Milan,Colombia,Serie A,Inside Forward
450,Gabriel Kvaratskhelia,LW,Athletic Club,Germany,La Liga,Inside Forward
451,Alejandro Rashford,LW,Nice,Georgia,Ligue 1,Winger
452,Jack Leao,LW,Lazio,England,Serie A,Winger
453,Alejandro Mbappe,LW,RB Leipzig,Netherlands,Bundesliga,Wide Playmaker
454,Son Rashford,LW,Monaco,Netherlands,Ligue 1,Inside Forward
455,Wilfried Leao,LW,Frankfurt,Argentina,Bundesliga,Wide Playmaker
456,Wilfried Rashford,LW,Dortmund,Spain,Bundesliga,Inside Forward
457,Mykhailo Sancho,LW,Juventus,Japan,Serie A,Winger
458,Jack Mbappe,LW,Juventus,Portugal,Serie A,Inside Forward
459,Kingsley Sancho,LW,West Ham,Brazil,Premier League,Inside Forward
460,Kingsley Sancho,LW,Lazio,Argentina,Serie A,Winger
461,Cody Garnacho,LW,Nice,England,Ligue 1,Wide Playmaker
462,Luis Zaha,LW,Atletico Madrid,Germany,La Liga,Winger
463,Marcus Mbappe,LW,AS Roma,Colombia,Serie A,Inside Forward
464,Kaoru Grealish,LW,Barcelona,Japan,La Liga,Inside Forward
465,Jeremy Diaz,LW,Lyon,Netherlands,Ligue 1,Inside Forward
466,Kylian Grealish,LW,Monaco,England,Ligue 1,Winger
467,Rafael Garnacho,LW,RB Leipzig,Brazil,Bundesliga,Wide Playmaker
468,Jadon Rashford,LW,AS Roma,Belgium,Serie A,Wide Playmaker
469,Cody Kvaratskhelia,LW,PSG,Georgia,Ligue 1,Inside Forward
470,Vinicius Mbappe,LW,Bayer Leverkusen,England,Bundesliga,Inside Forward
471,Khvicha Mbappe,LW,Lille,Portugal,Ligue 1,Wide Playmaker
472,Mykhailo Fati,LW,Atalanta,Netherlands,Serie A,Wide Playmaker
473,Jadon Leao,LW,Lyon,Spain,Ligue 1,Wide Playmaker
474,Jack Barnes,LW,Bayern Munich,Spain,Bundesliga,Wide Playmaker
475,Rafael Garnacho,LW,Aston Villa,Germany,Premier League,Winger
476,Son Junior,LW,Real Madrid,Brazil,La Liga,Inside Forward
477,Jadon Garnacho,LW,Arsenal,Belgium,Premier League,Wide Playmaker
478,Kylian Mudryk,LW,Dortmund,Ivory Coast,Bundesliga,Winger
479,Jadon Doku,LW,Inter Milan,South Korea,Serie A,Inside Forward
480,Jack Heung-min,LW,Bologna,Argentina,Serie A,Inside Forward
481,Alejandro Garnacho,LW,Atalanta,Argentina,Serie A,Inside Forward
482,Luis Martinelli,LW,PSG,Brazil,Ligue 1,Wide Playmaker
483,Cody Grealish,LW,Juventus,South Korea,Serie A,Inside Forward
484,Marcus Grealish,LW,Newcastle,Ivory Coast,Premier League,Inside Forward
485,Vinicius Mbappe,LW,Bologna,France,Serie A,Inside Forward
486,Nico Coman,LW,Bayern Munich,Spain,Bundesliga,Inside Forward
487,Ansu Sancho,LW,Bologna,Georgia,Serie A,Wide Playmaker
488,Kylian Zaha,LW,Brighton,England,Premier League,Winger
489,Harvey Mbappe,LW,PSG,Japan,Ligue 1,Wide Playmaker
490,Kaoru Kvaratskhelia,LW,Brighton,Colombia,Premier League,Winger
491,Jadon Mbappe,LW,Aston Villa,Ukraine,Premier League,Inside Forward
492,Jadon Gakpo,LW,Aston Villa,Japan,Premier League,Inside Forward
493,Gabriel Williams,LW,Manchester City,Argentina,Premier League,Inside Forward
494,Kingsley Mudryk,LW,Napoli,Ukraine,Serie A,Winger
495,Mykhailo Sancho,LW,Barcelona,Germany,La Liga,Inside Forward
496,Jack Doku,LW,Marseille,Georgia,Ligue 1,Inside Forward
497,Jack Mitoma,LW,AC Milan,France,Serie A,Winger
498,Harvey Martinelli,LW,West Ham,Japan,Premier League,Inside Forward
499,Vinicius Coman,LW,PSG,Japan,Ligue 1,Wide Playmaker
500,Harvey Zaha,LW,RB Leipzig,England,Bundesliga,Wide Playmaker
501,Gabriel Junior,LW,AS Roma,South Korea,Serie A,Inside Forward
502,Kylian Rashford,LW,Tottenham,Ivory Coast,Premier League,Winger
503,Gabriel Martinelli,LW,Nice,Argentina,Ligue 1,Winger
504,Marcus Heung-min,LW,Brest,Colombia,Ligue 1,Inside Forward
505,Harvey Heung-min,LW,Arsenal,Brazil,Premier League,Inside Forward
506,Son Zaha,LW,Stuttgart,Argentina,Bundesliga,Inside Forward
507,Gabriel Garnacho,LW,Bayern Munich,Georgia,Bundesliga,Wide Playmaker
508,Rafael Gakpo,LW,Bayer Leverkusen,Argentina,Bundesliga,Winger
509,Kylian Rashford,LW,Valencia,Portugal,La Liga,Winger
510,Marcus Barnes,LW,Inter Milan,Georgia,Serie A,Inside Forward
511,Cody Heung-min,LW,West Ham,Argentina,Premier League,Winger
512,Luis Rashford,LW,Monaco,Spain,Ligue 1,Winger
513,Wilfried Junior,LW,Real Sociedad,England,La Liga,Inside Forward
514,Vinicius Kvaratskhelia,LW,Liverpool,Georgia,Premier League,Inside Forward
515,Kingsley Garnacho,LW,Bologna,Argentina,Serie A,Winger
516,Marcus Gakpo,LW,Liverpool,Spain,Premier League,Inside Forward
517,Jack Sancho,LW,Brighton,Netherlands,Premier League,Wide Playmaker
518,Rafael Williams,LW,Brest,Brazil,Ligue 1,Wide Playmaker
519,Jadon Gakpo,LW,RB Leipzig,Germany,Bundesliga,Inside Forward
520,Kingsley Mbappe,LW,Stuttgart,Colombia,Bundesliga,Winger
521,Luis Diaz,LW,Manchester United,Netherlands,Premier League,Wide Playmaker
522,Harvey Martinelli,LW,Real Betis,England,La Liga,Wide Playmaker
523,Harvey Martinelli,LW,RB Leipzig,France,Bundesliga,Winger
524,Ansu Gakpo,LW,Marseille,Germany,Ligue 1,Wide Playmaker
525,Jadon Mudryk,LW,Atletico Madrid,Portugal,La Liga,Winger
526,Son Williams,LW,RB Leipzig,Georgia,Bundesliga,Winger
527,Jadon Leao,LW,Dortmund,Japan,Bundesliga,Winger
528,Wilfried Heung-min,LW,Nice,Belgium,Ligue 1,Wide Playmaker
529,Gabriel Diaz,LW,Brest,South Korea,Ligue 1,Inside Forward
530,Marcus Sancho,LW,Atletico Madrid,Ukraine,La Liga,Winger
531,Vinicius Heung-min,LW,Manchester City,Spain,Premier League,Inside Forward
532,Son Diaz,LW,Marseille,Portugal,Ligue 1,Wide Playmaker
533,Harvey Barnes,LW,AC Milan,Brazil,Serie A,Winger
534,Mykhailo Sancho,LW,Inter Milan,Portugal,Serie A,Inside Forward
535,Kaoru Coman,LW,Atalanta,Georgia,Serie A,Wide Playmaker
536,Nico Doku,LW,Bayer Leverkusen,Ivory Coast,Bundesliga,Wide Playmaker
537,Vinicius Barnes,LW,Real Betis,Germany,La Liga,Inside Forward
538,Marcus Zaha,LW,Frankfurt,Portugal,Bundesliga,Winger
539,Marcus Diaz,LW,Barcelona,Portugal,La Liga,Inside Forward
540,Khvicha Fati,LW,Real Madrid,Argentina,La Liga,Winger
541,Jadon Coman,LW,Marseille,Portugal,Ligue 1,Wide Playmaker
542,Rafael Diaz,LW,PSG,Japan,Ligue 1,Wide Playmaker
543,Marcus Fati,LW,Chelsea,Ukraine,Premier League,Winger
544,Gabriel Zaha,LW,Chelsea,England,Premier League,Wide Playmaker
545,Jeremy Gakpo,LW,Brighton,England,Premier League,Winger
546,Jadon Williams,LW,AC Milan,Spain,Serie A,Inside Forward
547,Luis Mudryk,LW,Frankfurt,Argentina,Bundesliga,Inside Forward
548,Khvicha Barnes,LW,Tottenham,Ukraine,Premier League,Inside Forward
549,Cody Junior,LW,Marseille,South Korea,Ligue 1,Inside Forward
550,Kylian Coman,LW,Lyon,Germany,Ligue 1,Inside Forward
551,Kaoru Rashford,LW,Valencia,Ukraine,La Liga,Inside Forward
552,Rafael Junior,LW,Brest,Brazil,Ligue 1,Inside Forward
553,Marcus Barnes,LW,Napoli,Germany,Serie A,Inside Forward
554,Jadon Kvaratskhelia,LW,Girona,England,La Liga,Wide Playmaker
555,Luis Kvaratskhelia,LW,Aston Villa,Belgium,Premier League,Winger
556,Wilfried Gakpo,LW,AS Roma,Germany,Serie A,Winger
557,Luis Zaha,LW,Real Sociedad,Spain,La Liga,Winger
558,Jadon Garnacho,LW,Athletic Club,Georgia,La Liga,Inside Forward
559,Wilfried Grealish,LW,RB Leipzig,Germany,Bundesliga,Winger
560,Ansu Doku,LW,PSG,Ivory Coast,Ligue 1,Winger
561,Jeremy Rashford,LW,Bayern Munich,Germany,Bundesliga,Wide Playmaker
562,Wilfried Doku,LW,Bayern Munich,Brazil,Bundesliga,Winger
563,Harvey Gakpo,LW,Real Betis,Portugal,La Liga,Wide Playmaker
564,Alejandro Kvaratskhelia,LW,PSG,Colombia,Ligue 1,Inside Forward
565,Luis Heung-min,LW,Brest,South Korea,Ligue 1,Inside Forward
566,Kylian Sancho,LW,Napoli,South Korea,Serie A,Inside Forward
567,Gabriel Sancho,LW,RB Leipzig,France,Bundesliga,Inside Forward
568,Kaoru Grealish,LW,Real Betis,Ivory Coast,La Liga,Wide Playmaker
569,Vinicius Mudryk,LW,Atletico Madrid,Colombia,La Liga,Winger
570,Gabriel Grealish,LW,Lille,Brazil,Ligue 1,Wide Playmaker
571,Harvey Grealish,LW,Liverpool,Portugal,Premier League,Winger
572,Khvicha Leao,LW,Newcastle,Ivory Coast,Premier League,Winger
573,Marcus Garnacho,LW,Athletic Club,Spain,La Liga,Inside Forward
574,Son Gakpo,LW,Manchester City,Germany,Premier League,Winger
575,Harvey Kvaratskhelia,LW,Girona,Brazil,La Liga,Inside Forward
576,Nico Williams,LW,Atletico Madrid,Ukraine,La Liga,Wide Playmaker
577,Gabriel Leao,LW,Real Betis,Ivory Coast,La Liga,Inside Forward
578,Jeremy Rashford,LW,Dortmund,Brazil,Bundesliga,Winger
579,Marcus Kvaratskhelia,LW,Napoli,Brazil,Serie A,Wide Playmaker
580,Ansu Mbappe,LW,Barcelona,Brazil,La Liga,Winger
581,Nico Mbappe,LW,Barcelona,Netherlands,La Liga,Inside Forward
582,Rafael Williams,LW,Real Madrid,Argentina,La Liga,Inside Forward
583,Kaoru Heung-min,LW,Bologna,Portugal,Serie A,Winger
584,Ansu Mudryk,LW,Brest,France,Ligue 1,Wide Playmaker
585,Rafael Mbappe,LW,Manchester United,Germany,Premier League,Inside Forward
586,Alejandro Junior,LW,Lyon,Belgium,Ligue 1,Winger
587,Jeremy Mitoma,LW,PSG,Brazil,Ligue 1,Wide Playmaker
588,Alejandro Gakpo,LW,AS Roma,Georgia,Serie A,Inside Forward
589,Wilfried Junior,LW,Lazio,France,Serie A,Winger
590,Gabriel Grealish,LW,Frankfurt,Ukraine,Bundesliga,Winger
591,Wilfried Zaha,LW,Barcelona,Spain,La Liga,Winger
592,Cody Junior,LW,Lyon,South Korea,Ligue 1,Inside Forward
593,Mykhailo Doku,LW,Napoli,Spain,Serie A,Wide Playmaker
594,Son Garnacho,LW,Valencia,France,La Liga,Wide Playmaker
595,Jeremy Fati,LW,Arsenal,Spain,Premier League,Winger
596,Kylian Williams,LW,Lille,Ukraine,Ligue 1,Inside Forward
597,Jeremy Rashford,LW,Real Madrid,Spain,La Liga,Winger
598,Kylian Junior,LW,Bayer Leverkusen,Germany,Bundesliga,Inside Forward
599,Wilfried Mbappe,LW,Stuttgart,Georgia,Bundesliga,Winger
600,Jeremy Fati,LW,PSG,Ivory Coast,Ligue 1,Inside Forward
601,Wilfried Diaz,LW,Lyon,Argentina,Ligue 1,Wide Playmaker
602,Harvey Williams,LW,Bayern Munich,Netherlands,Bundesliga,Winger
603,Mykhailo Fati,LW,Athletic Club,Georgia,La Liga,Inside Forward
604,Kylian Junior,LW,AS Roma,Ukraine,Serie A,Wide Playmaker
605,Nico Junior,LW,Marseille,South Korea,Ligue 1,Wide Playmaker
606,Harvey Kvaratskhelia,LW,RB Leipzig,South Korea,Bundesliga,Inside Forward
607,Gabriel Sancho,LW,Inter Milan,Portugal,Serie A,Inside Forward
608,Mykhailo Doku,LW,Arsenal,Colombia,Premier League,Inside Forward
609,Cody Grealish,LW,Nice,Belgium,Ligue 1,Inside Forward
610,Ansu Gakpo,LW,Brighton,Ivory Coast,Premier League,Wide Playmaker
611,Nico Garnacho,LW,Stuttgart,South Korea,Bundesliga,Wide Playmaker
612,Marcus Mitoma,LW,Bayern Munich,Belgium,Bundesliga,Wide Playmaker
613,Khvicha Mudryk,LW,AS Roma,France,Serie A,Inside Forward
614,Alejandro Doku,LW,Juventus,Georgia,Serie A,Winger
615,Wilfried Fati,LW,Marseille,Belgium,Ligue 1,Wide Playmaker
616,Rafael Fati,LW,RB Leipzig,Colombia,Bundesliga,Wide Playmaker
617,Marcus Fati,LW,Napoli,Portugal,Serie A,Inside Forward
618,Jadon Coman,LW,Nice,Japan,Ligue 1,Inside Forward
619,Nico Diaz,LW,Nice,Colombia,Ligue 1,Winger
620,Son Williams,LW,Chelsea,Spain,Premier League,Inside Forward
621,Alejandro Williams,LW,Bayer Leverkusen,Portugal,Bundesliga,Winger
622,Kaoru Garnacho,LW,Juventus,Colombia,Serie A,Wide Playmaker
623,Kaoru Rashford,LW,Real Betis,Ivory Coast,La Liga,Wide Playmaker
624,Wilfried Martinelli,LW,Real Madrid,England,La Liga,Inside Forward
625,Kaoru Sancho,LW,Real Betis,Brazil,La Liga,Winger
626,Alejandro Gakpo,LW,Girona,England,La Liga,Wide Playmaker
627,Nico Grealish,LW,RB Leipzig,Ivory Coast,Bundesliga,Inside Forward
628,Harvey Fati,LW,Lazio,England,Serie A,Inside Forward
629,Ansu Leao,LW,Inter Milan,Japan,Serie A,Wide Playmaker
630,Cody Grealish,LW,Atletico Madrid,Ivory Coast,La Liga,Wide Playmaker
631,Harvey Fati,LW,Valencia,Argentina,La Liga,Winger
632,Kingsley Barnes,LW,Atalanta,Portugal,Serie A,Wide Playmaker
633,Ansu Gakpo,LW,Bayern Munich,Netherlands,Bundesliga,Wide Playmaker
634,Mykhailo Zaha,LW,RB Leipzig,Georgia,Bundesliga,Wide Playmaker
635,Kylian Junior,LW,Lille,Brazil,Ligue 1,Wide Playmaker
636,Gabriel Gakpo,LW,Inter Milan,Germany,Serie A,Winger
637,Kaoru Gakpo,LW,Newcastle,Georgia,Premier League,Inside Forward
638,Mykhailo Fati,LW,Bayern Munich,Japan,Bundesliga,Winger
639,Khvicha Junior,LW,Stuttgart,Brazil,Bundesliga,Winger
640,Wilfried Diaz,LW,Lazio,Ukraine,Serie A,Winger
641,Harvey Grealish,LW,Valencia,South Korea,La Liga,Winger
642,Jeremy Diaz,LW,AC Milan,Japan,Serie A,Wide Playmaker
643,Cody Coman,LW,Brighton,Ukraine,Premier League,Wide Playmaker
644,Vinicius Martinelli,LW,Stuttgart,Colombia,Bundesliga,Inside Forward
645,Luis Leao,LW,Real Betis,Japan,La Liga,Winger
646,Rafael Mbappe,LW,Barcelona,Portugal,La Liga,Winger
647,Ansu Mitoma,LW,Brighton,Brazil,Premier League,Wide Playmaker
648,Kaoru Sancho,LW,AC Milan,Belgium,Serie A,Inside Forward
649,Ansu Mitoma,LW,Atalanta,Brazil,Serie A,Wide Playmaker
650,Kaoru Garnacho,LW,Manchester City,Japan,Premier League,Winger
651,Rafael Junior,LW,Brest,France,Ligue 1,Winger
652,Jadon Rashford,LW,Marseille,Spain,Ligue 1,Winger
653,Rafael Mitoma,LW,Athletic Club,England,La Liga,Wide Playmaker
654,Rafael Mudryk,LW,Bayern Munich,Belgium,Bundesliga,Inside Forward
655,Mykhailo Garnacho,LW,Brest,Netherlands,Ligue 1,Inside Forward
656,Gabriel Gakpo,LW,Bayern Munich,Netherlands,Bundesliga,Inside Forward
657,Marcus Fati,LW,Stuttgart,Ivory Coast,Bundesliga,Wide Playmaker
658,Alejandro Martinelli,LW,Stuttgart,Georgia,Bundesliga,Winger
659,Luis Garnacho,LW,Frankfurt,Spain,Bundesliga,Inside Forward
660,Cody Barnes,LW,Athletic Club,Germany,La Liga,Wide Playmaker
661,Wilfried Sancho,LW,Bologna,Argentina,Serie A,Inside Forward
662,Vinicius Doku,LW,Lille,South Korea,Ligue 1,Inside Forward
663,Jadon Grealish,LW,Aston Villa,England,Premier League,Wide Playmaker
664,Alejandro Barnes,LW,AS Roma,Japan,Serie A,Winger
665,Harvey Heung-min,LW,Juventus,Colombia,Serie A,Winger
666,Jeremy Mitoma,LW,Lyon,Ukraine,Ligue 1,Winger
667,Cody Rashford,LW,Real Sociedad,South Korea,La Liga,Inside Forward
668,Nico Heung-min,LW,Juventus,France,Serie A,Wide Playmaker
669,Marcus Mbappe,LW,Bayer Leverkusen,Germany,Bundesliga,Wide Playmaker
670,Mykhailo Doku,LW,Girona,Netherlands,La Liga,Winger
671,Kaoru Sancho,LW,AS Roma,Ivory Coast,Serie A,Inside Forward
672,Vinicius Heung-min,LW,Real Betis,South Korea,La Liga,Winger
673,Vinicius Garnacho,LW,RB Leipzig,Japan,Bundesliga,Winger
674,Alejandro Mbappe,LW,Real Sociedad,Portugal,La Liga,Inside Forward
675,Son Williams,LW,Napoli,South Korea,Serie A,Inside Forward
676,Kaoru Grealish,LW,PSG,Japan,Ligue 1,Inside Forward
677,Harvey Mudryk,LW,Liverpool,South Korea,Premier League,Inside Forward
678,Nico Coman,LW,Stuttgart,South Korea,Bundesliga,Inside Forward
679,Khvicha Rashford,LW,Chelsea,Japan,Premier League,Inside Forward
680,Kaoru Junior,LW,PSG,Spain,Ligue 1,Wide Playmaker
681,Ansu Zaha,LW,Atalanta,Ukraine,Serie A,Wide Playmaker
682,Ansu Grealish,LW,Stuttgart,Portugal,Bundesliga,Wide Playmaker
683,Khvicha Heung-min,LW,Atletico Madrid,Spain,La Liga,Wide Playmaker
684,Gabriel Rashford,LW,Lyon,Portugal,Ligue 1,Inside Forward
685,Ansu Doku,LW,AC Milan,Portugal,Serie A,Winger
686,Kingsley Coman,LW,Stuttgart,Japan,Bundesliga,Wide Playmaker
687,Ansu Garnacho,LW,Frankfurt,Ukraine,Bundesliga,Inside Forward
688,Luis Mitoma,LW,Marseille,South Korea,Ligue 1,Wide Playmaker
689,Wilfried Mitoma,LW,AC Milan,Belgium,Serie A,Winger
690,Vinicius Martinelli,LW,Bayer Leverkusen,Spain,Bundesliga,Wide Playmaker
691,Nico Mbappe,LW,Brest,South Korea,Ligue 1,Winger
692,Wilfried Mitoma,LW,Monaco,Belgium,Ligue 1,Winger
693,Gabriel Coman,LW,Dortmund,Netherlands,Bundesliga,Wide Playmaker
694,Jadon Diaz,LW,Bologna,Argentina,Serie A,Inside Forward
695,Harvey Grealish,LW,Newcastle,Portugal,Premier League,Inside Forward
696,Gabriel Martinelli,LW,Aston Villa,South Korea,Premier League,Inside Forward
697,Cody Zaha,LW,Aston Villa,Argentina,Premier League,Wide Playmaker
698,Marcus Sancho,LW,Dortmund,Georgia,Bundesliga,Wide Playmaker
699,Luis Fati,LW,Real Betis,England,La Liga,Wide Playmaker
700,Kylian Heung-min,LW,Aston Villa,Belgium,Premier League,Wide Playmaker
701,Son Rashford,LW,Nice,Ivory Coast,Ligue 1,Winger
702,Mykhailo Barnes,LW,Brest,Japan,Ligue 1,Wide Playmaker
703,Vinicius Doku,LW,Manchester United,Spain,Premier League,Inside Forward
704,Cody Leao,LW,Stuttgart,Spain,Bundesliga,Winger
705,Harvey Mbappe,LW,Frankfurt,Colombia,Bundesliga,Winger
706,Son Barnes,LW,Aston Villa,Germany,Premier League,Wide Playmaker
707,Vinicius Kvaratskhelia,LW,Valencia,England,La Liga,Inside Forward
708,Mykhailo Mudryk,LW,West Ham,England,Premier League,Inside Forward
709,Rafael Mbappe,LW,Athletic Club,Germany,La Liga,Inside Forward
710,Jadon Mudryk,LW,Frankfurt,Netherlands,Bundesliga,Wide Playmaker
711,Mykhailo Mudryk,LW,Bayer Leverkusen,Argentina,Bundesliga,Inside Forward
712,Son Coman,LW,Bayern Munich,Spain,Bundesliga,Wide Playmaker
713,Vinicius Fati,LW,Juventus,Ukraine,Serie A,Winger
714,Nico Diaz,LW,Arsenal,South Korea,Premier League,Winger
715,Marcus Junior,LW,Monaco,Netherlands,Ligue 1,Winger
716,Vinicius Diaz,LW,Dortmund,Georgia,Bundesliga,Wide Playmaker
717,Jack Zaha,LW,Dortmund,Colombia,Bundesliga,Wide Playmaker
718,Jack Junior,LW,Lyon,Georgia,Ligue 1,Winger
719,Vinicius Kvaratskhelia,LW,Brest,Spain,Ligue 1,Wide Playmaker
720,Luis Mudryk,LW,Monaco,Ukraine,Ligue 1,Wide Playmaker
721,Gabriel Mbappe,LW,PSG,France,Ligue 1,Inside Forward
722,Vinicius Williams,LW,Chelsea,Spain,Premier League,Inside Forward
723,Marcus Garnacho,LW,AC Milan,Japan,Serie A,Winger
724,Vinicius Doku,LW,AC Milan,England,Serie A,Wide Playmaker
725,Rafael Barnes,LW,Bayern Munich,Argentina,Bundesliga,Wide Playmaker
726,Kaoru Mbappe,LW,AS Roma,Netherlands,Serie A,Inside Forward
727,Jeremy Williams,LW,Frankfurt,Netherlands,Bundesliga,Inside Forward
728,Marcus Barnes,LW,Real Betis,Argentina,La Liga,Winger
729,Kingsley Grealish,LW,Lazio,Brazil,Serie A,Wide Playmaker
730,Son Diaz,LW,Inter Milan,South Korea,Serie A,Inside Forward
731,Kylian Diaz,LW,Lille,Ivory Coast,Ligue 1,Winger
