Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
367,Phil Mount,CAM,Bayer Leverkusen,Colombia,Bundesliga,Shadow Striker
368,Florian Alvarez,CAM,Bayern Munich,Japan,Bundesliga,Shadow Striker
369,Christopher Maddison,CAM,Monaco,Japan,Ligue 1,Half Winger
370,Florian Maddison,CAM,Bayer Leverkusen,Germany,Bundesliga,Half Winger
371,James Eze,CAM,Bayern Munich,France,Bundesliga,Playmaker
372,Morgan Fernandes,CAM,RB Leipzig,Colombia,Bundesliga,Classic 10
373,Lee Diaz,CAM,Lyon,Norway,Ligue 1,Classic 10
374,Bruno Maddison,CAM,Brest,Uruguay,Ligue 1,Shadow Striker
375,Arda Wirtz,CAM,Lyon,Brazil,Ligue 1,Playmaker
376,Xavi Olmo,CAM,Lille,Brazil,Ligue 1,Playmaker
377,Cole Olmo,CAM,Arsenal,Uruguay,Premier League,Playmaker
378,Julian Szoboszlai,CAM,Brighton,Japan,Premier League,Half Winger
379,Dominik Diaz,CAM,Lille,Argentina,Ligue 1,Playmaker
380,Jamal Foden,CAM,Real Sociedad,Netherlands,La Liga,Half Winger
381,Cole Gibbs-White,CAM,Manchester United,South Korea,Premier League,Playmaker
382,Christopher Odegaard,CAM,Real Madrid,Morocco,La Liga,Playmaker
383,Eberechi Musiala,CAM,Brest,Uruguay,Ligue 1,Half Winger
384,Dominik Maddison,CAM,Barcelona,Turkey,La Liga,Playmaker
385,Martin Wirtz,CAM,West Ham,England,Premier League,Shadow Striker
386,Bruno Kubo,CAM,Bayer Leverkusen,England,Bundesliga,Playmaker
387,Dominik Gibbs-White,CAM,Frankfurt,Spain,Bundesliga,Playmaker
388,James Kubo,CAM,PSG,Norway,Ligue 1,Half Winger
389,Arda Simons,CAM,Brest,Brazil,Ligue 1,Classic 10
390,Phil Gibbs-White,CAM,Arsenal,Norway,Premier League,Shadow Striker
391,Dani Diaz,CAM,Marseille,Argentina,Ligue 1,Classic 10
392,Martin Gibbs-White,CAM,Bayern Munich,England,Bundesliga,Shadow Striker
393,Dominik Fernandes,CAM,Manchester United,Netherlands,Premier League,Classic 10
394,Bruno Simons,CAM,PSG,Argentina,Ligue 1,Shadow Striker
395,Julian Gibbs-White,CAM,Athletic Club,Norway,La Liga,Shadow Striker
396,Morgan Mount,CAM,Bayern Munich,Germany,Bundesliga,Playmaker
397,James Musiala,CAM,Monaco,Portugal,Ligue 1,Shadow Striker
398,James Guler,CAM,Lyon,England,Ligue 1,Playmaker
399,Florian Alvarez,CAM,Real Betis,England,La Liga,Classic 10
400,James Maddison,CAM,Bayern Munich,Argentina,Bundesliga,Classic 10
401,Eberechi Alvarez,CAM,AS Roma,Colombia,Serie A,Half Winger
402,Dominik Olmo,CAM,Girona,England,La Liga,Classic 10
403,Dominik Mount,CAM,Frankfurt,Norway,Bundesliga,Half Winger
404,Mason Maddison,CAM,Liverpool,Norway,Premier League,Shadow Striker
405,Xavi Foden,CAM,Atletico Madrid,Argentina,La Liga,Half Winger
406,Lee Diaz,CAM,RB Leipzig,Portugal,Bundesliga,Classic 10
407,Takefusa Gibbs-White,CAM,AC Milan,Japan,Serie A,Shadow Striker
408,Eberechi Dybala,CAM,Napoli,France,Serie A,Half Winger
409,Dominik Mount,CAM,Real Betis,Uruguay,La Liga,Half Winger
410,Dominik Simons,CAM,AC Milan,Argentina,Serie A,Classic 10
411,Cole Palmer,CAM,Bayern Munich,Colombia,Bundesliga,Half Winger
412,Paulo Kubo,CAM,Aston Villa,France,Premier League,Shadow Striker
413,Martin Kubo,CAM,Monaco,France,Ligue 1,Shadow Striker
414,Takefusa Diaz,CAM,Stuttgart,Norway,Bundesliga,Half Winger
415,Cole Diaz,CAM,Napoli,Turkey,Serie A,Classic 10
416,Martin Kubo,CAM,Arsenal,Turkey,Premier League,Playmaker
417,Eberechi Guler,CAM,Marseille,France,Ligue 1,Classic 10
418,Julian Kubo,CAM,Bayer Leverkusen,Spain,Bundesliga,Half Winger
419,Jamal Odegaard,CAM,Stuttgart,Uruguay,Bundesliga,Half Winger
420,Florian Kang-in,CAM,Lyon,Colombia,Ligue 1,Playmaker
421,Martin Fernandes,CAM,Barcelona,Spain,La Liga,Shadow Striker
422,Morgan Simons,CAM,Liverpool,France,Premier League,Classic 10
423,James Simons,CAM,Stuttgart,France,Bundesliga,Classic 10
424,James Szoboszlai,CAM,Real Madrid,Netherlands,La Liga,Half Winger
425,James Palmer,CAM,West Ham,South Korea,Premier League,Classic 10
426,Takefusa Diaz,CAM,PSG,England,Ligue 1,Classic 10
427,Eberechi Gibbs-White,CAM,Manchester United,England,Premier League,Playmaker
428,Xavi Wirtz,CAM,AC Milan,Norway,Serie A,Shadow Striker
429,Jamal Musiala,CAM,Marseille,England,Ligue 1,Playmaker
430,James Palmer,CAM,Athletic Club,England,La Liga,Half Winger
431,Jamal Eze,CAM,West Ham,Netherlands,Premier League,Classic 10
432,Takefusa Alvarez,CAM,Bayer Leverkusen,Norway,Bundesliga,Half Winger
433,James Olmo,CAM,PSG,Norway,Ligue 1,Shadow Striker
434,Jamal Kubo,CAM,Chelsea,Uruguay,Premier League,Playmaker
435,Christopher Maddison,CAM,Real Betis,Morocco,La Liga,Half Winger
436,Cole Alvarez,CAM,Bayer Leverkusen,Netherlands,Bundesliga,Shadow Striker
437,Christopher Alvarez,CAM,Inter Milan,Spain,Serie A,Classic 10
438,Lee Mount,CAM,PSG,Argentina,Ligue 1,Playmaker
439,Florian Gibbs-White,CAM,Athletic Club,Turkey,La Liga,Classic 10
440,Lee Nkunku,CAM,Brighton,Netherlands,Premier League,Half Winger
441,Florian Kang-in,CAM,Liverpool,Turkey,Premier League,Half Winger
442,Mason Palmer,CAM,Atletico Madrid,Turkey,La Liga,Playmaker
443,Martin Guler,CAM,Arsenal,Brazil,Premier League,Classic 10
444,Paulo Alvarez,CAM,Marseille,Morocco,Ligue 1,Playmaker
445,Christopher Foden,CAM,Bayer Leverkusen,South Korea,Bundesliga,Half Winger
446,Phil Simons,CAM,RB Leipzig,Netherlands,Bundesliga,Shadow Striker
447,Cole Mount,CAM,Valencia,Norway,La Liga,Playmaker
448,Christopher Diaz,CAM,Monaco,England,Ligue 1,Shadow Striker
449,Dani Foden,CAM,Aston Villa,Germany,Premier League,Half Winger
450,Xavi Alvarez,CAM,Newcastle,South Korea,Premier League,Half Winger
451,Lee Odegaard,CAM,Girona,Morocco,La Liga,Shadow Striker
452,Paulo Mount,CAM,Newcastle,Spain,Premier League,Classic 10
453,Bruno Foden,CAM,Girona,Spain,La Liga,Shadow Striker
454,Phil Szoboszlai,CAM,Barcelona,Brazil,La Liga,Playmaker
455,Bruno Wirtz,CAM,Liverpool,Germany,Premier League,Half Winger
456,Bruno Odegaard,CAM,Athletic Club,Brazil,La Liga,Classic 10
457,Florian Guler,CAM,AS Roma,England,Serie A,Classic 10
458,Morgan Gibbs-White,CAM,Girona,Japan,La Liga,Classic 10
459,Cole Fernandes,CAM,Inter Milan,Germany,Serie A,Classic 10
460,Bruno Eze,CAM,PSG,Uruguay,Ligue 1,Half Winger
461,Eberechi Nkunku,CAM,Aston Villa,France,Premier League,Half Winger
462,Mason Palmer,CAM,West Ham,England,Premier League,Classic 10
463,Phil Olmo,CAM,Nice,Portugal,Ligue 1,Playmaker
464,Takefusa Szoboszlai,CAM,West Ham,Portugal,Premier League,Shadow Striker
465,Martin Szoboszlai,CAM,Bayern Munich,Colombia,Bundesliga,Shadow Striker
466,Brahim Mount,CAM,RB Leipzig,Germany,Bundesliga,Half Winger
467,Takefusa Alvarez,CAM,West Ham,Brazil,Premier League,Classic 10
468,Julian Kang-in,CAM,Bayer Leverkusen,Spain,Bundesliga,Half Winger
469,Takefusa Gibbs-White,CAM,Athletic Club,Germany,La Liga,Playmaker
470,Takefusa Eze,CAM,Bologna,Turkey,Serie A,Shadow Striker
471,Phil Kubo,CAM,Monaco,Uruguay,Ligue 1,Classic 10
472,Martin Szoboszlai,CAM,Monaco,France,Ligue 1,Half Winger
473,Bruno Fernandes,CAM,Lyon,Turkey,Ligue 1,Half Winger
474,Morgan Gibbs-White,CAM,Dortmund,Netherlands,Bundesliga,Playmaker
475,Paulo Nkunku,CAM,RB Leipzig,Portugal,Bundesliga,Playmaker
476,Lee Kang-in,CAM,Bologna,Colombia,Serie A,Shadow Striker
477,Florian Gibbs-White,CAM,Juventus,Netherlands,Serie A,Half Winger
478,Mason Dybala,CAM,Real Sociedad,Morocco,La Liga,Half Winger
479,Eberechi Szoboszlai,CAM,Lille,Turkey,Ligue 1,Classic 10
480,Dominik Wirtz,CAM,Napoli,South Korea,Serie A,Half Winger
481,Julian Gibbs-White,CAM,Newcastle,South Korea,Premier League,Half Winger
482,Mason Foden,CAM,Barcelona,Norway,La Liga,Classic 10
483,Phil Gibbs-White,CAM,Stuttgart,Uruguay,Bundesliga,Classic 10
484,Dominik Alvarez,CAM,Brighton,Netherlands,Premier League,Half Winger
485,Dani Dybala,CAM,Monaco,Brazil,Ligue 1,Classic 10
486,Julian Fernandes,CAM,Inter Milan,Portugal,Serie A,Playmaker
487,Christopher Dybala,CAM,Girona,Norway,La Liga,Playmaker
488,Florian Diaz,CAM,Frankfurt,Colombia,Bundesliga,Half Winger
489,Martin Nkunku,CAM,Lille,Brazil,Ligue 1,Shadow Striker
490,Bruno Simons,CAM,Tottenham,Portugal,Premier League,Shadow Striker
491,Dani Simons,CAM,Inter Milan,France,Serie A,Classic 10
492,Brahim Odegaard,CAM,Real Madrid,South Korea,La Liga,Half Winger
493,Brahim Nkunku,CAM,Bologna,Norway,Serie A,Classic 10
494,Cole Foden,CAM,Atletico Madrid,Netherlands,La Liga,Half Winger
495,Christopher Musiala,CAM,Stuttgart,Germany,Bundesliga,Shadow Striker
496,Florian Palmer,CAM,Newcastle,Spain,Premier League,Playmaker
497,Bruno Simons,CAM,Barcelona,Morocco,La Liga,Shadow Striker
498,Takefusa Mount,CAM,Brest,Portugal,Ligue 1,Shadow Striker
499,Lee Nkunku,CAM,Atletico Madrid,Colombia,La Liga,Playmaker
500,Julian Nkunku,CAM,RB Leipzig,Norway,Bundesliga,Shadow Striker
501,Jamal Odegaard,CAM,Lille,Norway,Ligue 1,Half Winger
502,Dominik Guler,CAM,Athletic Club,Argentina,La Liga,Classic 10
503,Bruno Dybala,CAM,Manchester City,Germany,Premier League,Playmaker
504,Lee Szoboszlai,CAM,Inter Milan,Germany,Serie A,Classic 10
505,Bruno Maddison,CAM,Dortmund,Netherlands,Bundesliga,Half Winger
506,Brahim Palmer,CAM,Bologna,Turkey,Serie A,Classic 10
507,Arda Mount,CAM,Chelsea,Netherlands,Premier League,Half Winger
508,James Maddison,CAM,Atletico Madrid,England,La Liga,Classic 10
509,Mason Eze,CAM,Juventus,Brazil,Serie A,Shadow Striker
510,Cole Odegaard,CAM,Inter Milan,England,Serie A,Half Winger
511,Eberechi Musiala,CAM,Monaco,Colombia,Ligue 1,Half Winger
512,Takefusa Olmo,CAM,Atalanta,Norway,Serie A,Playmaker
513,Eberechi Kubo,CAM,Bayern Munich,England,Bundesliga,Classic 10
514,Bruno Kang-in,CAM,Brest,Japan,Ligue 1,Playmaker
515,Cole Simons,CAM,Real Sociedad,Spain,La Liga,Shadow Striker
516,Christopher Wirtz,CAM,Lille,Netherlands,Ligue 1,Half Winger
517,Bruno Alvarez,CAM,Bologna,France,Serie A,Classic 10
518,Morgan Nkunku,CAM,Lazio,Norway,Serie A,Half Winger
519,Eberechi Fernandes,CAM,Brest,South Korea,Ligue 1,Classic 10
520,Florian Fernandes,CAM,Marseille,France,Ligue 1,Playmaker
521,Julian Palmer,CAM,PSG,France,Ligue 1,Playmaker
522,Phil Olmo,CAM,Athletic Club,South Korea,La Liga,Playmaker
523,Julian Fernandes,CAM,Aston Villa,France,Premier League,Playmaker
524,Morgan Fernandes,CAM,Juventus,Norway,Serie A,Playmaker
525,Bruno Nkunku,CAM,Manchester City,Brazil,Premier League,Shadow Striker
526,Arda Olmo,CAM,Real Sociedad,Netherlands,La Liga,Half Winger
527,Jamal Diaz,CAM,Lazio,Morocco,Serie A,Shadow Striker
528,Arda Olmo,CAM,Manchester City,Colombia,Premier League,Playmaker
529,Paulo Odegaard,CAM,Chelsea,Colombia,Premier League,Classic 10
530,Dani Foden,CAM,AC Milan,Spain,Serie A,Playmaker
531,Christopher Diaz,CAM,Lille,Morocco,Ligue 1,Classic 10
532,Eberechi Eze,CAM,Monaco,Netherlands,Ligue 1,Shadow Striker
533,James Guler,CAM,Brest,Argentina,Ligue 1,Playmaker
534,Morgan Dybala,CAM,Manchester United,Portugal,Premier League,Playmaker
535,Dani Palmer,CAM,Lazio,Colombia,Serie A,Shadow Striker
536,Arda Fernandes,CAM,Bayer Leverkusen,Netherlands,Bundesliga,Half Winger
537,Brahim Odegaard,CAM,Girona,Colombia,La Liga,Classic 10
538,Christopher Maddison,CAM,Napoli,Brazil,Serie A,Playmaker
539,Brahim Diaz,CAM,Real Madrid,France,La Liga,Shadow Striker
540,Brahim Kang-in,CAM,Real Madrid,Morocco,La Liga,Shadow Striker
541,Paulo Kubo,CAM,Dortmund,France,Bundesliga,Classic 10
542,Florian Fernandes,CAM,Frankfurt,Norway,Bundesliga,Half Winger
543,Phil Wirtz,CAM,RB Leipzig,France,Bundesliga,Shadow Striker
544,Takefusa Simons,CAM,Napoli,Norway,Serie A,Half Winger
545,James Odegaard,CAM,Frankfurt,Brazil,Bundesliga,Half Winger
546,Cole Szoboszlai,CAM,Lazio,Spain,Serie A,Shadow Striker
547,Martin Simons,CAM,Lille,Colombia,Ligue 1,Shadow Striker
548,Takefusa Wirtz,CAM,Real Betis,Uruguay,La Liga,Half Winger
549,Paulo Palmer,CAM,Liverpool,Norway,Premier League,Half Winger
550,Xavi Eze,CAM,Bayer Leverkusen,Uruguay,Bundesliga,Classic 10
551,Dominik Szoboszlai,CAM,Real Betis,South Korea,La Liga,Half Winger
552,Paulo Eze,CAM,Frankfurt,Norway,Bundesliga,Half Winger
553,Lee Guler,CAM,Real Sociedad,Netherlands,La Liga,Half Winger
554,Mason Eze,CAM,RB Leipzig,Portugal,Bundesliga,Shadow Striker
555,Bruno Odegaard,CAM,Brest,Spain,Ligue 1,Half Winger
556,Brahim Wirtz,CAM,West Ham,Uruguay,Premier League,Playmaker
557,Takefusa Palmer,CAM,Lyon,Uruguay,Ligue 1,Shadow Striker
558,Eberechi Mount,CAM,Barcelona,Uruguay,La Liga,Half Winger
559,Brahim Odegaard,CAM,Real Sociedad,Morocco,La Liga,Playmaker
560,Dominik Kang-in,CAM,Lille,Colombia,Ligue 1,Shadow Striker
561,Lee Mount,CAM,Girona,Netherlands,La Liga,Classic 10
562,Takefusa Dybala,CAM,Frankfurt,Turkey,Bundesliga,Playmaker
563,Morgan Alvarez,CAM,Marseille,Turkey,Ligue 1,Classic 10
564,Dani Mount,CAM,Manchester City,Spain,Premier League,Shadow Striker
565,Takefusa Dybala,CAM,RB Leipzig,Japan,Bundesliga,Playmaker
566,Florian Nkunku,CAM,Liverpool,Germany,Premier League,Shadow Striker
567,Xavi Palmer,CAM,Brighton,Japan,Premier League,Half Winger
568,Florian Guler,CAM,Inter Milan,Germany,Serie A,Playmaker
569,Takefusa Olmo,CAM,PSG,France,Ligue 1,Shadow Striker
570,Morgan Simons,CAM,Real Sociedad,Brazil,La Liga,Playmaker
571,Morgan Dybala,CAM,Frankfurt,Uruguay,Bundesliga,Shadow Striker
572,Florian Eze,CAM,Marseille,Germany,Ligue 1,Half Winger
573,Lee Eze,CAM,Bologna,Germany,Serie A,Shadow Striker
574,Brahim Diaz,CAM,Bayer Leverkusen,Germany,Bundesliga,Classic 10
575,Lee Nkunku,CAM,West Ham,Norway,Premier League,Playmaker
576,James Palmer,CAM,Bayern Munich,Japan,Bundesliga,Shadow Striker
577,Jamal Musiala,CAM,Barcelona,France,La Liga,Playmaker
578,Mason Odegaard,CAM,Brighton,South Korea,Premier League,Shadow Striker
579,Phil Musiala,CAM,Manchester United,Brazil,Premier League,Playmaker
580,Morgan Maddison,CAM,Athletic Club,Spain,La Liga,Half Winger
581,Lee Dybala,CAM,PSG,Turkey,Ligue 1,Classic 10
582,Bruno Musiala,CAM,Valencia,Spain,La Liga,Half Winger
583,James Dybala,CAM,Athletic Club,Turkey,La Liga,Classic 10
584,Martin Mount,CAM,Manchester United,Colombia,Premier League,Playmaker
585,Morgan Wirtz,CAM,Tottenham,France,Premier League,Playmaker
586,Cole Odegaard,CAM,Bayer Leverkusen,Netherlands,Bundesliga,Playmaker
587,Julian Odegaard,CAM,West Ham,Uruguay,Premier League,Half Winger
588,Eberechi Eze,CAM,Atalanta,Colombia,Serie A,Shadow Striker
589,James Kubo,CAM,West Ham,Uruguay,Premier League,Playmaker
590,Arda Eze,CAM,Monaco,South Korea,Ligue 1,Shadow Striker
591,Jamal Simons,CAM,Bayern Munich,Netherlands,Bundesliga,Half Winger
592,Jamal Mount,CAM,Juventus,Germany,Serie A,Half Winger
593,Martin Szoboszlai,CAM,Brest,South Korea,Ligue 1,Playmaker
594,Bruno Eze,CAM,Bologna,France,Serie A,Half Winger
595,Florian Eze,CAM,Dortmund,Uruguay,Bundesliga,Classic 10
596,Paulo Alvarez,CAM,Barcelona,France,La Liga,Classic 10
597,Arda Nkunku,CAM,Stuttgart,Colombia,Bundesliga,Playmaker
598,Takefusa Diaz,CAM,AS Roma,France,Serie A,Classic 10
599,James Odegaard,CAM,Chelsea,Colombia,Premier League,Classic 10
600,Brahim Diaz,CAM,Monaco,Colombia,Ligue 1,Half Winger
601,Takefusa Maddison,CAM,Lille,Colombia,Ligue 1,Playmaker
602,Morgan Palmer,CAM,Bayer Leverkusen,Morocco,Bundesliga,Shadow Striker
603,Dominik Guler,CAM,Bologna,Colombia,Serie A,Half Winger
604,Julian Foden,CAM,PSG,Netherlands,Ligue 1,Classic 10
605,Lee Foden,CAM,Marseille,Colombia,Ligue 1,Classic 10
606,Takefusa Palmer,CAM,Monaco,Uruguay,Ligue 1,Classic 10
607,Bruno Kang-in,CAM,Juventus,France,Serie A,Half Winger
608,Dominik Alvarez,CAM,Barcelona,Brazil,La Liga,Classic 10
609,Lee Guler,CAM,Real Madrid,Colombia,La Liga,Half Winger
610,Christopher Maddison,CAM,Nice,Morocco,Ligue 1,Shadow Striker
611,Martin Maddison,CAM,Bayern Munich,Germany,Bundesliga,Playmaker
612,Christopher Mount,CAM,Juventus,Portugal,Serie A,Shadow Striker
613,Dani Simons,CAM,Real Madrid,England,La Liga,Shadow Striker
614,James Palmer,CAM,Lille,Japan,Ligue 1,Shadow Striker
615,Martin Szoboszlai,CAM,RB Leipzig,Portugal,Bundesliga,Playmaker
616,Eberechi Szoboszlai,CAM,Brighton,Germany,Premier League,Half Winger
617,Xavi Maddison,CAM,Bayer Leverkusen,Norway,Bundesliga,Playmaker
618,Cole Diaz,CAM,Arsenal,Colombia,Premier League,Shadow Striker
619,Brahim Wirtz,CAM,AC Milan,Spain,Serie A,Playmaker
620,Christopher Foden,CAM,Bayer Leverkusen,Germany,Bundesliga,Shadow Striker
621,Xavi Szoboszlai,CAM,Liverpool,Netherlands,Premier League,Shadow Striker
622,Lee Kubo,CAM,Monaco,Argentina,Ligue 1,Playmaker
623,James Kang-in,CAM,Dortmund,Brazil,Bundesliga,Half Winger
624,Martin Palmer,CAM,Brest,France,Ligue 1,Shadow Striker
625,Xavi Diaz,CAM,Bayer Leverkusen,Norway,Bundesliga,Classic 10
626,Lee Nkunku,CAM,Nice,Germany,Ligue 1,Shadow Striker
627,Brahim Odegaard,CAM,Inter Milan,Norway,Serie A,Classic 10
628,Paulo Guler,CAM,Napoli,Argentina,Serie A,Classic 10
629,Julian Mount,CAM,Newcastle,Netherlands,Premier League,Classic 10
630,Phil Maddison,CAM,Barcelona,Argentina,La Liga,Half Winger
631,Bruno Olmo,CAM,Real Sociedad,Netherlands,La Liga,Shadow Striker
632,James Szoboszlai,CAM,RB Leipzig,Spain,Bundesliga,Shadow Striker
633,Dani Guler,CAM,Brest,South Korea,Ligue 1,Playmaker
634,Dominik Gibbs-White,CAM,Manchester United,South Korea,Premier League,Playmaker
635,Martin Palmer,CAM,Arsenal,Germany,Premier League,Shadow Striker
636,Martin Foden,CAM,Lazio,France,Serie A,Classic 10
637,Jamal Diaz,CAM,Brest,Turkey,Ligue 1,Classic 10
638,Martin Wirtz,CAM,Real Betis,Colombia,La Liga,Playmaker
639,Phil Diaz,CAM,Monaco,Netherlands,Ligue 1,Shadow Striker
640,Dani Alvarez,CAM,Atalanta,England,Serie A,Shadow Striker
641,Julian Gibbs-White,CAM,Juventus,Argentina,Serie A,Classic 10
642,Morgan Odegaard,CAM,Lyon,England,Ligue 1,Playmaker
643,Dani Gibbs-White,CAM,Real Sociedad,Netherlands,La Liga,Shadow Striker
644,Xavi Guler,CAM,Dortmund,Argentina,Bundesliga,Classic 10
645,James Olmo,CAM,Girona,Spain,La Liga,Playmaker
646,Julian Mount,CAM,Marseille,Colombia,Ligue 1,Half Winger
647,Martin Gibbs-White,CAM,Atalanta,Netherlands,Serie A,Playmaker
648,Arda Musiala,CAM,Atalanta,England,Serie A,Classic 10
649,Martin Olmo,CAM,RB Leipzig,Colombia,Bundesliga,Playmaker
650,Eberechi Diaz,CAM,Real Betis,Colombia,La Liga,Classic 10
651,Lee Dybala,CAM,West Ham,Netherlands,Premier League,Shadow Striker
652,Dani Odegaard,CAM,Lyon,South Korea,Ligue 1,Playmaker
653,Xavi Olmo,CAM,Chelsea,Uruguay,Premier League,Classic 10
654,Martin Wirtz,CAM,Barcelona,Brazil,La Liga,Classic 10
655,Dani Musiala,CAM,Valencia,Argentina,La Liga,Half Winger
656,James Alvarez,CAM,Newcastle,Norway,Premier League,Playmaker
657,Phil Musiala,CAM,Brest,South Korea,Ligue 1,Shadow Striker
658,Bruno Szoboszlai,CAM,AS Roma,Turkey,Serie A,Classic 10
659,Xavi Foden,CAM,Monaco,Japan,Ligue 1,Shadow Striker
660,Morgan Diaz,CAM,Brest,France,Ligue 1,Playmaker
661,Morgan Mount,CAM,Barcelona,France,La Liga,Shadow Striker
662,Eberechi Dybala,CAM,Lazio,Spain,Serie A,Shadow Striker
663,Julian Palmer,CAM,Brest,France,Ligue 1,Classic 10
664,Takefusa Alvarez,CAM,Bayern Munich,Morocco,Bundesliga,Shadow Striker
665,James Kang-in,CAM,Dortmund,Spain,Bundesliga,Shadow Striker
666,James Dybala,CAM,Atletico Madrid,Netherlands,La Liga,Playmaker
667,Phil Diaz,CAM,Valencia,Argentina,La Liga,Half Winger
668,Brahim Maddison,CAM,Nice,Norway,Ligue 1,Half Winger
669,Bruno Mount,CAM,Tottenham,Norway,Premier League,Shadow Striker
670,James Guler,CAM,Athletic Club,South Korea,La Liga,Shadow Striker
671,Morgan Foden,CAM,Frankfurt,Portugal,Bundesliga,Classic 10
672,Phil Olmo,CAM,Marseille,Japan,Ligue 1,Playmaker
673,Eberechi Maddison,CAM,Lille,South Korea,Ligue 1,Half Winger
674,Christopher Kang-in,CAM,Bayer Leverkusen,Japan,Bundesliga,Half Winger
675,Bruno Nkunku,CAM,Monaco,Norway,Ligue 1,Shadow Striker
676,Eberechi Nkunku,CAM,PSG,Brazil,Ligue 1,Playmaker
677,Lee Olmo,CAM,Real Madrid,Turkey,La Liga,Shadow Striker
678,Dominik Odegaard,CAM,Nice,South Korea,Ligue 1,Shadow Striker
679,Jamal Kubo,CAM,Athletic Club,Argentina,La Liga,Playmaker
680,Brahim Maddison,CAM,Bayern Munich,France,Bundesliga,Playmaker
681,Morgan Palmer,CAM,AS Roma,Netherlands,Serie A,Half Winger
682,Morgan Musiala,CAM,RB Leipzig,Spain,Bundesliga,Playmaker
683,Martin Eze,CAM,RB Leipzig,Japan,Bundesliga,Shadow Striker
684,Phil Eze,CAM,Lyon,Morocco,Ligue 1,Classic 10
685,Takefusa Dybala,CAM,Bayer Leverkusen,Colombia,Bundesliga,Half Winger
686,Morgan Foden,CAM,RB Leipzig,Brazil,Bundesliga,Half Winger
687,Bruno Eze,CAM,Lyon,Turkey,Ligue 1,Half Winger
688,Christopher Guler,CAM,Juventus,Germany,Serie A,Shadow Striker
689,Eberechi Musiala,CAM,Manchester United,Norway,Premier League,Playmaker
690,Martin Guler,CAM,Manchester City,Turkey,Premier League,Half Winger
691,Bruno Kang-in,CAM,Valencia,Uruguay,La Liga,Shadow Striker
692,Martin Nkunku,CAM,Nice,England,Ligue 1,Playmaker
693,Xavi Dybala,CAM,Brighton,England,Premier League,Shadow Striker
694,Julian Musiala,CAM,Lazio,Spain,Serie A,Classic 10
695,Paulo Guler,CAM,PSG,Turkey,Ligue 1,Playmaker
696,Dominik Kubo,CAM,Inter Milan,England,Serie A,Shadow Striker
697,Martin Maddison,CAM,Stuttgart,Brazil,Bundesliga,Half Winger
698,Phil Nkunku,CAM,Stuttgart,Turkey,Bundesliga,Playmaker
699,Mason Diaz,CAM,Monaco,Portugal,Ligue 1,Playmaker
700,Paulo Musiala,CAM,Bologna,Brazil,Serie A,Classic 10
701,Paulo Alvarez,CAM,Real Madrid,Argentina,La Liga,Classic 10
702,Bruno Nkunku,CAM,Brest,Morocco,Ligue 1,Shadow Striker
703,Xavi Olmo,CAM,Barcelona,France,La Liga,Half Winger
704,Julian Gibbs-White,CAM,AC Milan,Brazil,Serie A,Playmaker
705,Morgan Gibbs-White,CAM,Manchester United,South Korea,Premier League,Playmaker
706,Christopher Odegaard,CAM,Arsenal,Germany,Premier League,Classic 10
707,Paulo Musiala,CAM,Lyon,Portugal,Ligue 1,Half Winger
708,Christopher Olmo,CAM,Brest,Spain,Ligue 1,Playmaker
709,Paulo Maddison,CAM,Barcelona,England,La Liga,Playmaker
710,Paulo Diaz,CAM,Frankfurt,South Korea,Bundesliga,Classic 10
711,Florian Alvarez,CAM,Inter Milan,Argentina,Serie A,Shadow Striker
712,Lee Guler,CAM,Manchester City,South Korea,Premier League,Classic 10
713,Christopher Fernandes,CAM,Lazio,Japan,Serie A,Playmaker
714,Takefusa Szoboszlai,CAM,West Ham,South Korea,Premier League,Half Winger
715,Morgan Mount,CAM,Bayer Leverkusen,France,Bundesliga,Classic 10
716,Dominik Maddison,CAM,Brighton,Brazil,Premier League,Half Winger
717,Eberechi Musiala,CAM,RB Leipzig,Germany,Bundesliga,Half Winger
718,Morgan Foden,CAM,Real Betis,Japan,La Liga,Half Winger
719,Brahim Szoboszlai,CAM,Athletic Club,Japan,La Liga,Half Winger
720,Takefusa Fernandes,CAM,Brighton,Brazil,Premier League,Shadow Striker
721,Dani Gibbs-White,CAM,Lille,France,Ligue 1,Half Winger
722,Mason Gibbs-White,CAM,Manchester United,Colombia,Premier League,Shadow Striker
723,James Simons,CAM,Valencia,Netherlands,La Liga,Half Winger
724,Cole Odegaard,CAM,Napoli,Uruguay,Serie A,Shadow Striker
725,Eberechi Kang-in,CAM,Brighton,Japan,Premier League,Playmaker
726,Martin Gibbs-White,CAM,Juventus,Portugal,Serie A,Half Winger
727,Phil Nkunku,CAM,Lille,Argentina,Ligue 1,Half Winger
728,James Diaz,CAM,Lyon,Argentina,Ligue 1,Classic 10
729,Cole Diaz,CAM,Bayer Leverkusen,Uruguay,Bundesliga,Playmaker
730,James Diaz,CAM,Manchester City,England,Premier League,Playmaker
731,Mason Olmo,CAM,Real Sociedad,Uruguay,La Liga,Half Winger
732,Phil Nkunku,CAM,Brighton,Argentina,Premier League,Shadow Striker
733,Dominik Foden,CAM,Frankfurt,Turkey,Bundesliga,Shadow Striker
734,Arda Musiala,CAM,Aston Villa,Spain,Premier League,Half Winger
735,Julian Wirtz,CAM,Lyon,Uruguay,Ligue 1,Classic 10
